posicionador_noun	positioner_noun
centímetre_noun	centimeter_noun
jutjat_noun	court_noun
pi_noun	pine_noun
derrida_propernoun	derrida_propernoun
potsdam_propernoun	potsdam_propernoun
georgià_noun	georgian_noun
pallasso_noun	clown_noun
moises_propernoun	moises_propernoun
tuli_noun	thulium_noun
pió_noun	pion_noun
ràpidament_adverb	apace_adverb
en-qualsevol-cas_adverb	at-all-events_adverb
furor_noun	hype_noun
regatge_noun	irrigation_noun
anabel_propernoun	anabel_propernoun
glicina_noun	glycine_noun
maria-del-carme_propernoun	maria-del-carme_propernoun
en-tota-hora_adverb	at-all-hours_adverb
immensament_adverb	immensely_adverb
wembley_propernoun	wembley_propernoun
catolicisme_noun	catholicism_noun
gamell_propernoun	gamell_propernoun
d'ara-endavant_adverb	henceforward_adverb
internet_noun	internet_noun
marconi_propernoun	marconi_propernoun
colesterol_noun	cholesterol_noun
a-frec-de-roba_adverb	point-blank_adverb
excèntric_adjective	eccentric_adjective
com-si_subordinatingconjunction	as-if_subordinatingconjunction
taxista_noun	cab-driver_noun
abra-real-sporting-club_propernoun	abra-real-sporting-club_propernoun
jofré_propernoun	jofré_propernoun
baratament_adverb	cheaply_adverb
vuitanta_numeral	eighty_numeral
la-torre_propernoun	la-torre_propernoun
castella-la-manxa_propernoun	castile-la-mancha_propernoun
experiment_noun	experiment_noun
maquinar_verb	scheme_verb
anar-a-la-deriva_verb	drift_verb
isel_propernoun	isel_propernoun
ofir_propernoun	ofir_propernoun
bèstia_noun	beast_noun
castro_propernoun	castro_propernoun
clopés_propernoun	clopés_propernoun
aglomeració_noun	agglomeration_noun
anul·lar_verb	cancel_verb
breana_propernoun	breana_propernoun
prematur_adjective	premature_adjective
imposar_verb	impose_verb
cafè_noun	coffee_noun
a-més-a-més_adverb	besides_adverb
mahaut_propernoun	mahaut_propernoun
heroïna_noun	heroin_noun
waylon_propernoun	waylon_propernoun
autòcton_adjective	autochthonous_adjective
minoria_noun	minority_noun
benèfic_adjective	benevolent_adjective
carreró_noun	alley_noun
commemoratiu_adjective	commemorative_adjective
obligació_noun	debenture_noun
meghan_propernoun	meghan_propernoun
envair_verb	invade_verb
baden-baden_propernoun	baden-baden_propernoun
ye_propernoun	ye_propernoun
bouthillier_propernoun	bouthillier_propernoun
importància_noun	importance_noun
pipa_noun	pipe_noun
laflèche_propernoun	laflèche_propernoun
barthomieu_propernoun	barthomieu_propernoun
deulofeu_propernoun	deulofeu_propernoun
destresa_noun	artistry_noun
repte_noun	challenge_noun
bulgària_propernoun	bulgaria_propernoun
coordinador_noun	coordinator_noun
urna_noun	urn_noun
aleta_noun	fin_noun
agorafòbia_noun	agoraphobia_noun
vestit_noun	suit_noun
björn_propernoun	björn_propernoun
poderosament_adverb	powerfully_adverb
friendfeed_propernoun	friendfeed_propernoun
antilles_propernoun	antilles_propernoun
per-part-seva_adverb	as-far-as-she-is-concerned_adverb
per-una-causa-justa_adverb	for-a-good-cause_adverb
psicològic_adjective	psychological_adjective
dendrita_noun	dendrite_noun
molt-a-la-vora_adverb	just-around-the-corner_adverb
cornella_propernoun	cornella_propernoun
d'això_adverb	thereof_adverb
inexistent_adjective	non-existent_adjective
mirarchi_propernoun	mirarchi_propernoun
respectabilitat_noun	respectability_noun
bàrbar_adjective	barbarous_adjective
a-fi-que_subordinatingconjunction	so-that_subordinatingconjunction
cartró_noun	paperboard_noun
puigoriol_propernoun	puigoriol_propernoun
alimentador_noun	feeder_noun
desfosforació_noun	dephosphorisation_noun
esclerènquima_noun	sclerenchyma_noun
margalida_propernoun	margalida_propernoun
oconnell_propernoun	oconnell_propernoun
llançar_verb	pitch_verb
aingeru_propernoun	aingeru_propernoun
manipulador_noun	manipulator_noun
koneak_propernoun	koneak_propernoun
renovar_verb	renovate_verb
proximitat_noun	proximity_noun
pujada_noun	rise_noun
en-pau_adverb	at-peace_adverb
més-o-menys_adverb	more-or-less_adverb
mas-samora_propernoun	mas-samora_propernoun
caricatura_noun	caricature_noun
periclinal_adjective	periclinal_adjective
per-damunt-de-tot_adverb	above-all-else_adverb
alessa_propernoun	alessa_propernoun
suzuki_propernoun	suzuki_propernoun
haq_propernoun	haq_propernoun
collita_noun	yield_noun
concís_adjective	concise_adjective
hammett_propernoun	hammett_propernoun
santuzza_propernoun	santuzza_propernoun
thierri_propernoun	thierri_propernoun
metacarp_noun	metacarpus_noun
des-de-dins_adverb	from-the-inside_adverb
colissa_noun	slider_noun
dèbil_adjective	feeble_adjective
ligia_propernoun	ligia_propernoun
interregne_noun	interregnum_noun
stokes_propernoun	stokes_propernoun
mckay_propernoun	mckay_propernoun
egressat_noun	graduate_noun
predisposició_noun	predisposition_noun
devolució_noun	return_noun
desarmat_adjective	unarmed_adjective
cubista_adjective	cubist_adjective
terracota_noun	terracotta_noun
de-qui_determiner	whose_determiner
de-qui_interrogativepronoun	whose_interrogativepronoun
de-qui_pronoun	whose_pronoun
de-qui_determiner	whose_determiner
de-qui_interrogativepronoun	whose_interrogativepronoun
de-qui_pronoun	whose_pronoun
de-qui_interrogativepronoun	whose_interrogativepronoun
capdet_propernoun	capdet_propernoun
chehade_propernoun	chehade_propernoun
llac-salí_noun	salt-lake_noun
vaughn_propernoun	vaughn_propernoun
siddeley_propernoun	siddeley_propernoun
individualment_adverb	singly_adverb
lemire_propernoun	lemire_propernoun
en-decadència_adverb	in-decline_adverb
churchill_propernoun	churchill_propernoun
kuznetsov_propernoun	kuznetsov_propernoun
defugir_verb	shun_verb
ficar_verb	put_verb
duffy_propernoun	duffy_propernoun
blastòcit_noun	blastocyte_noun
americanisme_noun	americanism_noun
temptar_verb	tempt_verb
àlies_noun	nickname_noun
chio_propernoun	chio_propernoun
anselme_propernoun	anselme_propernoun
electrodinamòmetre_noun	electrodynamometer_noun
wiesbaden_propernoun	wiesbaden_propernoun
holístic_adjective	holistic_adjective
art_noun	artistry_noun
negro_propernoun	negro_propernoun
eugène_propernoun	eugène_propernoun
calvície_noun	baldness_noun
elevar_verb	elevate_verb
taula-d'exploració_noun	exam-table_noun
lupe_propernoun	lupe_propernoun
mai_adverb	ever_adverb
fonollosa_propernoun	fonollosa_propernoun
cultivat_adjective	cultured_adjective
ceauşescu_propernoun	ceauşescu_propernoun
padrí_noun	godfather_noun
ressentir_verb	resent_verb
peixater_noun	fishmonger_noun
gasolina_noun	gasoline_noun
per-unanimitat_adverb	unanimously_adverb
a-les-envistes_adverb	in-sight_adverb
pirineus_propernoun	pyrenees_propernoun
hipocicloide_noun	hypocicloid_noun
colombià_adjective	colombian_adjective
corbeil_propernoun	corbeil_propernoun
sumar_verb	sum_verb
amb-cautela_adverb	cautiously_adverb
mànega_noun	hose_noun
reumàtic_adjective	rheumatoid_adjective
superstició_noun	superstition_noun
quintín_propernoun	quintín_propernoun
guil_propernoun	guil_propernoun
coberta_noun	cover_noun
desacatament_noun	contempt_noun
sureda_propernoun	sureda_propernoun
monòtonament_adverb	monotonically_adverb
reznor_propernoun	reznor_propernoun
sacramento_propernoun	sacramento_propernoun
coulombímetre_noun	coulombmeter_noun
segons-el-seu-parer_adverb	in-his-opinion_adverb
debeaumont_propernoun	debeaumont_propernoun
wilkinson_propernoun	wilkinson_propernoun
reinhardt_propernoun	reinhardt_propernoun
percussor_noun	striker_noun
presidència_noun	presidency_noun
destacar_verb	highlight_verb
iridotomia_noun	iridotomy_noun
normalització_noun	normalization_noun
nbc_noun	nbc_noun
metafilosofia_noun	metaphilosophy_noun
collina_propernoun	collina_propernoun
dewey_propernoun	dewey_propernoun
trinque_propernoun	trinque_propernoun
japonès_noun	japanese_noun
galleda_noun	pail_noun
taquigrafia_noun	shorthand_noun
domini_noun	dominion_noun
joan-ix_propernoun	john-ix_propernoun
barry_propernoun	barry_propernoun
probable_adjective	probable_adjective
aerobús_noun	airbus_noun
immunoteràpia_noun	immunotherapy_noun
rexina_propernoun	rexina_propernoun
quadra_noun	stable_noun
neurosi_noun	neurosis_noun
etiqueta_noun	label_noun
gangrena_noun	gangrene_noun
fermina_propernoun	fermina_propernoun
dòmino_noun	domino_noun
gir_noun	twist_noun
comprador_noun	purchaser_noun
heretable_adjective	inheritable_adjective
anastasie_propernoun	anastasie_propernoun
jalyn_propernoun	jalyn_propernoun
hermelinda_propernoun	hermelinda_propernoun
avariciosament_adverb	avariciously_adverb
blanca_propernoun	blanca_propernoun
gil_propernoun	gil_propernoun
cada-vegada-menys_adverb	less-and-less-frequently_adverb
sota-jurament_adverb	under-oath_adverb
ewan_propernoun	ewan_propernoun
cop-de-puny_noun	punch_noun
per-primer-colp_adverb	for-the-first-time_adverb
les-vint-i-quatre-hores-del-dia_adverb	round-the-clock_adverb
katalina_propernoun	katalina_propernoun
ocultació_noun	concealment_noun
méthot_propernoun	méthot_propernoun
simmonds_propernoun	simmonds_propernoun
del-pozo_propernoun	del-pozo_propernoun
mirar-atentament_verb	peer_verb
barcons_propernoun	barcons_propernoun
geomètricament_adverb	geometrically_adverb
acció-nova_noun	new-share_noun
reunió_propernoun	réunion_propernoun
vitalitat_noun	vitality_noun
delcourt_propernoun	delcourt_propernoun
ebenisteria_noun	cabinetmaking_noun
no-obstant-això_adverb	nevertheless_adverb
cookie_propernoun	cookie_propernoun
domini-del-temps_noun	time-domain_noun
polit_adjective	neat_adjective
sorollosament_adverb	loudly_adverb
aixendrí_propernoun	aixendrí_propernoun
dopar_verb	dope_verb
de-totes-bandes_adverb	from-all-parts_adverb
espontaneïtat_noun	spontaneity_noun
terme_noun	term_noun
solvent_noun	solvent_noun
directament_adverb	directly_adverb
broncoscòpia_noun	bronchoscopy_noun
droga_noun	drug_noun
niça_propernoun	nice_propernoun
princeton_propernoun	princeton_propernoun
cras_propernoun	crassus_propernoun
quadrar_verb	square_verb
processador-de-text_noun	word-processor_noun
a-prova_adverb	to-the-test_adverb
tremolós_adjective	quivering_adjective
fundar_verb	found_verb
cúria_noun	curia_noun
crató_noun	craton_noun
quantia_noun	significance_noun
temperament_noun	temperament_noun
finalitzar_verb	finalise_verb
febrer_noun	february_noun
andrés_propernoun	andrés_propernoun
raclet_noun	raclette_noun
sospirar_verb	sigh_verb
cambrer_noun	waitress_noun
desactivar_verb	deactivate_verb
montebourg_propernoun	montebourg_propernoun
sialòlit_noun	sialolith_noun
mutualitat_noun	mutuality_noun
crisólogo_propernoun	crisólogo_propernoun
vinil_noun	vinyl_noun
amphelice_propernoun	amphelice_propernoun
multilingüisme_noun	multilingualism_noun
mannà_noun	manna_noun
russell_propernoun	russell_propernoun
bestiar_noun	cattle_noun
ria_propernoun	ria_propernoun
sesma_propernoun	sesma_propernoun
continuar_verb	go-on_verb
exhaustivament_adverb	thoroughly_adverb
blackmore_propernoun	blackmore_propernoun
reanna_propernoun	reanna_propernoun
càpsula_noun	capsule_noun
petunia_propernoun	petunia_propernoun
ovípar_adjective	oviparous_adjective
circular_adjective	circular_adjective
josefa_propernoun	josefa_propernoun
excepcional_adjective	outstanding_adjective
castellon_propernoun	castellon_propernoun
tal-vegada_adverb	maybe_adverb
a-mà_adverb	by-hand_adverb
aspre_adjective	rough_adjective
valade_propernoun	valade_propernoun
microbiologia_noun	microbiology_noun
traçat_noun	outline_noun
cap-a_preposition	toward_preposition
espessartita_noun	spessartite_noun
de-tot-arreu_adverb	from-everywhere_adverb
circé_propernoun	circé_propernoun
umberto_propernoun	umberto_propernoun
ilan_propernoun	ilan_propernoun
jacinto_propernoun	jacinto_propernoun
symond_propernoun	symond_propernoun
aimée_propernoun	aimée_propernoun
gimnosperma_noun	gymnosperm_noun
singleton_propernoun	singleton_propernoun
somriure-d'orella-a-orella_verb	grin_verb
consistent_adjective	consistent_adjective
atrèsia_noun	atresia_noun
electromecànic_adjective	electromechanical_adjective
aniston_propernoun	aniston_propernoun
donadeu_propernoun	donadeu_propernoun
cuidar_verb	take-care_verb
alternativament_adverb	alternatively_adverb
classe_noun	sort_noun
cinturó_noun	belt_noun
palista_noun	paddler_noun
hemmings_propernoun	hemmings_propernoun
desaparegut_adjective	missing_adjective
probablement_adverb	likely_adverb
concloure_verb	conclude_verb
leigh_propernoun	leigh_propernoun
tarin_propernoun	tarin_propernoun
anticipació_noun	anticipation_noun
bastiment_noun	frame_noun
atalo_propernoun	atalo_propernoun
zoòleg_noun	zoologist_noun
moratinos_propernoun	moratinos_propernoun
refutació_noun	refutation_noun
ratinatge_noun	rateen_noun
pilos_propernoun	pylos_propernoun
cognitivament_adverb	cognitively_adverb
incrementar_verb	increase_verb
pace_propernoun	pace_propernoun
corregir_verb	correct_verb
submarinisme_noun	scuba-diving_noun
autor_noun	author_noun
muntanyenc_adjective	hilly_adjective
decapitació_noun	decapitation_noun
extracte_noun	extract_noun
petitclerc_propernoun	petitclerc_propernoun
agitar_verb	agitate_verb
populós_adjective	populous_adjective
rouillier_propernoun	rouillier_propernoun
o'sullivan_propernoun	o'sullivan_propernoun
pílor_noun	pylorus_noun
selectivitat_noun	selectivity_noun
eisenberg_propernoun	eisenberg_propernoun
de-la-mateixa-manera_adverb	in-the-same-way_adverb
monosíl·lab_noun	monosyllable_noun
engels_propernoun	engels_propernoun
acròbata_noun	acrobat_noun
bessel_propernoun	bessel_propernoun
kaylah_propernoun	kaylah_propernoun
noiseux_propernoun	noiseux_propernoun
iolita_noun	iolite_noun
ordinàriament_adverb	usually_adverb
iodur_noun	iodide_noun
pólvora_noun	powder_noun
debellefeuille_propernoun	debellefeuille_propernoun
projecte-de-llei_noun	bill_noun
canalias_propernoun	canalias_propernoun
servio_propernoun	servio_propernoun
a-la-faena_adverb	at-work_adverb
insuficient_adjective	insufficient_adjective
bolton_propernoun	bolton_propernoun
efectiu_noun	cash_noun
legitimar_verb	legitimise_verb
rectoria_noun	vicarage_noun
shreya_propernoun	shreya_propernoun
sedimentari_adjective	sedimentary_adjective
laveault_propernoun	laveault_propernoun
víctima_noun	victim_noun
ventilador_noun	fan_noun
corder_noun	lamb_noun
chiang-kai-shek_propernoun	chiang-kai-shek_propernoun
vaca_noun	cow_noun
àmfora_noun	amphora_noun
refractiu_adjective	refractive_adjective
biobutanol_noun	biobutanol_noun
crit_noun	shout_noun
evocador_adjective	evocative_adjective
sobrino_propernoun	sobrino_propernoun
montagu_propernoun	montagu_propernoun
immunització_noun	immunisation_noun
òptic_adjective	optic_adjective
beaumont_propernoun	beaumont_propernoun
microfilament_noun	microfilament_noun
dumaine_propernoun	dumaine_propernoun
glossema_noun	glosseme_noun
barras_propernoun	barras_propernoun
monet_propernoun	monet_propernoun
suplantació_noun	supplantation_noun
dvd_noun	dvd_noun
jaiteh_propernoun	jaiteh_propernoun
castán_propernoun	castán_propernoun
petèquia_noun	petechia_noun
chiemi_propernoun	chiemi_propernoun
scarlett_propernoun	scarlett_propernoun
disacàrid_noun	dissaccharide_noun
ingenu_adjective	ingenuous_adjective
sessió_noun	session_noun
plantar_verb	plant_verb
complementació_noun	complementation_noun
labelle_propernoun	labelle_propernoun
de-segur_adverb	in-all-probability_adverb
sarcoïdosi_noun	sarcoidosis_noun
folquet_propernoun	folquet_propernoun
metalingüístic_adjective	metalinguistic_adjective
gran_propernoun	gran_propernoun
electrocinètica_noun	electrokinetics_noun
quilo_noun	kilo_noun
recombinació_noun	recombination_noun
bussejar_verb	dive_verb
constantin_propernoun	constantin_propernoun
covard_adjective	cowardly_adjective
matriu_noun	matrix_noun
dissident_adjective	dissident_adjective
iñigo_propernoun	iñigo_propernoun
xip_noun	chip_noun
socialment_adverb	socially_adverb
tsunami_noun	tsunami_noun
sacrilegi_noun	sacrilege_noun
clavileno_propernoun	clavileno_propernoun
erròniament_adverb	inaccurately_adverb
narella_propernoun	narella_propernoun
sun_propernoun	sun_propernoun
plateresc_adjective	plateresque_adjective
st-amour_propernoun	st-amour_propernoun
submòdul_noun	submodule_noun
cap_determiner	any_determiner
illes-malvines_propernoun	falkland-islands_propernoun
solarímetre_noun	solarimeter_noun
bimensual_adjective	bimonthly_adjective
kaczynski_propernoun	kaczynski_propernoun
ossètia_propernoun	ossetia_propernoun
desmobilització_noun	demobilisation_noun
lauture_propernoun	lauture_propernoun
unanimitat_noun	unanimity_noun
croxen_propernoun	croxen_propernoun
manuscrit_adjective	handwritten_adjective
lluís-mas-i-pons_propernoun	lluís-mas-i-pons_propernoun
xemeneia_noun	smokestack_noun
leonhard_propernoun	leonhard_propernoun
bonic_adjective	good-looking_adjective
al-capdavant_adverb	in-command_adverb
barraca_noun	barrack_noun
romanx_noun	romansh_noun
superposar_verb	superimpose_verb
ida_propernoun	ida_propernoun
inhibir_verb	inhibit_verb
raby_propernoun	raby_propernoun
camden_propernoun	camden_propernoun
maijhara_propernoun	maijhara_propernoun
instantani_adjective	instantaneous_adjective
enfortiment_noun	invigoration_noun
inflamabilitat_noun	flammability_noun
confeccionar_verb	make_verb
moviment_noun	movement_noun
compassió_noun	compassion_noun
amèrica-central_propernoun	central-america_propernoun
mengibar_propernoun	mengibar_propernoun
desaprofitament_noun	waste_noun
enya_propernoun	enya_propernoun
poder_modal	might_modal
narració_noun	narration_noun
en-castellà_adverb	in-spanish_adverb
grup-de-fans_noun	fandom_noun
gàmeta_noun	gamete_noun
sense-estar-se-de-res_adverb	excessively_adverb
arma-nuclear_noun	nuclear-weapon_noun
sublevar_verb	rebel_verb
cable_noun	wire_noun
sisè_adjective	sixth_adjective
ranchal_propernoun	ranchal_propernoun
definible_adjective	definable_adjective
civil_adjective	civil_adjective
viabilitat_noun	feasibility_noun
probabilísticament_adverb	probabilistically_adverb
tang_propernoun	tang_propernoun
pantà_noun	marsh_noun
criovolcànic_adjective	cryovolcanic_adjective
de-cap-a-peus_adverb	head-over-heels_adverb
crespillo_propernoun	crespillo_propernoun
cranioencefàlic_adjective	intracranial_adjective
d'un-dia-a-l'altre_adverb	from-day-to-day_adverb
enrigidor_noun	stiffener_noun
selva_propernoun	selva_propernoun
aire_noun	air_noun
puig_noun	mount_noun
radicat_adjective	rooted_adjective
gour_propernoun	gour_propernoun
a-l'inrevés_adverb	the-other-way-around_adverb
des-d'ara_adverb	hereinafter_adverb
romola_propernoun	romola_propernoun
constipar_verb	catch-a-cold_verb
simón_propernoun	simón_propernoun
polisíl·lab_adjective	polysyllabic_adjective
pahissa_propernoun	pahissa_propernoun
avariar_verb	damage_verb
casual_adjective	casual_adjective
descarat_adjective	blatant_adjective
endosquelet_noun	endoskeleton_noun
sonata_noun	sonata_noun
moody's_propernoun	moody's_propernoun
quantitat_noun	amount_noun
landen_propernoun	landen_propernoun
faramundo_propernoun	faramundo_propernoun
barba_noun	beard_noun
carn_noun	flesh_noun
gramàtica_noun	grammar_noun
mansell_propernoun	mansell_propernoun
llitera_noun	bunk_noun
veneçolà_noun	venezuelan_noun
gueto_noun	ghetto_noun
diomedes_propernoun	diomedes_propernoun
malvolia_propernoun	malvolia_propernoun
satíricament_adverb	satirically_adverb
oriental_adjective	oriental_adjective
primera-instància_noun	first-instance_noun
barsetti_propernoun	barsetti_propernoun
gelatina_noun	aspic_noun
maillen_propernoun	maillen_propernoun
guèiser_noun	geyser_noun
carné_propernoun	carné_propernoun
vulva_noun	vulva_noun
màssic_adjective	mass_adjective
apuntar_verb	show_verb
rowan_propernoun	rowan_propernoun
poblament_noun	settlement_noun
bactericida_adjective	bactericidal_adjective
específicament_adverb	specifically_adverb
immediatament_adverb	right-off_adverb
tobogan_noun	slide_noun
stafford_propernoun	stafford_propernoun
iona_propernoun	iona_propernoun
postgrau_noun	postgraduate_noun
montmarquette_propernoun	montmarquette_propernoun
pretemporada_noun	preseason_noun
eslem_propernoun	eslem_propernoun
soussan_propernoun	soussan_propernoun
foscor_noun	dark_noun
lament_noun	wail_noun
petjapapers_noun	paperweight_noun
sa-majestat_noun	her-majesty_noun
escumejar_verb	foam_verb
palestrina_propernoun	palestrina_propernoun
eslau_adjective	slavic_adjective
anemometria_noun	anemometry_noun
belarmino_propernoun	belarmino_propernoun
arrogantment_adverb	arrogantly_adverb
gentrificació_noun	gentrification_noun
subtitulació_noun	captioning_noun
sinibaldo_propernoun	sinibaldo_propernoun
pensió_noun	allowance_noun
dimecres-vinent_adverb	next-wednesday_adverb
faustine_propernoun	faustine_propernoun
imprudent_adjective	imprudent_adjective
més-avall_adverb	thereunder_adverb
abandonar_verb	quit_verb
yin_propernoun	yin_propernoun
aflorar_verb	emerge_verb
genitiu_noun	genitive_noun
manx_noun	manx_noun
heppell_propernoun	heppell_propernoun
aleró_noun	airfoil_noun
consagració_noun	consecration_noun
dialèctic_adjective	dialectic_adjective
col·locar_verb	dispose_verb
reglamentàriament_adverb	in-accordance-with-the-regulations_adverb
il·lícit_adjective	illicit_adjective
hipocorístic_adjective	hypocoristic_adjective
cendra_noun	ash_noun
ilday_propernoun	ilday_propernoun
benzè_noun	benzene_noun
àliga_noun	eagle_noun
pleguezuelos_propernoun	pleguezuelos_propernoun
indalecio_propernoun	indalecio_propernoun
vasco_propernoun	vasco_propernoun
tauló_noun	board_noun
extrajudicial_adjective	extrajudicial_adjective
brizard_propernoun	brizard_propernoun
manau_propernoun	manau_propernoun
xat_noun	chat_noun
corfú_propernoun	corfu_propernoun
colonialisme_noun	colonialism_noun
concello-de-boiro_propernoun	concello-de-boiro_propernoun
dial_noun	dial_noun
minut_noun	minute_noun
deidamia_propernoun	deidamia_propernoun
a-màquina_adverb	by-machine_adverb
laringoespasme_noun	laryngospasm_noun
ergonomia_noun	ergonomics_noun
roba-bruta_noun	laundry_noun
arce_propernoun	arce_propernoun
fauvelle_propernoun	fauvelle_propernoun
merceritzar_verb	mercerise_verb
amargant_propernoun	amargant_propernoun
abordatge_noun	boarding_noun
aïllacionista_adjective	isolationist_adjective
rambla_propernoun	rambla_propernoun
salari_noun	salary_noun
familiarment_adverb	familiarly_adverb
indemnització_noun	compensation_noun
esfèric_adjective	spherical_adjective
hosta_propernoun	hosta_propernoun
mongol_adjective	mongolian_adjective
abigale_propernoun	abigale_propernoun
equilàter_adjective	equilateral_adjective
pabla_propernoun	pabla_propernoun
a-l'hivern_adverb	during-the-winter_adverb
còmode_adjective	comfortable_adjective
paramètric_adjective	parametric_adjective
constantment_adverb	constantly_adverb
nunavut_propernoun	nunavut_propernoun
sturluson_propernoun	sturluson_propernoun
ordenar_verb	mandate_verb
transparència_noun	openness_noun
katz_propernoun	katz_propernoun
temporal_noun	storm_noun
valentia_noun	courage_noun
tacte-rectal_noun	rectal-exam_noun
hectorita_noun	hectorite_noun
azuara_propernoun	azuara_propernoun
fluor_noun	fluorine_noun
enemistat_noun	enmity_noun
simbologia_noun	symbology_noun
macabre_adjective	macabre_adjective
coronas_propernoun	coronas_propernoun
excedir_verb	exceed_verb
sinergia_noun	synergy_noun
lacrimal_adjective	lacrimal_adjective
escot_noun	neckline_noun
fastigós_adjective	foul_adjective
aquí_adverb	over-here_adverb
esnal_propernoun	esnal_propernoun
agrari_adjective	agrarian_adjective
científicament_adverb	scientifically_adverb
touzel_propernoun	touzel_propernoun
bartholomieu_propernoun	bartholomieu_propernoun
poiquiloterm_adjective	poikilothermic_adjective
cabau_propernoun	cabau_propernoun
lignicultura_noun	ligniculture_noun
oligotròfic_adjective	oligotrophic_adjective
comamala_propernoun	comamala_propernoun
en-forma_adverb	on-form_adverb
puntualment_adverb	punctually_adverb
equatorià_adjective	ecuadorian_adjective
amaline_propernoun	amaline_propernoun
amb-destresa_adverb	skillfully_adverb
difosfat_noun	diphosphate_noun
pornografia_noun	pornography_noun
bulliciosament_adverb	boisterously_adverb
tristen_propernoun	tristen_propernoun
edilia_propernoun	edilia_propernoun
xerès_noun	sherry_noun
ftalimida_noun	phthalamide_noun
percentatge_noun	percentage_noun
efectivament_adverb	sure-enough_adverb
democràticament_adverb	democratically_adverb
perseguir_verb	prosecute_verb
recomanació_noun	recommendation_noun
osteomalàcia_noun	osteomalacia_noun
steinbuch_propernoun	steinbuch_propernoun
circumcisió_noun	circumcision_noun
atracada_noun	berthage_noun
gelonch_propernoun	gelonch_propernoun
ubaldino_propernoun	ubaldino_propernoun
corbin_propernoun	corbin_propernoun
disulfur_noun	disulfide_noun
modelar_verb	model_verb
neira_propernoun	neira_propernoun
defensa_noun	defense_noun
biogasificació_noun	biogasification_noun
radiotelefonia_noun	radiotelephony_noun
silenciosament_adverb	silently_adverb
soviètic_adjective	soviet_adjective
descongelació_noun	thawing_noun
magrans_propernoun	magrans_propernoun
blackburn_propernoun	blackburn_propernoun
anunci_noun	advert_noun
karl_propernoun	karl_propernoun
de-mans-i-peus_adverb	hand-and-foot_adverb
ocre_adjective	ochre_adjective
exterminador_noun	exterminator_noun
hume_propernoun	hume_propernoun
angina_noun	angina_noun
st-ours_propernoun	st-ours_propernoun
d'hora_adverb	early_adverb
dryden_propernoun	dryden_propernoun
spielberg_propernoun	spielberg_propernoun
declarar_verb	propose_verb
posat_noun	demeanour_noun
fluid_noun	fluid_noun
nubi_adjective	nubian_adjective
ryleigh_propernoun	ryleigh_propernoun
girol_propernoun	girol_propernoun
fotocòpia_noun	photocopy_noun
latifundista_noun	latifundist_noun
eduino_propernoun	eduino_propernoun
denommée_propernoun	denommée_propernoun
sql_propernoun	sql_propernoun
porter_noun	porter_noun
cumberland_propernoun	cumberland_propernoun
retractació_noun	retractation_noun
sant_adjective	holy_adjective
marques_propernoun	marques_propernoun
idoni_adjective	ideal_adjective
vladimiro_propernoun	vladimiro_propernoun
curry_propernoun	curry_propernoun
apostilb_noun	apostilb_noun
alinear_verb	range_verb
inconvertible_adjective	inconvertible_adjective
dissipat_adjective	lossy_adjective
dussault_propernoun	dussault_propernoun
acapulco_propernoun	acapulco_propernoun
cada-segon_adverb	every-second_adverb
valent_adjective	stout-hearted_adjective
deogracias_propernoun	deogracias_propernoun
iàmbic_adjective	iambic_adjective
comprar_verb	buy_verb
repetitivament_adverb	repetitively_adverb
perifràstic_adjective	periphrastic_adjective
liber_propernoun	liber_propernoun
ron_propernoun	ron_propernoun
knott_propernoun	knott_propernoun
kierra_propernoun	kierra_propernoun
santander_propernoun	santander_propernoun
debian-hamm_propernoun	debian-hamm_propernoun
erlang_propernoun	erlang_propernoun
trent_propernoun	trent_propernoun
arruïnar_verb	shipwreck_verb
parker_propernoun	parker_propernoun
multimilionari_adjective	big-money_adjective
guinjoan_propernoun	guinjoan_propernoun
mildred_propernoun	mildred_propernoun
chiara_propernoun	chiara_propernoun
rellotgeria_noun	watchmaking_noun
peñalba_propernoun	peñalba_propernoun
llengua-vernacle_noun	vernacular_noun
ressorgiment_noun	revival_noun
dayan_propernoun	dayan_propernoun
meilleur_propernoun	meilleur_propernoun
aliè_adjective	extraneous_adjective
residir_verb	dwell_verb
interpolació_noun	interpolation_noun
assaltador_noun	assailant_noun
louvre_propernoun	louvre_propernoun
poeta_noun	poet_noun
oxidatiu_adjective	oxidative_adjective
per-res_adverb	for-nothing_adverb
per-voluntat-pròpia_adverb	voluntarily_adverb
munt_noun	pile_noun
proporció_noun	ratio_noun
monopolitzador_adjective	monopolistic_adjective
francette_propernoun	francette_propernoun
bigaouette_propernoun	bigaouette_propernoun
telésfora_propernoun	telésfora_propernoun
dimicio_propernoun	dimicio_propernoun
instrument_noun	instrument_noun
insomni_noun	insomnia_noun
enfiladís_adjective	trailing_adjective
maclovia_propernoun	maclovia_propernoun
cisalla_noun	shear_noun
homònim_noun	homonym_noun
trena_noun	plait_noun
areflèxia_noun	areflexia_noun
diedre_adjective	dihedral_adjective
alarma_noun	alarm_noun
franc_adjective	frank_adjective
nucleó_noun	nucleon_noun
sacerdot_noun	priest_noun
paritat_noun	parity_noun
edelmira_propernoun	edelmira_propernoun
involucrar_verb	involve_verb
escut_noun	shield_noun
interossi_adjective	interosseous_adjective
a-empentes-i-rodolons_adverb	with-great-difficulty_adverb
ibèria_propernoun	iberia_propernoun
