éplucher_verb	esclofollar_verb
bimétallique_adjective	bimetàl·lic_adjective
stan_propernoun	stan_propernoun
antuñano_propernoun	antuñano_propernoun
maior_propernoun	maior_propernoun
inévitablement_adverb	inevitablemente_adverb
hydrophobique_adjective	hidrofòbic_adjective
rico_propernoun	rico_propernoun
concasser_verb	esmicolar_verb
villemin_propernoun	villemin_propernoun
solvabilité_noun	solvència_noun
kazakhstan_propernoun	kazakhstan_propernoun
singe_noun	mona_noun
effervescence_noun	efervescència_noun
mallen_propernoun	mallen_propernoun
déclencher_verb	desencadenar_verb
conoïde_noun	conoide_noun
composé_noun	compost_noun
von-heidenstam_propernoun	von-heidenstam_propernoun
tweet_noun	tuit_noun
profondeur_noun	fondària_noun
transalpin_adjective	transalpí_adjective
complot_noun	complot_noun
perrier_propernoun	perrier_propernoun
sulfaté_adjective	sulfatat_adjective
multimillionnaire_adjective	multimilionari_adjective
elodie_propernoun	elodie_propernoun
duruflé_propernoun	duruflé_propernoun
colón_propernoun	colón_propernoun
nayla_propernoun	nayla_propernoun
pitt_propernoun	pitt_propernoun
antichi_propernoun	antichi_propernoun
antiparlementaire_adjective	antiparlamentari_adjective
flabellé_adjective	flabel·lat_adjective
masty_propernoun	masty_propernoun
néo-darwinisme_noun	neodarwinisme_noun
par-rapport-à_preposition	pel-que-fa-a_preposition
déontique_adjective	deòntic_adjective
repiso_propernoun	repiso_propernoun
triplement_adverb	triplement_adverb
nielsen_propernoun	nielsen_propernoun
longeron_noun	travesser_noun
mangiacavallo_propernoun	mangiacavallo_propernoun
open_adjective	obert_adjective
sahel_propernoun	sahel_propernoun
vigneri_propernoun	vigneri_propernoun
ambrosia_propernoun	ambrosia_propernoun
mât_noun	pal_noun
mistura_propernoun	mistura_propernoun
muséologique_adjective	museològic_adjective
gameboy-advance-sp_propernoun	gameboy-advance-sp_propernoun
anthropophage_noun	antropòfag_noun
pizza_noun	pizza_noun
hymen_noun	himen_noun
prédication_noun	predicació_noun
alquezar_propernoun	alquezar_propernoun
carpenedo_propernoun	carpenedo_propernoun
lâcheté_noun	covardia_noun
muise_propernoun	muise_propernoun
optique_adjective	òptic_adjective
suffocant_adjective	sufocant_adjective
craquant_adjective	cruixent_adjective
builles_propernoun	builles_propernoun
hétérozygote_adjective	heterozigot_adjective
sofía_propernoun	sofía_propernoun
poreux_adjective	porós_adjective
accuser_verb	acusar_verb
préférer_verb	preferir_verb
vanhoutte_propernoun	vanhoutte_propernoun
tudorache_propernoun	tudorache_propernoun
cardeñosa_propernoun	cardeñosa_propernoun
marécage_noun	aiguamoll_noun
natif_adjective	natiu_adjective
xxii_numeral	xxii_numeral
mal-élevé_adjective	malcriat_adjective
aleu_propernoun	aleu_propernoun
audibilité_noun	audibilitat_noun
marquisat_noun	marquesat_noun
à-nous_adjective	nostre_adjective
à-nous_adjective	nostre_adjective
à-nous_adjective	nostre_adjective
à-nous_possessivepronoun	nostre_possessivepronoun
à-nous_adjective	nostre_adjective
marriott_propernoun	marriott_propernoun
malheiros_propernoun	malheiros_propernoun
luigia_propernoun	luigia_propernoun
casaus_propernoun	casaus_propernoun
peñalba_propernoun	peñalba_propernoun
caruana_propernoun	caruana_propernoun
bellvís_propernoun	bellvís_propernoun
équanimité_noun	equanimitat_noun
wertheim_propernoun	wertheim_propernoun
ferrás_propernoun	ferrás_propernoun
simulation_noun	simulació_noun
bise_noun	bes_noun
morale_noun	moral_noun
alcaine_propernoun	alcaine_propernoun
légitimer_verb	legitimar_verb
magrans_propernoun	magrans_propernoun
microcoque_noun	micrococ_noun
bathypélagique_adjective	batipelàgic_adjective
aniline_noun	anilina_noun
phénolique_adjective	fenòlic_adjective
débouter_verb	desestimar_verb
extra-territorialité_noun	extraterritorialitat_noun
avare_noun	avar_noun
déficit_noun	dèficit_noun
stevens_propernoun	stevens_propernoun
déhiscent_adjective	dehiscent_adjective
bourrelet_noun	rivet_noun
ostéoporose_noun	osteoporosi_noun
le-petit-chaperon-rouge_propernoun	la-caputxeta-vermella_propernoun
delagrave_propernoun	delagrave_propernoun
dermatomyosite_noun	dermatomiositis_noun
infographe_noun	infògraf_noun
vers_preposition	cap-a_preposition
salope_noun	bandarra_noun
evelyn_propernoun	evelyn_propernoun
blay_propernoun	blay_propernoun
comín_propernoun	comín_propernoun
souillon_noun	porc_noun
asyndète_noun	asíndeton_noun
slalom_noun	eslàlom_noun
sierra_noun	serra_noun
argentin_adjective	argentí_adjective
pus_noun	pus_noun
rudéral_adjective	ruderal_adjective
nom-de-famille_noun	cognom_noun
enrobé_adjective	enrobat_adjective
poble-sec_propernoun	poble-sec_propernoun
paolina_propernoun	paolina_propernoun
superficiel_adjective	superficial_adjective
nemeth_propernoun	nemeth_propernoun
épanouir_verb	descloure_verb
vaudreuil_propernoun	vaudreuil_propernoun
facebooker_noun	facebooker_noun
appréciablement_adverb	apreciablement_adverb
torrero_propernoun	torrero_propernoun
atocha_propernoun	atocha_propernoun
conceptualiser_verb	conceptualitzar_verb
rigobert_propernoun	rigobert_propernoun
campagne_noun	campanya_noun
skier_verb	esquiar_verb
porte_noun	porta_noun
peruzzotti_propernoun	peruzzotti_propernoun
célibataire_adjective	fadrí_adjective
concordance_noun	concordança_noun
yee_propernoun	yee_propernoun
avant-hier_adverb	abans-d'ahir_adverb
humiliation_noun	humiliació_noun
liber_noun	líber_noun
neuroleptique_adjective	neurolèptic_adjective
convive_noun	comensal_noun
autoconstruction_noun	autoconstrucció_noun
illa_propernoun	illa_propernoun
kennedi_propernoun	kennedi_propernoun
novellá_propernoun	novellá_propernoun
salviac_propernoun	salviac_propernoun
fondement_noun	fonamentació_noun
alderisi_propernoun	alderisi_propernoun
homicide_noun	homicida_noun
ibarretxe_propernoun	ibarretxe_propernoun
lairissa_propernoun	lairissa_propernoun
fatigue_noun	cansament_noun
assertion_noun	asserció_noun
manea_propernoun	manea_propernoun
avis-de-réception_noun	acusament-de-recepció_noun
morán_propernoun	morán_propernoun
salarial_adjective	salarial_adjective
argumentateur_noun	argumentador_noun
damnable_adjective	damnable_adjective
pego_propernoun	pego_propernoun
loren_propernoun	loren_propernoun
florissant_adjective	pròsper_adjective
zaydite_adjective	zaidita_adjective
brambilla_propernoun	brambilla_propernoun
espadon_noun	emperador_noun
eschatologie_noun	escatologia_noun
goutteux_noun	gotós_noun
boccace_propernoun	boccaccio_propernoun
hugo_propernoun	hugo_propernoun
brailler_verb	bramar_verb
somite_noun	somita_noun
catalanophone_noun	catalanoparlant_noun
goudronner_verb	asfaltar_verb
medialdea_propernoun	medialdea_propernoun
consumer_verb	consumir_verb
valence_noun	valència_noun
vlentina_propernoun	vlentina_propernoun
manchado_propernoun	manchado_propernoun
soupir_noun	sospir_noun
chou_propernoun	chou_propernoun
fabian_propernoun	fabian_propernoun
insuffisant_adjective	insuficient_adjective
coombes_propernoun	coombes_propernoun
respectueux_adjective	respectuós_adjective
cladogramme_noun	cladograma_noun
métabolisation_noun	metabolització_noun
page_noun	pàgina_noun
influencer_noun	influenciador_noun
mimé_adjective	mimat_adjective
somptueusement_adverb	sumptuosament_adverb
solennelement_adverb	solemnement_adverb
cabrita_propernoun	cabrita_propernoun
similarité_noun	similitud_noun
modalité_noun	modalitat_noun
pin-parasol_noun	pi-pinyoner_noun
écœurant_adjective	fastigós_adjective
interlocutoire_adjective	interlocutori_adjective
descendre_verb	descendir_verb
compo_noun	composició_noun
tourangeau_propernoun	tourangeau_propernoun
cannella_propernoun	cannella_propernoun
candiani_propernoun	candiani_propernoun
anglo-saxon_noun	anglosaxó_noun
ernoult_propernoun	ernoult_propernoun
serviteur_noun	servent_noun
talero_propernoun	talero_propernoun
brumaire_noun	brumari_noun
laminarine_noun	laminarina_noun
clamadieu_propernoun	clamadieu_propernoun
intrinsèque_adjective	intrínsec_adjective
pollastrini_propernoun	pollastrini_propernoun
masturbatoire_adjective	masturbatori_adjective
asthénie_noun	astènia_noun
beaudin_propernoun	beaudin_propernoun
acheminement_noun	encaminament_noun
boni_propernoun	boni_propernoun
pena_propernoun	pena_propernoun
tumulaire_adjective	tumulari_adjective
cardoso_propernoun	cardoso_propernoun
spontanéité_noun	espontaneïtat_noun
vaurien_noun	brètol_noun
aider_verb	auxiliar_verb
anxiogène_adjective	ansiogen_adjective
von-lettow_propernoun	von-lettow_propernoun
murtinho_propernoun	murtinho_propernoun
morte_propernoun	morte_propernoun
bellement_adverb	bellament_adverb
accommoder_verb	acomodar_verb
expulsable_adjective	expulsable_adjective
océan-atlantique_propernoun	oceà-atlàntic_propernoun
chiodi_propernoun	chiodi_propernoun
chêne-liège_noun	alzina-surera_noun
anthraciteux_adjective	antracític_adjective
feu_noun	foc_noun
gisbert_propernoun	gisbert_propernoun
juan-gil-albert_propernoun	juan-gil-albert_propernoun
reed_propernoun	reed_propernoun
photocompositeur_noun	fotocompositor_noun
péripatétisme_noun	peripatetisme_noun
myopie_noun	miopia_noun
zani_propernoun	zani_propernoun
rime_noun	rima_noun
sous-alimentation_noun	inanició_noun
gujarati_noun	gujarati_noun
cybersexe_noun	cibersexe_noun
rosmida_propernoun	rosmida_propernoun
illustratif_adjective	il·lustrador_adjective
alysa_propernoun	alysa_propernoun
blin_propernoun	blin_propernoun
inconsciemment_adverb	inconscientment_adverb
marlin_noun	marlí_noun
betit_propernoun	betit_propernoun
alentour_adjective	del-voltant_adjective
périmer_verb	caducar_verb
lumineux_adjective	lluminós_adjective
bertoldi_propernoun	bertoldi_propernoun
narcothérapie_noun	narcoteràpia_noun
usurpateur_noun	usurpador_noun
panne_noun	avaria_noun
vettel_propernoun	vettel_propernoun
pisser_verb	pixar_verb
aguirrezabala_propernoun	aguirrezabala_propernoun
mème_noun	mem_noun
stupeur_noun	estupor_noun
contri_propernoun	contri_propernoun
dépréciatif_adjective	depreciatiu_adjective
alors_adverb	llavors_adverb
accipitridé_noun	accipítrid_noun
indiscipliné_adjective	indisciplinat_adjective
behavioriste_adjective	behaviorista_adjective
singulier_adjective	singular_adjective
frire_verb	fregir_verb
efficient_adjective	eficient_adjective
carthaginois_adjective	cartaginès_adjective
écervelé_adjective	forassenyat_adjective
lexi_propernoun	lexi_propernoun
montaño_propernoun	montaño_propernoun
albarral_propernoun	albarral_propernoun
aéroscope_noun	aeroscopi_noun
infraction_noun	infracció_noun
les-alpes-scandinaves_propernoun	els-alps-escandinaus_propernoun
cadotte_propernoun	cadotte_propernoun
taurin_adjective	taurí_adjective
début_noun	principi_noun
déraciné_adjective	desarrelat_adjective
albert_propernoun	albert_propernoun
triado_propernoun	triado_propernoun
ribadesella_propernoun	ribadesella_propernoun
cyberterroriste_adjective	ciberterrorista_adjective
monter_verb	muntar_verb
oiseau_noun	au_noun
contorsion_noun	contorsió_noun
striction_noun	estricció_noun
détracteur_adjective	detractor_adjective
potier_noun	ceramista_noun
rade_noun	rada_noun
êta_noun	eta_noun
yang-tsé-kiang_propernoun	iang-tsé_propernoun
callaghan_propernoun	callaghan_propernoun
apoferritine_noun	apoferritina_noun
caiza_propernoun	caiza_propernoun
colorer_verb	acolorar_verb
cisa_propernoun	cisa_propernoun
rehel_propernoun	rehel_propernoun
arnaldo_propernoun	arnaldo_propernoun
domingue_propernoun	domingue_propernoun
dédommager_verb	indemnitzar_verb
pomper_verb	aspirar_verb
araceli_propernoun	araceli_propernoun
clou_noun	clau_noun
imprécis_adjective	imprecís_adjective
spectroscope_noun	espectroscopi_noun
lagunaire_adjective	albuferenc_adjective
synonyme_adjective	sinònim_adjective
gaudet_propernoun	gaudet_propernoun
globine_noun	globina_noun
piano_noun	piano_noun
pan_propernoun	pan_propernoun
criminologue_noun	criminòleg_noun
phytosanitaire_adjective	fitosanitari_adjective
burton_propernoun	burton_propernoun
testimonialement_adverb	testimonialment_adverb
alcoomètre_noun	alcoholímetre_noun
remon_propernoun	remon_propernoun
collégialement_adverb	col·legialment_adverb
ubuntu_propernoun	ubuntu_propernoun
alpiniste_noun	alpinista_noun
val_propernoun	val_propernoun
déshydraté_adjective	deshidratat_adjective
petel_propernoun	petel_propernoun
tirant-lo-blanc_propernoun	tirant-lo-blanc_propernoun
couperin_propernoun	couperin_propernoun
maximum_noun	màxim_noun
barsalou_propernoun	barsalou_propernoun
marquina_propernoun	marquina_propernoun
matteo_propernoun	matteo_propernoun
paroxystique_adjective	paroxístic_adjective
morue_noun	bacallà_noun
calm_propernoun	calm_propernoun
orteu_propernoun	orteu_propernoun
anallergique_adjective	anal·lèrgic_adjective
mobilisation_noun	mobilització_noun
débardeur_noun	samarreta-sense-mànigues_noun
monells_propernoun	monells_propernoun
habiter_verb	habitar_verb
androstérone_noun	androsterona_noun
krauss_propernoun	krauss_propernoun
giosetta_propernoun	giosetta_propernoun
titiste_adjective	titista_adjective
blanes_propernoun	blanes_propernoun
loureiro_propernoun	loureiro_propernoun
héloïse_propernoun	héloïse_propernoun
aliénant_adjective	alienant_adjective
andrei_propernoun	andrei_propernoun
nazarena_propernoun	nazarena_propernoun
inanité_noun	inanitat_noun
disjoindre_verb	separar_verb
mofatto_propernoun	mofatto_propernoun
phoniatrie_noun	foniatria_noun
valentim_propernoun	valentim_propernoun
shoemaker_propernoun	shoemaker_propernoun
rapporteur_noun	relator_noun
majuscule_adjective	majúscul_adjective
banyeres-del-penedès_propernoun	banyeres-del-penedès_propernoun
cendreux_adjective	cendrós_adjective
vigny_propernoun	vigny_propernoun
samouraï_noun	samurai_noun
tir_noun	xut_noun
petipa_propernoun	petipa_propernoun
perpétrer_verb	perpetrar_verb
dédicace_noun	dedicatòria_noun
puceron_noun	pugó_noun
câlinenie_noun	moixaina_noun
d'adda_propernoun	d'adda_propernoun
invocation_noun	invocació_noun
aéromancie_noun	aeromància_noun
secrétaire_noun	secretari_noun
radiodétection_noun	radiodetecció_noun
tétravalent_adjective	tetravalent_adjective
proclamer_verb	proclamar_verb
prince-électeur_noun	príncep-elector_noun
rayure_noun	ratlla_noun
désaffecter_verb	desafectar_verb
schäuble_propernoun	schäuble_propernoun
cefalia_propernoun	cefalia_propernoun
phénotype_noun	fenotip_noun
de-oliveira_propernoun	de-oliveira_propernoun
demain-après-midi_adverb	demà-a-la-tarda_adverb
said_propernoun	said_propernoun
comportementaliste_adjective	conductista_adjective
station-thermale_noun	balneari_noun
bleu_noun	blau_noun
raúl_propernoun	raúl_propernoun
distancer_verb	distanciar_verb
va-et-vient_noun	estira-i-arronsa_noun
marceline_propernoun	marceline_propernoun
senior_noun	sènior_noun
macadoo_propernoun	macadoo_propernoun
estime_noun	estima_noun
aventurine_noun	aventurina_noun
bas_noun	mitges_noun
antonin_propernoun	antonin_propernoun
rempiler_verb	prorrogar_verb
aérer_verb	airejar_verb
quichotte_propernoun	quixot_propernoun
moneo_propernoun	moneo_propernoun
coxal_adjective	coxal_adjective
gougeon_propernoun	gougeon_propernoun
munné_propernoun	munné_propernoun
victorio_propernoun	victorio_propernoun
bacigalupi_propernoun	bacigalupi_propernoun
altidor_propernoun	altidor_propernoun
signer_verb	firmar_verb
chasseur_noun	caçador_noun
récession_noun	recessió_noun
saxophone_noun	saxofon_noun
souvenir_verb	recordar_verb
calviniste_adjective	calvinista_adjective
ebner_propernoun	ebner_propernoun
langlais_propernoun	langlais_propernoun
épizootique_adjective	epizoòtic_adjective
goûter_noun	berenar_noun
burgess_propernoun	burgess_propernoun
avance_noun	avanç_noun
montcada-i-reixac_propernoun	montcada-i-reixac_propernoun
mao_propernoun	mao_propernoun
nivo-pluvial_adjective	nivopluvial_adjective
quillen_propernoun	quillen_propernoun
volontairement_adverb	voluntàriament_adverb
clop_propernoun	clop_propernoun
déclore_verb	descloure_verb
andorre_propernoun	andorra_propernoun
significatif_adjective	significatiu_adjective
quantification_noun	quantificació_noun
cupido_propernoun	cupido_propernoun
jean-loup_propernoun	jean-loup_propernoun
bifteck-haché_noun	hamburguesa_noun
frias_propernoun	frias_propernoun
sous-entendu_noun	indirecta_noun
déshydrogénation_noun	deshidrogenació_noun
vaucluse_propernoun	valclusa_propernoun
liñán_propernoun	liñán_propernoun
saponification_noun	saponificació_noun
masquage_noun	emmascarament_noun
giada_propernoun	giada_propernoun
blasinda_propernoun	blasinda_propernoun
gluconique_adjective	glucònic_adjective
dyspnéique_noun	dispneic_noun
discrépance_noun	discrepància_noun
interview_noun	entrevista_noun
martin_propernoun	martí_propernoun
irakien_adjective	iraquià_adjective
réprobation_noun	reprovació_noun
martinez_propernoun	martinez_propernoun
exactitude_noun	exactitud_noun
rosa_propernoun	rosa_propernoun
reconnaissance_noun	reconeixement_noun
mésentérique_adjective	mesentèric_adjective
salàs-de-pallars_propernoun	salàs-de-pallars_propernoun
ravageur_adjective	devastador_adjective
stamford_propernoun	stamford_propernoun
dànae_propernoun	dànae_propernoun
débuter_verb	debutar_verb
ròc_propernoun	ròc_propernoun
binaire_adjective	binari_adjective
mariscal-de-gante_propernoun	mariscal-de-gante_propernoun
souveraineté_noun	sobirania_noun
négligent_noun	negligent_noun
senz_propernoun	senz_propernoun
collaborationnisme_noun	col·laboracionisme_noun
cofrentes_propernoun	cofrentes_propernoun
collecteur_noun	captador_noun
attribution_noun	atribució_noun
benassi_propernoun	benassi_propernoun
la-vall-de-bianya_propernoun	la-vall-de-bianya_propernoun
jacqueline_propernoun	jacqueline_propernoun
trentin_propernoun	trentin_propernoun
deysi_propernoun	deysi_propernoun
malory_propernoun	malory_propernoun
marcelle_propernoun	marcelle_propernoun
solvolyse_noun	solvòlisi_noun
essor_noun	impuls_noun
real-saragosse_propernoun	reial-saragossa_propernoun
excepter_verb	exceptuar_verb
à-mort_adverb	a-mort_adverb
manichéisme_noun	maniqueisme_noun
khadija_propernoun	khadija_propernoun
cerone_propernoun	cerone_propernoun
réseau_noun	entramat_noun
vescovali_propernoun	vescovali_propernoun
triomphe_noun	triomf_noun
virma_propernoun	virma_propernoun
perdomo_propernoun	perdomo_propernoun
rouverture_noun	reobertura_noun
mathis_propernoun	mathis_propernoun
chandrasekhar_propernoun	chandrasekhar_propernoun
méningocoque_noun	meningococ_noun
quagliariello_propernoun	quagliariello_propernoun
alarme_noun	alarma_noun
vartan_propernoun	vartan_propernoun
torazzi_propernoun	torazzi_propernoun
von-däniken_propernoun	von-däniken_propernoun
voire_adverb	fins-i-tot_adverb
cocaïnomanie_noun	cocaïnomania_noun
lozada_propernoun	lozada_propernoun
revenir_verb	retornar_verb
santeria_noun	santeria_noun
careli_propernoun	careli_propernoun
les-oluges_propernoun	les-oluges_propernoun
wilson_propernoun	wilson_propernoun
pizzimbone_propernoun	pizzimbone_propernoun
plagiat_noun	plagi_noun
descartes_propernoun	descartes_propernoun
montserrat_propernoun	montserrat_propernoun
noix-de-coco_noun	coco_noun
surveillance-continue_noun	vigilància-intensiva_noun
interlocution_noun	interlocució_noun
houghton_propernoun	houghton_propernoun
dépayser_verb	fer-canviar-d'ambient_verb
scribe_noun	amanuense_noun
adverbialiser_verb	adverbialitzar_verb
obtenir_verb	obtenir_verb
alvéolé_adjective	alveolat_adjective
țăranu_propernoun	țăranu_propernoun
explorateur_adjective	explorador_adjective
benigembla_propernoun	benigembla_propernoun
cuccia_propernoun	cuccia_propernoun
roue_noun	roda_noun
seychelles_propernoun	seychelles_propernoun
hydrothermal_adjective	hidrotermal_adjective
impulsion_noun	embranzida_noun
larme_noun	llàgrima_noun
robotique_noun	robòtica_noun
von-schlieffen_propernoun	von-schlieffen_propernoun
translitérer_verb	transliterar_verb
effarer_verb	esparverar_verb
roselle_propernoun	roselle_propernoun
santiago_propernoun	santiago_propernoun
san-segundo_propernoun	san-segundo_propernoun
hendaye_propernoun	hendaia_propernoun
harmoniquement_adverb	harmònicament_adverb
distension_noun	distensió_noun
mouvoir_verb	bellugar_verb
souchet_noun	xufa_noun
en-septembre_adverb	al-setembre_adverb
porcar_propernoun	porcar_propernoun
zurinaga_propernoun	zurinaga_propernoun
anti-conformisme_noun	inconformisme_noun
runge_propernoun	runge_propernoun
pallaro_propernoun	pallaro_propernoun
conciliable_adjective	conciliable_adjective
préislamique_adjective	preislàmic_adjective
nahiara_propernoun	nahiara_propernoun
professionnalisme_noun	professionalisme_noun
divertissant_adjective	divertit_adjective
pièce-à-conviction_noun	prova_noun
bourgault_propernoun	bourgault_propernoun
honduras_propernoun	hondures_propernoun
cortadellas_propernoun	cortadellas_propernoun
palier_noun	replà_noun
avérer_verb	adverar_verb
gibbsite_noun	gibbsita_noun
archi_propernoun	archi_propernoun
adjuration_noun	adjuració_noun
amigaos_propernoun	amigaos_propernoun
taxon_noun	taxó_noun
potočnik_propernoun	potočnik_propernoun
penseur_adjective	pensador_adjective
andreo_propernoun	andreo_propernoun
d'une-certaine-façon_adverb	d'alguna-manera_adverb
molist_propernoun	molist_propernoun
la-volga_propernoun	el-volga_propernoun
urbanisme_noun	urbanisme_noun
davó_propernoun	davó_propernoun
barsetti_propernoun	barsetti_propernoun
acétique_adjective	acètic_adjective
italo-américain_adjective	italoamericà_adjective
montaperto_propernoun	montaperto_propernoun
par_preposition	per-part-de_preposition
diana_propernoun	diana_propernoun
bactéroïde_noun	bacteroide_noun
barbier_noun	barber_noun
tarí_propernoun	tarí_propernoun
ivoire_noun	ivori_noun
naturaliste_adjective	naturalista_adjective
laborda_propernoun	laborda_propernoun
röntgenium_noun	röntgeni_noun
avoir-beaucoup-de-bol_verb	tenir-molta-llet_verb
pili_propernoun	pili_propernoun
alger_propernoun	alger_propernoun
hors-pair_adjective	sense-igual_adjective
dave_propernoun	dave_propernoun
retentissement_noun	ressonància_noun
hétérodiégétique_adjective	heterodiegètic_adjective
linceul_noun	mortalla_noun
gambescia_propernoun	gambescia_propernoun
symétrie_noun	simetria_noun
besoin_noun	menester_noun
brusque_adjective	abrupte_adjective
efta_noun	efta_noun
scarpetti_propernoun	scarpetti_propernoun
corner_noun	sacada-de-córner_noun
karlee_propernoun	karlee_propernoun
hilarant_adjective	hilarant_adjective
stefani_propernoun	stefani_propernoun
moustache_noun	bigoti_noun
argentifère_adjective	argentífer_adjective
dans_preposition	a_preposition
productivité_noun	productivitat_noun
premià-de-mar_propernoun	premià-de-mar_propernoun
intervocalique_adjective	intervocàlic_adjective
purpurin_adjective	purpurí_adjective
viie_adjective	vii_adjective
indissolubilité_noun	indissolubilitat_noun
navaratnam_propernoun	navaratnam_propernoun
politico-religieux_adjective	politicoreligiós_adjective
kaila_propernoun	kaila_propernoun
abattement_noun	abatiment_noun
enriqueta_propernoun	enriqueta_propernoun
hypogastrique_adjective	hipogàstric_adjective
belia_propernoun	belia_propernoun
molinos_propernoun	molinos_propernoun
tentative_noun	temptativa_noun
llimiana_propernoun	llimiana_propernoun
baudilia_propernoun	baudilia_propernoun
intangibilité_noun	intangibilitat_noun
segmental_adjective	segmental_adjective
ronchi_propernoun	ronchi_propernoun
altobello_propernoun	altobello_propernoun
nery_propernoun	nery_propernoun
marangoni_propernoun	marangoni_propernoun
fluorure_noun	fluorur_noun
paita_propernoun	paita_propernoun
pen_propernoun	pen_propernoun
scarabée_noun	escarabat_noun
exportable_adjective	exportable_adjective
protestation_noun	protesta_noun
lublin_propernoun	lublin_propernoun
lizotte_propernoun	lizotte_propernoun
destructeur_noun	destructor_noun
humidification_noun	humidificació_noun
nématicide_noun	nematicida_noun
noddy_propernoun	noddy_propernoun
anxieux_adjective	seriós_adjective
frappant_adjective	impactant_adjective
sisley_propernoun	sisley_propernoun
balaguer_propernoun	balaguer_propernoun
royuela_propernoun	royuela_propernoun
lubriquement_adverb	lúbricament_adverb
connétable_noun	conestable_noun
brabant_noun	brabant_noun
caler_verb	falcar_verb
phoenix_propernoun	phoenix_propernoun
annexion_noun	annexió_noun
raja_propernoun	raja_propernoun
à-l'intérieur_adverb	a-l'interior_adverb
rendre-folles_verb	embogir_verb
mas-ferrà_propernoun	mas-ferrà_propernoun
superstitieusement_adverb	supersticiosament_adverb
approches_noun	proximitat_noun
curzi_propernoun	curzi_propernoun
révolter_verb	amotinar_verb
tirailler_verb	estirar_verb
la-llosa-de-ranes_propernoun	la-llosa-de-ranes_propernoun
poissonnerie_noun	peixateria_noun
le-drian_propernoun	le-drian_propernoun
zanettin_propernoun	zanettin_propernoun
piéger_verb	atrapar_verb
geôlier_noun	escarceller_noun
prétexter_verb	pretextar_verb
cour-de-récréation_noun	pati_noun
bahaï_noun	bahaista_noun
pencher_verb	inclinar_verb
sarti_propernoun	sarti_propernoun
perçant_adjective	agut_adjective
mémoriser_verb	memoritzar_verb
ainalik_propernoun	ainalik_propernoun
signaler_verb	senyalar_verb
croxen_propernoun	croxen_propernoun
argumenter_verb	argumentar_verb
d'invasion_adjective	invasor_adjective
duper_verb	enganyar_verb
testostérone_noun	testosterona_noun
bèllòc_propernoun	bèllòc_propernoun
antihydrogène_noun	antihidrogen_noun
provisoire_adjective	provisional_adjective
selznick_propernoun	selznick_propernoun
sismothérapie_noun	sismoteràpia_noun
farners_propernoun	farners_propernoun
mulas_propernoun	mulas_propernoun
patelmo_propernoun	patelmo_propernoun
valdo_propernoun	valdo_propernoun
formicant_adjective	formicant_adjective
franz_propernoun	franz_propernoun
centorrino_propernoun	centorrino_propernoun
ferris_propernoun	ferris_propernoun
dior_propernoun	dior_propernoun
fitch_propernoun	fitch_propernoun
colloïde_adjective	col·loide_adjective
rétractable_adjective	retractable_adjective
impatiemment_adverb	impacientment_adverb
antella_propernoun	antella_propernoun
malchanceusement_adverb	desafortunadament_adverb
desfossés_propernoun	desfossés_propernoun
narcotine_noun	narcotina_noun
bon_adjective	bondadós_adjective
bejarano_propernoun	bejarano_propernoun
puppato_propernoun	puppato_propernoun
bitta_propernoun	bitta_propernoun
incessamment_adverb	incessantment_adverb
rejoindre_verb	trobar_verb
gollain_propernoun	gollain_propernoun
fracture_noun	fractura_noun
mozart_propernoun	mozart_propernoun
programmer_verb	programar_verb
méduse_propernoun	medusa_propernoun
citrique_adjective	cítric_adjective
hiérarchique_adjective	jeràrquic_adjective
néanmoins_adverb	tanmateix_adverb
segu_propernoun	segu_propernoun
illégal_adjective	il·legal_adjective
occitan_adjective	occità_adjective
hassium_noun	hassi_noun
amérique-du-sud_propernoun	sud-amèrica_propernoun
social-démocrate_adjective	socialdemòcrata_adjective
costiniu_propernoun	costiniu_propernoun
gariépy_propernoun	gariépy_propernoun
altemir_propernoun	altemir_propernoun
redován_propernoun	redován_propernoun
calcaire_noun	calcària_noun
campari_propernoun	campari_propernoun
baller_verb	ballar_verb
syndic_noun	síndic_noun
lopera_propernoun	lopera_propernoun
inexigible_adjective	inexigible_adjective
trigramme_noun	trigrama_noun
rufo_propernoun	rufo_propernoun
les-planes-d'hostoles_propernoun	les-planes-d'hostoles_propernoun
guichard_propernoun	guichard_propernoun
fiammetta_propernoun	fiammetta_propernoun
toujours-pas_adverb	encara_adverb
alberte_propernoun	alberte_propernoun
glacialement_adverb	glacialment_adverb
voyant_noun	vident_noun
polluer_verb	pol·luir_verb
libicki_propernoun	libicki_propernoun
niza_propernoun	niza_propernoun
dedans_adverb	a-dins_adverb
chevaler_verb	apuntalar_verb
déconstruction_noun	desconstrucció_noun
conséquence_noun	resulta_noun
carlyle_propernoun	carlyle_propernoun
figols_propernoun	figols_propernoun
sainte-trinité_propernoun	santíssima-trinitat_propernoun
monnayer_verb	adinerar_verb
manchester_propernoun	manchester_propernoun
despotisme_noun	despotisme_noun
bergaretxe_propernoun	bergaretxe_propernoun
sandburg_propernoun	sandburg_propernoun
peiner_verb	penar_verb
frappe_noun	toc_noun
convoyeur_noun	cinta-transportadora_noun
resina_propernoun	resina_propernoun
greer_propernoun	greer_propernoun
morphématique_adjective	morfemàtic_adjective
xaló_propernoun	xaló_propernoun
abboud_propernoun	abboud_propernoun
économiquement_adverb	econòmicament_adverb
externe_noun	extern_noun
menuet_noun	minuet_noun
