proprietário_noun	propietario_noun
executável_adjective	ejecutable_adjective
exportável_adjective	exportable_adjective
imobiliário_adjective	inmobiliario_adjective
ferrão_noun	aguijón_noun
generalização_noun	generalización_noun
baixo-relevo_noun	cincelado_noun
nostalgicamente_adverb	nostálgicamente_adverb
ceptro_noun	cetro_noun
endereçar_verb	enderezar_verb
doutrina_noun	doctrina_noun
messi_propernoun	messi_propernoun
praticamente_adverb	prácticamente_adverb
letreiro_noun	letrero_noun
terapeuticamente_adverb	terapéuticamente_adverb
construtivo_adjective	constructivo_adjective
romanticamente_adverb	románticamente_adverb
tampa_noun	tapón_noun
vía-de-las-dos-castillas_propernoun	vía-de-las-dos-castillas_propernoun
encurtar_verb	acortar_verb
topar_verb	topar_verb
chicote_noun	látigo_noun
subestação_noun	subestación_noun
lematização_noun	lematización_noun
deflexão_noun	deflexión_noun
essencialmente_adverb	esencialmente_adverb
cálice_noun	cáliz_noun
miley-cyrus_propernoun	miley-cyrus_propernoun
empregar_verb	emplear_verb
tulipa_noun	tulipán_noun
complicação_noun	complicación_noun
navio_noun	navío_noun
revolucionar_verb	revolucionar_verb
satisfatório_adjective	satisfactorio_adjective
caixa_noun	caja_noun
bochecha_noun	mejilla_noun
preceito_noun	precepto_noun
oxidação_noun	oxidación_noun
liedson_propernoun	liedson_propernoun
porquanto_subordinatingconjunction	por-cuanto_subordinatingconjunction
pré-catalogado_adjective	precatalogado_adjective
em-troca-de_preposition	en-pago-de_preposition
processar_verb	expedientar_verb
chamar_verb	tildar_verb
turquia_propernoun	turquía_propernoun
rpm_noun	rpm_noun
pg_noun	pp_noun
tática_noun	táctica_noun
amortização_noun	amortización_noun
imitação_noun	imitación_noun
troçar_verb	mofar_verb
gerar_verb	generar_verb
bristol_propernoun	bristol_propernoun
incalculavelmente_adverb	incalculablemente_adverb
grávido_adjective	preñado_adjective
guerrilheiro_noun	guerrillero_noun
desta-vez_adverb	esta-vez_adverb
ao-arredor_adverb	en-derredor_adverb
tutor_noun	tutor_noun
reforçar_verb	reforzar_verb
inocência_noun	inocencia_noun
quarto_adjective	cuarto_adjective
investir_verb	invertir_verb
produto-interno-bruto_noun	producto-interior-bruto_noun
pulsação_noun	pulsación_noun
aquecimento-por-chão-radiante_noun	calefacción-por-suelo-radiante_noun
trinidad_propernoun	trinidad_propernoun
ponderação_noun	ponderación_noun
impulsão_noun	impulsión_noun
linguístico_adjective	lingüístico_adjective
delimitação_noun	delimitación_noun
cpr_propernoun	cpr_propernoun
vinha_noun	viña_noun
imprensa_noun	prensa_noun
lonely-planet_propernoun	lonely-planet_propernoun
sicília_propernoun	sicilia_propernoun
quadrante_noun	cuadrante_noun
potabilizador_adjective	potabilizador_adjective
bilhão_noun	mil-millones_noun
medeiros_propernoun	medeiros_propernoun
conciliação_noun	conciliación_noun
ssl_propernoun	ssl_propernoun
freio-a-disco_noun	freno-de-disco_noun
funcionalidade_noun	funcionalidad_noun
detectavelmente_adverb	detectablemente_adverb
irreconhecível_adjective	irreconocible_adjective
aerogerador_noun	aerogenerador_noun
esportivamente_adverb	deportivamente_adverb
rio_noun	río_noun
expressivamente_adverb	expresivamente_adverb
parasita_noun	parásito_noun
ouro_noun	oro_noun
iraniano_noun	iraní_noun
apontar_verb	apuntar_verb
ensaio_noun	ensayo_noun
artigo_noun	artículo_noun
doçura_noun	dulzura_noun
cumprimento_noun	cumplimiento_noun
produtivo_adjective	productivo_adjective
horácio_propernoun	horácio_propernoun
iminentemente_adverb	inminentemente_adverb
subtileza_noun	sutileza_noun
crime_noun	crimen_noun
algum_determiner	alguno_determiner
insurgir_verb	sublevar_verb
luxuoso_adjective	lujoso_adjective
biograficamente_adverb	biográficamente_adverb
falência_noun	falencia_noun
gênio_noun	genio_noun
inactivo_adjective	inactivo_adjective
gradiente_noun	gradiente_noun
dobra_noun	pliegue_noun
barros_propernoun	barros_propernoun
tremer_verb	temblar_verb
usina_noun	fábrica_noun
deslocamento_noun	desplazamiento_noun
labor_noun	labor_noun
vice-ministro_noun	viceministro_noun
anúncio_noun	anuncio_noun
exercer_verb	ejercer_verb
descendente_adjective	descendiente_adjective
assalto_noun	asalto_noun
ruim-demais_adverb	muy-malo_adverb
estrela_noun	estrella_noun
inexorável_adjective	inexorable_adjective
mascarado_adjective	enmascarado_adjective
soldadura_noun	soldadura_noun
resmungonamente_adverb	gruñonamente_adverb
amplamente_adverb	ampliamente_adverb
relação_noun	relación_noun
aperfeiçoar_verb	perfeccionar_verb
reduzir_verb	reducir_verb
isotrópico_adjective	isotrópico_adjective
cardíaco_adjective	cardiaco_adjective
marisa_propernoun	marisa_propernoun
como-prova-de_preposition	en-prenda-de_preposition
jugoslávia_propernoun	yugoslavia_propernoun
j_noun	j_noun
bergued_propernoun	bergued_propernoun
benfeitor_noun	benefactor_noun
na-praça_adverb	en-la-plaza_adverb
insensivelmente_adverb	insensiblemente_adverb
decompor_verb	descomponer_verb
no-meio_adverb	enmedio_adverb
pré_adjective	pre_adjective
panfleto_noun	panfleto_noun
alicerce_noun	cimiento_noun
subestimar_verb	subestimar_verb
auditor_noun	auditor_noun
simplificar_verb	simplificar_verb
cinza_noun	ceniza_noun
vulcanicamente_adverb	volcánicamente_adverb
aprisionar_verb	aprisionar_verb
distinção_noun	distinción_noun
polonês_adjective	polaco_adjective
oscilação_noun	oscilación_noun
de-jeito-nenhum_subordinatingconjunction	de-ninguna-manera_subordinatingconjunction
repressão_noun	represión_noun
bê_noun	be_noun
de-uma-hora-para-outra_subordinatingconjunction	de-un-momento-a-otro_subordinatingconjunction
celebremente_adverb	célebremente_adverb
nono_adjective	noveno_adjective
extensão_noun	extensión_noun
meredith_propernoun	meredith_propernoun
tanzânia_propernoun	tanzania_propernoun
muito-fácil_adverb	coser-y-cantar_adverb
júnior_propernoun	júnior_propernoun
gelo_noun	hielo_noun
desemprego_noun	desempleo_noun
regozijo_noun	regocijo_noun
bico_noun	pico_noun
cuequinha_noun	braguita_noun
identificador_noun	identificador_noun
manobra_noun	maniobra_noun
emoção_noun	emoción_noun
a-tragos_adverb	a-sorbos_adverb
tactilmente_adverb	táctilmente_adverb
estress_noun	estress_noun
francino_propernoun	francino_propernoun
ganadeiro_noun	ganadero_noun
ulrich_propernoun	ulrich_propernoun
lingerie_noun	lencería_noun
heterogeneidade_noun	heterogeneidad_noun
grade_noun	verja_noun
vinculante_adjective	vinculante_adjective
contraposição_noun	contraposición_noun
tempestade_noun	tempestad_noun
ardente_adjective	ardiente_adjective
pelo-menos_subordinatingconjunction	por-lo-menos_subordinatingconjunction
refração_noun	refracción_noun
alfanumérico_adjective	alfanumérico_adjective
fed_propernoun	fed_propernoun
diferenciar_verb	diferenciar_verb
parlamentar_noun	parlamentario_noun
torcida_noun	hinchada_noun
atuar_verb	actuar_verb
impositivo_adjective	impositivo_adjective
oxalá_interjection	ojalá_interjection
plurianual_adjective	plurianual_adjective
optimista_adjective	optimista_adjective
subsídio_noun	subsidio_noun
sobreposição_noun	calco_noun
enfatizar_verb	matizar_verb
pseudoestilo_noun	seudoestilo_noun
rowling_propernoun	rowling_propernoun
tradução_noun	traducción_noun
sem-igual_adverb	sin-par_adverb
cerqueira_propernoun	cerqueira_propernoun
ecumênico_adjective	ecuménico_adjective
envolvimento_noun	involucración_noun
imprimir_verb	imprimir_verb
ren_noun	ren_noun
caixa-multiplicadora_noun	multiplicadora_noun
disquete_noun	disquete_noun
relançar_verb	relanzar_verb
flange_noun	pestaña_noun
calpe_propernoun	calpe_propernoun
anomalamente_adverb	anómalamente_adverb
pirâmide_noun	pirámide_noun
reciclar_verb	reciclar_verb
brilhante_adjective	brillante_adjective
ciente_adjective	conocedor_adjective
amigavelmente_adverb	amigablemente_adverb
desagregação_noun	desagregación_noun
infografia_noun	infografía_noun
estrondosamente_adverb	estrepitosamente_adverb
igbm_noun	igbm_noun
guião_noun	guión_noun
concertação_noun	conciliación_noun
palácio_noun	palacio_noun
guardião_noun	guardián_noun
solicitação_noun	solicitud_noun
disfarce_noun	disfraz_noun
danificar_verb	damnificar_verb
no-que-diz-respeito-a_preposition	en-lo-que-concierne-a_preposition
desativar_verb	desactivar_verb
inscrever_verb	inscribir_verb
apple_propernoun	apple_propernoun
pgr_propernoun	pgr_propernoun
haver_verb	haber_verb
hemisfério_noun	hemisferio_noun
financiamento_noun	financiamiento_noun
dirigente_adjective	gobernante_adjective
prisão_noun	prisión_noun
fome_noun	hambre_noun
ibgc_propernoun	ibgc_propernoun
empresariado_noun	empresariado_noun
segredo_noun	secreto_noun
compacto_adjective	compacto_adjective
opinar_verb	dictaminar_verb
engenheiro_noun	ingeniero_noun
cascaishopping_propernoun	cascaishopping_propernoun
sonae_propernoun	sonae_propernoun
aefa_propernoun	aefa_propernoun
aonde_adverb	adónde_adverb
atractivo_noun	atractivo_noun
guiné_propernoun	guinea_propernoun
deitar_verb	acostar_verb
atlanticamente_adverb	atlánticamente_adverb
fcp_propernoun	fcp_propernoun
nani_propernoun	nani_propernoun
atleticamente_adverb	atléticamente_adverb
disciplinar_adjective	disciplinar_adjective
condicionamento_noun	condicionamiento_noun
portanto_subordinatingconjunction	por-consiguiente_subordinatingconjunction
avulsamente_adverb	sueltamente_adverb
efetivamente_adverb	efectivamente_adverb
retângulo_noun	rectángulo_noun
observância_noun	observancia_noun
koweit_propernoun	kuwait_propernoun
galiza_propernoun	galicia_propernoun
quinzenalmente_adverb	quincenalmente_adverb
confessar_verb	confesar_verb
mestre_adjective	maestro_adjective
sustentabilidade_noun	sostenibilidad_noun
ao-que-parece_subordinatingconjunction	al-parecer_subordinatingconjunction
forcarnera_propernoun	forcarnera_propernoun
rangel_propernoun	rangel_propernoun
colombo_propernoun	colombo_propernoun
assentamento_noun	asentamiento_noun
corno_noun	cuerno_noun
liquidar_verb	liquidar_verb
satisfatoriamente_adverb	satisfactoriamente_adverb
incorretamente_adverb	incorrectamente_adverb
actualidade_noun	actualidad_noun
sensibilização_noun	sensibilización_noun
precariedade_noun	precariedad_noun
saudavelmente_adverb	saludablemente_adverb
irromper_verb	irrumpir_verb
rastreamento_noun	rastreo_noun
prévio_adjective	previo_adjective
trihalometano_noun	trihalometano_noun
linha-de-base_noun	línea-base_noun
kimmel_propernoun	kimmel_propernoun
focar_verb	enfocar_verb
penalizar_verb	penalizar_verb
fotojornalismo_noun	fotoperiodismo_noun
como_adverb	como_adverb
medrosamente_adverb	miedosamente_adverb
focco_propernoun	focco_propernoun
vodafone_propernoun	vodafone_propernoun
ineditamente_adverb	inéditamente_adverb
louco_adjective	loco_adjective
jornalisticamente_adverb	periodísticamente_adverb
hipocloroso_adjective	hipocloroso_adjective
pilha_noun	pila_noun
trocar_verb	canjear_verb
demasiadamente_adverb	demasiado_adverb
guerreiro_noun	guerrero_noun
com-a-condição-de-que_subordinatingconjunction	con-tal-que_subordinatingconjunction
médio_adjective	mediano_adjective
cenografia_noun	escenografía_noun
com-frequência_adverb	a-menudo_adverb
transgênico_adjective	transgénico_adjective
juridicamente_adverb	jurídicamente_adverb
atum_noun	atún_noun
islândia_propernoun	islandia_propernoun
cadeira_noun	silla_noun
tutela_noun	tutela_noun
inventário_noun	inventario_noun
gargalhada_noun	carcajada_noun
macacão_noun	mono_noun
falhar_verb	fallar_verb
fritar_verb	freír_verb
combinar-com_verb	quedar-con_verb
borbulha_noun	burbuja_noun
irmão_noun	hermano_noun
estandardização_noun	estandarización_noun
sala_noun	sala_noun
famintamente_adverb	hambrientamente_adverb
lamentável_adjective	lamentable_adjective
translúcido_adjective	traslúcido_adjective
vôlei_noun	voleibol_noun
engolir_verb	tragar_verb
guardi_propernoun	guardi_propernoun
rendimento_noun	rendimiento_noun
renegociar_verb	renegociar_verb
orçamento_noun	presupuesto_noun
verdade_noun	verdad_noun
alfandegário_adjective	aduanero_adjective
carbono_noun	carbono_noun
subcomponente_noun	subcomponente_noun
masters_propernoun	masters_propernoun
perigosamente_adverb	peligrosamente_adverb
nicho_noun	nicho_noun
garantir_verb	garantizar_verb
peça_noun	pieza_noun
maio_noun	mayo_noun
baldiamente_adverb	baldíamente_adverb
fluxo_noun	flujo_noun
ingresso_noun	ingreso_noun
avarentamente_adverb	avaramente_adverb
notadamente_adverb	principalmente_adverb
acontecimento_noun	suceso_noun
primeiramente_adverb	de-entrada_adverb
indonésio_adjective	indonesio_adjective
coitado_adjective	desgraciado_adjective
enfeitar_verb	adornar_verb
macho_noun	macho_noun
cubicamente_adverb	cúbicamente_adverb
conduta_noun	conducta_noun
leque_noun	abanico_noun
missa_noun	misa_noun
condição_noun	condición_noun
edisport_propernoun	edisport_propernoun
cidadela_noun	ciudadela_noun
filme_noun	peli_noun
delegacia_noun	comisaría_noun
aeroporto_noun	aeropuerto_noun
logaritmo_noun	logaritmo_noun
mão_noun	mano_noun
enquanto_subordinatingconjunction	mientras-tanto_subordinatingconjunction
orquestrar_verb	orquestar_verb
isoárea_noun	isoárea_noun
imigração_noun	inmigración_noun
calcinar_verb	calcinar_verb
dimensional_adjective	dimensional_adjective
reabilitar_verb	rehabilitar_verb
pão_noun	pan_noun
de-antemão_adverb	de-antemano_adverb
valorizar_verb	valorar_verb
logo_subordinatingconjunction	luego_subordinatingconjunction
figo_noun	higo_noun
medicina_noun	medicina_noun
nickelodeon_propernoun	nickelodeon_propernoun
pixel_noun	píxel_noun
intosai_propernoun	intosai_propernoun
caminho_noun	sendero_noun
subitamente_adverb	súbitamente_adverb
irado_adjective	airado_adjective
aids_noun	sida_noun
no-máximo_adverb	a-lo-sumo_adverb
produto_noun	producto_noun
pó_noun	polvo_noun
dfe_propernoun	dfe_propernoun
retificação_noun	rectificación_noun
trabalhista_adjective	laboral_adjective
ansiedade_noun	ansiedad_noun
aflição_noun	aflicción_noun
ter-vontade-de_verb	tener-ganas-de_verb
aberto_adjective	abierto_adjective
delimitar_verb	delimitar_verb
godinho_propernoun	godinho_propernoun
qualificar_verb	tipificar_verb
expor_verb	exponer_verb
copiar_verb	copiar_verb
interrogadamente_adverb	encuestadamente_adverb
farmacêutico_adjective	farmacéutico_adjective
salgar_verb	salar_verb
l_noun	l_noun
gramatical_adverb	gramatical_adverb
revis_propernoun	revis_propernoun
cplp_propernoun	cplp_propernoun
tampa_noun	tapa_noun
sensatamente_adverb	cuerdamente_adverb
maltratar_verb	ajar_verb
efeito_noun	efecto_noun
extrator_noun	extractor_noun
evidencia_noun	evidencia_noun
floculado_adjective	floculado_adjective
luxemburguês_adjective	luxemburgués_adjective
pouco_adverb	poco_adverb
canalizar_verb	canalizar_verb
cumprimento_noun	saludo_noun
cirurgia_noun	cirugía_noun
custo_noun	coste_noun
autenticamente_adverb	auténticamente_adverb
juiz_noun	juez_noun
emagrecer_verb	adelgazar_verb
tomeu_propernoun	tomeu_propernoun
embalagem_noun	envase_noun
enganar_verb	engañar_verb
ramificação_noun	ramificación_noun
extração_noun	extracción_noun
mercosul_propernoun	mercosur_propernoun
auditar_verb	auditar_verb
basquetebol_noun	baloncesto_noun
alípio_propernoun	alípio_propernoun
faixa_noun	gama_noun
mentor_noun	mentor_noun
prazo_noun	plazo_noun
bilhete_noun	pasaje_noun
táctico_adjective	táctico_adjective
comercializador_noun	comercializador_noun
adeus_interjection	adiós_interjection
otimizar_verb	optimizar_verb
otimistamente_adverb	optimistamente_adverb
status_noun	estatus_noun
cá_noun	ka_noun
inatividade_noun	inactividad_noun
borboleta_noun	mariposa_noun
afetividade_noun	afectividad_noun
acção_noun	acción_noun
transcrição_noun	transcripción_noun
borges_propernoun	borges_propernoun
per_propernoun	per_propernoun
competência_noun	cualificación_noun
desempenhar_verb	desempeñar_verb
neurónio_noun	neurona_noun
caraíbas_propernoun	caribe_propernoun
recentemente_adverb	recientemente_adverb
desterro_noun	destierro_noun
progressão_noun	progresión_noun
esquerdista_adjective	izquierdista_adjective
marcação_noun	marcaje_noun
desconhecimento_noun	desconocimiento_noun
sanguíneo_adjective	sanguíneo_adjective
leão_noun	león_noun
lupa_noun	lupa_noun
meia-noite_adverb	media-noche_adverb
granular_adjective	granular_adjective
bidireccional_adjective	bidireccional_adjective
fechado_adjective	cerrado_adjective
obtenção_noun	obtención_noun
ugt_noun	ugt_noun
vislumbre_noun	atisbo_noun
villas_propernoun	villas_propernoun
revestimento_noun	revestimiento_noun
shopping-center_noun	centro-comercial_noun
apinhar_verb	apiñar_verb
suíça_propernoun	suiza_propernoun
gordon_propernoun	gordon_propernoun
desconto_noun	descuento_noun
colar_verb	pegar_verb
bem-longe_adverb	muy-lejos_adverb
sessão_noun	sesión_noun
rentavelmente_adverb	rentablemente_adverb
distorção_noun	distorción_noun
declinação_noun	declinación_noun
rouxinol_noun	ruiseñor_noun
valentia_noun	valentía_noun
ónus_noun	carga_noun
sabedoria_noun	sabiduría_noun
bissecção_noun	bisección_noun
galã_noun	galán_noun
beira_noun	riba_noun
atribuição_noun	atribución_noun
nocturno_adjective	nocturno_adjective
ctrl_propernoun	ctrl_propernoun
protecção_noun	protección_noun
sumiço_noun	desaparición_noun
entidade_noun	entidad_noun
império_noun	imperio_noun
calibre_noun	calibre_noun
grécia_propernoun	grecia_propernoun
aparência_noun	apariencia_noun
vértice_noun	vértice_noun
alergênico_adjective	alergénico_adjective
outubro_noun	octubre_noun
continental_adjective	continental_adjective
personalidade_noun	personalidad_noun
goulão_propernoun	goulão_propernoun
spielberg_propernoun	spielberg_propernoun
corrector_noun	corrector_noun
prestigiar_verb	prestigiar_verb
veneza_propernoun	venecia_propernoun
telefonar_verb	telefonear_verb
cara-ou-coroa_adverb	cara-o-cruz_adverb
maciamente_adverb	blandamente_adverb
seriedade_noun	seriedad_noun
campesinato_noun	campesinado_noun
zuckerberg_propernoun	zuckerberg_propernoun
sufixo_noun	sufijo_noun
listra_noun	raya_noun
necessário_adjective	necesario_adjective
reintegrar_verb	reintegrar_verb
episódio_noun	episodio_noun
cadeia_noun	cadena_noun
ultravioleta_adjective	ultravioleta_adjective
adopção_noun	adopción_noun
bandagem_noun	vendaje_noun
rubro_adjective	rubro_adjective
assessoria_noun	asesoría_noun
não-obstante_subordinatingconjunction	no-obstante_subordinatingconjunction
londrino_adjective	londinense_adjective
reutilização_noun	reutilización_noun
aniversário_noun	cumpleaños_noun
contribuição_noun	aportación_noun
pai_noun	padre_noun
contudo_coordinatingconjunction	pero_coordinatingconjunction
secretaria_noun	secretaría_noun
parapente_noun	parapente_noun
inteligência_noun	inteligencia_noun
hexágono_noun	hexágono_noun
vinculação_noun	vinculación_noun
ocorrer_verb	ocurrir_verb
cmc_propernoun	cmc_propernoun
conectividade_noun	conectividad_noun
battelle_propernoun	battelle_propernoun
roche_propernoun	roche_propernoun
contundente_adjective	contundente_adjective
incontrolavelmente_adverb	incontrolablemente_adverb
beijoqueiramente_adverb	besuconamente_adverb
oxigênio_noun	oxígeno_noun
homenagear_verb	homenajear_verb
desvio_noun	desvío_noun
projetar_verb	proyectar_verb
recorte_noun	recorte_noun
diabo_noun	diablo_noun
pessimista_noun	pesimista_noun
alimentar_adjective	alimentario_adjective
agüentar_verb	aguantar_verb
entretenimento_noun	entretenimiento_noun
subdiálogo_noun	subdiálogo_noun
calor_noun	calentura_noun
recorrente_adjective	recurrente_adjective
ventre_noun	vientre_noun
curvatura_noun	curvatura_noun
ascensão_noun	ascenso_noun
sobrevivência_noun	pervivencia_noun
determinante_adjective	determinante_adjective
fartura_noun	abundancia_noun
ontem-à-noite_adverb	anoche_adverb
charlestown_propernoun	charlestown_propernoun
sinusoidal_adjective	sinusoidal_adjective
telescópio_noun	telescopio_noun
pressionar_verb	presionar_verb
acender_verb	encender_verb
reembolso_noun	reembolso_noun
solson_propernoun	solson_propernoun
definição_noun	definición_noun
protetorado_noun	protectorado_noun
propositalmente_preposition	a-sabiendas_preposition
reforço_noun	refuerzo_noun
polímero_noun	polímero_noun
bancário_adjective	bancario_adjective
espontaneamente_adverb	espontáneamente_adverb
racional_adjective	racional_adjective
história_noun	historia_noun
em-forte-alta_adverb	fuertemente-al-alza_adverb
azedamente_adverb	agriamente_adverb
exclusividade_noun	singularidad_noun
vaia_noun	abucheo_noun
terciário_adjective	terciario_adjective
frankfurt_propernoun	fráncfort_propernoun
atp_noun	atp_noun
aquém_adverb	de-este-lado_adverb
daí_subordinatingconjunction	de-ahí_subordinatingconjunction
esvair_verb	desvanecer_verb
quanto-mais_subordinatingconjunction	mientras-más_subordinatingconjunction
geralmente_adverb	generalmente_adverb
algébrico_adjective	algebraico_adjective
multinacional_adjective	transnacional_adjective
drenagem_noun	drenaje_noun
agora_adverb	ahora_adverb
mafra_propernoun	mafra_propernoun
ainda_adverb	aun_adverb
submenu_noun	submenu_noun
honestidade_noun	honestidad_noun
por-um-fio_adverb	por-los-pelos_adverb
masmorra_noun	mazmorra_noun
transacional_adjective	transaccional_adjective
calefação_noun	calefacción_noun
unificação_noun	unificación_noun
contabilizar_verb	contabilizar_verb
porto_propernoun	oporto_propernoun
esgotar_verb	agotar_verb
fotograficamente_adverb	fotográficamente_adverb
renda_noun	renta_noun
aip_propernoun	aip_propernoun
protecionista_adjective	proteccionista_adjective
anulação_noun	anulación_noun
correção_noun	corrección_noun
viga_noun	vigueta_noun
horrível_adjective	horrible_adjective
indesculpavelmente_adverb	indesculpablemente_adverb
hierarquicamente_adverb	jerárquicamente_adverb
transversal_adjective	transversal_adjective
gasolina_noun	gasoil_noun
cação_noun	cazón_noun
calvície_noun	calvicie_noun
ângelo_propernoun	ângelo_propernoun
azaradamente_adverb	desdichadamente_adverb
viga_noun	viga_noun
convencional_adjective	convencional_adjective
responsabilidade_noun	responsabilidad_noun
monarquicamente_adverb	monárquicamente_adverb
arquivamento_noun	archivado_noun
quanto_adverb	cuánto_adverb
quanto_pronoun	cuánto_pronoun
quanto_interrogativepronoun	cuánto_interrogativepronoun
votação_noun	votación_noun
imortalidade_noun	inmortalidad_noun
com-exceção-de_preposition	con-la-salvedad-de_preposition
chuva_noun	lluvia_noun
translação_noun	traslación_noun
banir_verb	proscribir_verb
extrapolar_verb	extrapolar_verb
donzela_noun	doncella_noun
loucamente_adverb	locamente_adverb
nova-iorquino_adjective	neoyorquino_adjective
haiti_propernoun	haití_propernoun
esquerdamente_adverb	izquierdamente_adverb
bolha_noun	borbuja_noun
paródia_noun	parodia_noun
detetive_noun	detective_noun
sustentar_verb	sostener_verb
sui-generis_adverb	sui-generis_adverb
moscovo_propernoun	moscú_propernoun
carteira-de-motorista_noun	permiso-de-conducir_noun
chorar_verb	llorar_verb
encarte_noun	suplemento_noun
tolerância_noun	tolerancia_noun
sangüíneo_adjective	sanguíneo_adjective
você_pronoun	usted_pronoun
compactar_verb	comprimir_verb
salvaguarda_noun	salvaguarda_noun
helminte_noun	helminto_noun
teia-de-aranha_noun	telaraña_noun
encerramento_noun	cierre_noun
contrapor_verb	contraponer_verb
faf_propernoun	faf_propernoun
no-meio-de_preposition	en-mitad-de_preposition
desculpa_noun	disculpa_noun
cocktail_noun	cóctel_noun
ataque-de-cólera_adverb	arranque-de-cólera_adverb
fuzilar_verb	fusilar_verb
gémeo_noun	gemelo_noun
exercício_noun	ejercitación_noun
catolicamente_adverb	católicamente_adverb
secretária-eletrônica_noun	contestador_noun
recozido_adjective	recocido_adjective
desagradavelmente_adverb	desagradablemente_adverb
ginete_noun	jinete_noun
polêmico_adjective	polémico_adjective
modalidade_noun	modalidad_noun
distintivo_noun	distintivo_noun
singelo_adjective	sencillo_adjective
excessivo_adjective	excesivo_adjective
florestal_adjective	forestal_adjective
tripulação_noun	tripulación_noun
plasticidade_noun	plasticidad_noun
inevitável_adjective	ineludible_adjective
pioneiramente_adverb	pioneramente_adverb
minguar_verb	menguar_verb
poliesportivo_noun	polideportivo_noun
dinamizar_verb	dinamizar_verb
a-mais_adverb	de-más_adverb
longinquamente_adverb	lejanamente_adverb
ramadã_propernoun	ramadán_propernoun
arinsal_propernoun	arinsal_propernoun
senha_noun	seña_noun
coquetel_noun	coctel_noun
peñarroya_propernoun	peñarroya_propernoun
parapentista_noun	parapentista_noun
domicílio_noun	domicilio_noun
acreditar_verb	creer_verb
durabilidade_noun	durabilidad_noun
estrutura_noun	estructura_noun
desabafar_verb	desahogar_verb
memoravelmente_adverb	memorablemente_adverb
bolsa_noun	beca_noun
família_noun	familia_noun
infrutiferamente_adverb	infructuosamente_adverb
instrutivamente_adverb	instructivamente_adverb
coclear_adjective	coclear_adjective
muito_adverb	muy_adverb
revalorização_noun	revalorización_noun
sacrifício_noun	sacrificio_noun
spanair_propernoun	spanair_propernoun
exacto_adjective	exacto_adjective
em-longo-prazo_adverb	a-largo-plazo_adverb
revogar_verb	revocar_verb
pressionar_verb	agobiar_verb
desacreditar_verb	desacreditar_verb
procuradoria_noun	procuraduría_noun
socioeconômico_adjective	socioeconómico_adjective
em-ligeira-queda_adverb	ligeramente-a-la-baja_adverb
acompanhar_verb	acompañar_verb
e_coordinatingconjunction	y_coordinatingconjunction
conectado_adjective	conectado_adjective
fotografar_verb	fotografiar_verb
cumprimentar_verb	saludar_verb
wally_propernoun	wally_propernoun
eletricidade_noun	electricidad_noun
sinalizar_verb	señalizar_verb
deslocar_verb	desplazar_verb
importantíssimo_adjective	muy-importante_adjective
seleção_noun	selección_noun
baixo_noun	bajón_noun
afinal_adverb	finalmente_adverb
penalidade_noun	penalidad_noun
detalhar_verb	detallar_verb
consentimento_noun	consentimiento_noun
ditoso_adjective	dichoso_adjective
ptos_noun	ptos_noun
implicitamente_adverb	implícitamente_adverb
panamericano_adjective	panamericano_adjective
diante_adverb	delante_adverb
irrefutavelmente_adverb	irrefutablemente_adverb
colector_adjective	colector_adjective
medal_propernoun	medal_propernoun
balança_noun	balanza_noun
amnistia_noun	amnistía_noun
tommy-hilfiger_propernoun	tommy-hilfiger_propernoun
colégio_noun	colegio_noun
inexpugnavelmente_adverb	inexpugnablemente_adverb
democraticamente_adverb	democráticamente_adverb
quadrado_adjective	cuadrado_adjective
de-importância_adverb	de-peso_adverb
paciência_noun	paciencia_noun
infreqüente_adjective	infrecuente_adjective
azeitar_verb	aceitar_verb
amieiro_noun	aliso_noun
compativelmente_adverb	compatiblemente_adverb
lisboa_propernoun	lisboa_propernoun
autoalinhado_adjective	autoalineado_adjective
interromper_verb	interrumpir_verb
polpa_noun	pulpa_noun
adversário_adjective	adversario_adjective
estorvar_verb	estorbar_verb
pôr_verb	poner_verb
abertamente_adverb	abiertamente_adverb
sensivelmente_adverb	sensiblemente_adverb
pacificamente_adverb	pacíficamente_adverb
aluno_noun	alumno_noun
aconselhável_adjective	aconsejable_adjective
destrutivamente_adverb	destructivamente_adverb
euribor_propernoun	euribor_propernoun
ateu_noun	ateo_noun
tendo-em-vista_adverb	con-miras-a_adverb
orkut_propernoun	orkut_propernoun
emanuel_propernoun	emanuel_propernoun
alargar_verb	ensanchar_verb
lombardi_propernoun	lombardi_propernoun
qualidade_noun	cualidad_noun
atraentemente_adverb	atractivamente_adverb
antessala_noun	antesala_noun
parêntese_noun	paréntesis_noun
coordenação_noun	coordinación_noun
cenho_noun	ceño_noun
gerir_verb	gestionar_verb
pré-tensionado_adjective	pretensado_adjective
porco_noun	marrano_noun
equatoriano_noun	ecuatoriano_noun
analogamente_adverb	análogamente_adverb
porca_noun	tuerca_noun
órfão_noun	huérfano_noun
triangular_adjective	triangular_adjective
por-volta_adverb	alrededor_adverb
sms_propernoun	sms_propernoun
queixar_verb	quejar_verb
porta-voz_noun	vocero_noun
instrumentação_noun	instrumentación_noun
reparar_verb	notar_verb
aproximação_noun	acercamiento_noun
bordello_propernoun	bordello_propernoun
de-fora-para-dentro_adverb	de-fuera-a-adentro_adverb
xérox_noun	fotocopia_noun
rull_propernoun	rull_propernoun
cardiacamente_adverb	cardíacamente_adverb
voluntário_noun	voluntario_noun
