ilegitimamente_adverb	il·legítimament_adverb
chiuse_propernoun	chiuse_propernoun
chileno_adjective	xilè_adjective
honorável_adjective	honorable_adjective
excepcionalidade_noun	excepcionalitat_noun
grierson_propernoun	grierson_propernoun
maestrini_propernoun	maestrini_propernoun
alterador_adjective	alterador_adjective
palomas_propernoun	palomas_propernoun
carmargo_propernoun	carmargo_propernoun
memorável_adjective	memorable_adjective
papo_noun	xerrada_noun
sgobio_propernoun	sgobio_propernoun
falgás_propernoun	falgás_propernoun
olgiati_propernoun	olgiati_propernoun
boneco_noun	ninot_noun
cela_propernoun	cela_propernoun
la-nou-de-gaià_propernoun	la-nou-de-gaià_propernoun
emulsão_noun	emulsió_noun
riopel_propernoun	riopel_propernoun
emissário_noun	emissari_noun
reforçador_adjective	reforçador_adjective
fúnez_propernoun	fúnez_propernoun
potentado_noun	potentat_noun
filogénico_adjective	filogènic_adjective
fraile_propernoun	fraile_propernoun
giacomoni_propernoun	giacomoni_propernoun
lagardère_propernoun	lagardère_propernoun
proclítico_adjective	proclític_adjective
calì_propernoun	calì_propernoun
morricone_propernoun	morricone_propernoun
sadala_propernoun	sadala_propernoun
sessenta-e-sete_numeral	seixanta-set_numeral
nicolais_propernoun	nicolais_propernoun
apoderar_verb	apoderar_verb
geólogo_noun	geòleg_noun
weitz_propernoun	weitz_propernoun
nortes_propernoun	nortes_propernoun
contractivo_adjective	contractiu_adjective
aponte_propernoun	aponte_propernoun
longo_propernoun	longo_propernoun
casca_noun	escorça_noun
musicologia_noun	musicologia_noun
compulsão_noun	compulsió_noun
palanques_propernoun	palanques_propernoun
olivieri_propernoun	olivieri_propernoun
gratuito_adjective	gratuït_adjective
olivencia_propernoun	olivencia_propernoun
salguero_propernoun	salguero_propernoun
paula_propernoun	paula_propernoun
silenciar_verb	silenciar_verb
colerético_adjective	colerètic_adjective
mărdărescu_propernoun	mărdărescu_propernoun
danificar_verb	danyar_verb
relator_noun	relator_noun
unterberger_propernoun	unterberger_propernoun
solbes_propernoun	solbes_propernoun
ciaburro_propernoun	ciaburro_propernoun
guerrera_propernoun	guerrera_propernoun
estupefação_noun	estupefacció_noun
thomas_propernoun	thomas_propernoun
o_pronoun	el_pronoun
o_determiner	el_determiner
bailarino_noun	ballarí_noun
adjetivo_adjective	adjectiu_adjective
maccanico_propernoun	maccanico_propernoun
cavallotto_propernoun	cavallotto_propernoun
telefónico_adjective	telefònic_adjective
vanier_propernoun	vanier_propernoun
lupión_propernoun	lupión_propernoun
cancelamento_noun	cancel·lació_noun
burcea_propernoun	burcea_propernoun
el-poble-nou-de-benitatxell_propernoun	el-poble-nou-de-benitatxell_propernoun
dualista_adjective	dualista_adjective
aveiro_propernoun	aveiro_propernoun
criptogâmico_adjective	criptogàmic_adjective
belle_propernoun	belle_propernoun
cabana_propernoun	cabana_propernoun
minoritariamente_adverb	minoritàriament_adverb
bressa_propernoun	bressa_propernoun
sequência_noun	seqüència_noun
n_noun	n_noun
granger_propernoun	granger_propernoun
garriguella_propernoun	garriguella_propernoun
em-cima_adverb	damunt_adverb
concetista_adjective	conceptista_adjective
nácher_propernoun	nácher_propernoun
viavelmente_adverb	viablement_adverb
cronista_noun	cronista_noun
teutônico_adjective	teutònic_adjective
diluição_noun	dilució_noun
depredador_noun	depredador_noun
córnico_noun	còrnic_noun
meisels_propernoun	meisels_propernoun
emergir_verb	emergir_verb
maria-do-rosário_propernoun	maria-do-rosário_propernoun
rodrigues_propernoun	rodrigues_propernoun
biedma_propernoun	biedma_propernoun
dignação_noun	dignació_noun
demolição_noun	demolició_noun
contrariedade_noun	contrarietat_noun
fiduciário_adjective	fiduciari_adjective
parapsicólogo_noun	parapsicòleg_noun
gemente_adjective	gement_adjective
petipa_propernoun	petipa_propernoun
desormeaux_propernoun	desormeaux_propernoun
esteller_propernoun	esteller_propernoun
relíquia_noun	relíquia_noun
pedológico_adjective	pedològic_adjective
por-volta-de_preposition	al-voltant-de_preposition
enquanto_subordinatingconjunction	mentre-que_subordinatingconjunction
insuperado_adjective	insuperat_adjective
franzoso_propernoun	franzoso_propernoun
st-gelais_propernoun	st-gelais_propernoun
la-molsosa_propernoun	la-molsosa_propernoun
collura_propernoun	collura_propernoun
a-priori_adverb	a-priori_adverb
fossati_propernoun	fossati_propernoun
aregall_propernoun	aregall_propernoun
cézanne_propernoun	cézanne_propernoun
aerométrico_adjective	aeromètric_adjective
subaquático_adjective	subaquàtic_adjective
mcloughlin_propernoun	mcloughlin_propernoun
rapaz_noun	al·lot_noun
tumoral_adjective	tumoral_adjective
boneschi_propernoun	boneschi_propernoun
autoproclamado_adjective	autoproclamat_adjective
matarazzo_propernoun	matarazzo_propernoun
congelamento_noun	congelació_noun
pelegrí_propernoun	pelegrí_propernoun
covi_propernoun	covi_propernoun
humildemente_adverb	humilment_adverb
antidiabético_adjective	antidiabètic_adjective
doré_propernoun	doré_propernoun
cardedeu_propernoun	cardedeu_propernoun
determinativo_adjective	determinatiu_adjective
gabriel-y-galán_propernoun	gabriel-y-galán_propernoun
nocera_propernoun	nocera_propernoun
activamente_adverb	activament_adverb
giáp_propernoun	giáp_propernoun
torturador_adjective	torturador_adjective
criador_adjective	criador_adjective
patronímico_adjective	patronímic_adjective
aglomeração_noun	aglomeració_noun
adicionar_verb	addicionar_verb
otxoa_propernoun	otxoa_propernoun
clapera_propernoun	clapera_propernoun
courteau_propernoun	courteau_propernoun
soldado_propernoun	soldado_propernoun
covarde_adjective	covard_adjective
katsuko_propernoun	katsuko_propernoun
bahi_propernoun	bahi_propernoun
bowman_propernoun	bowman_propernoun
boucher_propernoun	boucher_propernoun
determinante_noun	determinant_noun
paritariamente_adverb	paritàriament_adverb
claviculado_adjective	claviculat_adjective
paranoico_adjective	paranoic_adjective
correccional_adjective	correccional_adjective
sors_propernoun	sors_propernoun
automaticidade_noun	automaticitat_noun
evolutivo_adjective	evolutiu_adjective
inspirável_adjective	inspirable_adjective
notarial_adjective	notarial_adjective
sulfônico_adjective	sulfònic_adjective
lepra_noun	lepra_noun
pôr_verb	parar_verb
cassação_noun	cassació_noun
bowers_propernoun	bowers_propernoun
carreira_noun	carrera_noun
seijas_propernoun	seijas_propernoun
vencer_verb	guanyar_verb
freginals_propernoun	freginals_propernoun
hume_propernoun	hume_propernoun
bianchino_propernoun	bianchino_propernoun
careta_noun	ganyota_noun
coadjuvar_verb	coadjuvar_verb
somente_adverb	solament_adverb
regularizável_adjective	regularitzable_adjective
devolutivo_adjective	devolutiu_adjective
sistematizador_adjective	sistematitzador_adjective
fazer-questão-de_verb	insistir-en_verb
estomatologia_noun	estomatologia_noun
gherman_propernoun	gherman_propernoun
incalculavelmente_adverb	incalculablement_adverb
pontificado_noun	pontificat_noun
mulher_noun	dona_noun
causante_adjective	causant_adjective
argemí_propernoun	argemí_propernoun
museografia_noun	museografia_noun
reflexividade_noun	reflexivitat_noun
meta_noun	meta_noun
quanto-mais_subordinatingconjunction	com-més_subordinatingconjunction
croata_noun	croat_noun
fenologia_noun	fenologia_noun
capozzolo_propernoun	capozzolo_propernoun
corleone_propernoun	corleone_propernoun
dodd_propernoun	dodd_propernoun
analógico_adjective	analògic_adjective
movente_adjective	movent_adjective
baltazar_propernoun	baltazar_propernoun
sublime_adjective	sublim_adjective
equino_adjective	equí_adjective
abstersivo_adjective	abstersiu_adjective
roteiro_noun	guió_noun
polynice_propernoun	polynice_propernoun
cortés_propernoun	cortés_propernoun
sant-llorenç-savall_propernoun	sant-llorenç-savall_propernoun
procurar_verb	buscar_verb
antieuropeísmo_noun	antieuropeisme_noun
casadella_propernoun	casadella_propernoun
castagnetti_propernoun	castagnetti_propernoun
nimboso_adjective	nimbós_adjective
indigerível_adjective	indigerible_adjective
força_noun	força_noun
alva_propernoun	alva_propernoun
escurecer_verb	enfosquir_verb
xandri_propernoun	xandri_propernoun
intercadente_adjective	intercadent_adjective
vilipendioso_adjective	vilipendiós_adjective
imprevisto_noun	imprevist_noun
cozinhar_verb	cuinar_verb
schreurs_propernoun	schreurs_propernoun
benifallet_propernoun	benifallet_propernoun
pequeno_adjective	petit_adjective
arion_propernoun	arion_propernoun
viger_propernoun	viger_propernoun
perpinhã_propernoun	perpinyà_propernoun
pedreño_propernoun	pedreño_propernoun
ayres_propernoun	ayres_propernoun
hipotecável_adjective	hipotecable_adjective
distensão_noun	distensió_noun
bacteriano_adjective	bacterià_adjective
mandatário_noun	mandatari_noun
uige_propernoun	uige_propernoun
borges_propernoun	borges_propernoun
calabrese_propernoun	calabrese_propernoun
bombardino_noun	bombardí_noun
colonialista_noun	colonialista_noun
larousse_propernoun	larousse_propernoun
kaplan_propernoun	kaplan_propernoun
acadêmico_noun	acadèmic_noun
von-lobdeburg_propernoun	von-lobdeburg_propernoun
ducho_propernoun	ducho_propernoun
laura_propernoun	laura_propernoun
carpintero_propernoun	carpintero_propernoun
bernstein_propernoun	bernstein_propernoun
é-por-isso-que_subordinatingconjunction	és-per-això-que_subordinatingconjunction
mariné_propernoun	mariné_propernoun
viñaras_propernoun	viñaras_propernoun
fletcher_propernoun	fletcher_propernoun
insalivação_noun	insalivació_noun
escabrosidade_noun	escabrositat_noun
palamara_propernoun	palamara_propernoun
judicialmente_adverb	judicialment_adverb
marselhês_noun	marsellès_noun
lindh_propernoun	lindh_propernoun
faraó_noun	faraó_noun
descenso_noun	descens_noun
zappulla_propernoun	zappulla_propernoun
gervilla_propernoun	gervilla_propernoun
mandar_verb	manar_verb
revoltado_adjective	revoltat_adjective
habitação_noun	habitació_noun
lake_propernoun	lake_propernoun
lonjura_noun	llunyania_noun
igualável_adjective	igualable_adjective
castelo-branco_propernoun	castelo-branco_propernoun
maiorescu_propernoun	maiorescu_propernoun
dirigente_adjective	governant_adjective
claude_propernoun	claude_propernoun
altieri_propernoun	altieri_propernoun
temporariamente_adverb	temporalment_adverb
conteh_propernoun	conteh_propernoun
mixustin_propernoun	mixustin_propernoun
vestir_verb	vestir_verb
saurí_propernoun	saurí_propernoun
irremplaçável_adjective	irreemplaçable_adjective
jordana_propernoun	jordana_propernoun
médio_noun	medi_noun
diversivo_adjective	diversiu_adjective
influir_verb	influir_verb
dezessete_numeral	disset_numeral
poesia_noun	poesia_noun
déli_propernoun	delhi_propernoun
comerciante_adjective	comerciant_adjective
praia_propernoun	praia_propernoun
conosco_pronoun	amb-nosaltres_pronoun
grelier_propernoun	grelier_propernoun
fontán_propernoun	fontán_propernoun
espantável_adjective	espantable_adjective
gerardini_propernoun	gerardini_propernoun
ática_propernoun	àtica_propernoun
olivé_propernoun	olivé_propernoun
nassif_propernoun	nassif_propernoun
anseio_noun	anhel_noun
comissão_noun	comissió_noun
autocontrole_noun	autocontrol_noun
antidemocrático_adjective	antidemocràtic_adjective
negrea_propernoun	negrea_propernoun
colecionável_adjective	col·leccionable_adjective
mates_propernoun	mates_propernoun
entronizar_verb	entronitzar_verb
transpiração_noun	transpiració_noun
de-champlain_propernoun	de-champlain_propernoun
balla_propernoun	balla_propernoun
vultuoso_adjective	vultuós_adjective
monasticamente_adverb	monàsticament_adverb
mamífero_noun	mamífer_noun
membrive_propernoun	membrive_propernoun
marchand_propernoun	marchand_propernoun
bancells_propernoun	bancells_propernoun
tipificado_adjective	tipificat_adjective
san_propernoun	san_propernoun
região_noun	regió_noun
proporcionável_adjective	proporcionable_adjective
capitalismo_noun	capitalisme_noun
órbita_noun	òrbita_noun
laredo_propernoun	laredo_propernoun
contextualização_noun	contextualització_noun
aceitar_verb	acceptar_verb
músculo_noun	múscul_noun
dimensional_adjective	dimensional_adjective
montagut_propernoun	montagut_propernoun
donahue_propernoun	donahue_propernoun
miniaturista_noun	miniaturista_noun
predominante_adjective	predominant_adjective
betis_propernoun	betis_propernoun
lehmer_propernoun	lehmer_propernoun
inobservável_adjective	inobservable_adjective
torcer_verb	torçar_verb
filatelista_adjective	filatelista_adjective
turgente_adjective	turgent_adjective
endurecer_verb	endurir_verb
mollet-del-vallès_propernoun	mollet-del-vallès_propernoun
adverbializar_verb	adverbialitzar_verb
matarí_propernoun	matarí_propernoun
hervas_propernoun	hervas_propernoun
seguir_verb	seguir_verb
mucchetti_propernoun	mucchetti_propernoun
antitrinitário_adjective	antitrinitari_adjective
hoguet_propernoun	hoguet_propernoun
vascularização_noun	vascularització_noun
vilabertran_propernoun	vilabertran_propernoun
matronal_adjective	matronal_adjective
dunkley_propernoun	dunkley_propernoun
anarcossindicalismo_noun	anarcosindicalisme_noun
indústria_noun	indústria_noun
musté_propernoun	musté_propernoun
bou_propernoun	bou_propernoun
membro_noun	membre_noun
horror_noun	horror_noun
mansão_noun	mansió_noun
difractivo_adjective	difractiu_adjective
tavares_propernoun	tavares_propernoun
reforçar_verb	reforçar_verb
solenemente_adverb	solemnement_adverb
fonda_propernoun	fonda_propernoun
rocha_noun	roca_noun
giordano_propernoun	giordano_propernoun
sibilítico_adjective	sibil·lític_adjective
fecha_noun	fecha_noun
partir_verb	partir_verb
pertinente_adjective	pertinent_adjective
salto-em-altura_noun	salt-d'alçada_noun
laciniado_adjective	laciniat_adjective
localmente_adverb	localment_adverb
iraniano_noun	iranià_noun
mancinelli_propernoun	mancinelli_propernoun
marine_propernoun	marine_propernoun
preponderante_adjective	preponderant_adjective
pelletier_propernoun	pelletier_propernoun
suburbano_adjective	suburbà_adjective
noventa-e-dois_numeral	noranta-dos_numeral
candidato_noun	candidat_noun
decursivo_adjective	decursiu_adjective
whalen_propernoun	whalen_propernoun
erróneo_adjective	erroni_adjective
evasivamente_adverb	evasivament_adverb
bassons_propernoun	bassons_propernoun
chênevert_propernoun	chênevert_propernoun
aglutinador_adjective	aglutinador_adjective
pronto_adverb	aviat_adverb
abordável_adjective	abordable_adjective
sevilhano_adjective	sevillà_adjective
humilhação_noun	humiliació_noun
lazăr_propernoun	lazăr_propernoun
chefe-do-governo_noun	cap-de-govern_noun
exclamativo_adjective	exclamatiu_adjective
persecutório_adjective	persecutori_adjective
calabuig_propernoun	calabuig_propernoun
pianciani_propernoun	pianciani_propernoun
moacir_propernoun	moacir_propernoun
guasticchi_propernoun	guasticchi_propernoun
principe_propernoun	principe_propernoun
francesco_propernoun	francesco_propernoun
anunciador_noun	anunciador_noun
carpio_propernoun	carpio_propernoun
nicolaescu_propernoun	nicolaescu_propernoun
di-salvo_propernoun	di-salvo_propernoun
palenzuela_propernoun	palenzuela_propernoun
octogésimo-segundo_adjective	huitanta-dosè_adjective
mascaro_propernoun	mascaro_propernoun
imprevisão_noun	imprevisió_noun
acentuação_noun	accentuació_noun
lusófono_noun	lusòfon_noun
eccher_propernoun	eccher_propernoun
nuca_noun	clotell_noun
excipiente_noun	excipient_noun
copiador_adjective	copiador_adjective
bondu_propernoun	bondu_propernoun
siconnelly_propernoun	siconnelly_propernoun
tercerização_noun	externalització_noun
powers_propernoun	powers_propernoun
complejo-ática_propernoun	complejo-ática_propernoun
redundância_noun	redundància_noun
flickenschildt_propernoun	flickenschildt_propernoun
não-obstante_subordinatingconjunction	això-no-obstant_subordinatingconjunction
diminuir_verb	disminuir_verb
cavigliasso_propernoun	cavigliasso_propernoun
residencial_adjective	residencial_adjective
triunfador_noun	triomfador_noun
alranq_propernoun	alranq_propernoun
de-la-peña_propernoun	de-la-peña_propernoun
de-la-iglesia_propernoun	de-la-iglesia_propernoun
conceptista_adjective	conceptista_adjective
colaboração_noun	col·laboració_noun
prenoção_noun	prenoció_noun
competir_verb	competir_verb
wong_propernoun	wong_propernoun
tondo_propernoun	tondo_propernoun
infusão_noun	infusió_noun
monk_propernoun	monk_propernoun
racista_adjective	racista_adjective
thorez_propernoun	thorez_propernoun
tinoco_propernoun	tinoco_propernoun
órfico_adjective	òrfic_adjective
nenițescu_propernoun	nenițescu_propernoun
posicional_adjective	posicional_adjective
musicalidade_noun	musicalitat_noun
profanador_noun	profanador_noun
danciu_propernoun	danciu_propernoun
janela_noun	finestreta_noun
hijazi_propernoun	hijazi_propernoun
antiprotão_noun	antiprotó_noun
privatbank_propernoun	privatbank_propernoun
peñalver_propernoun	peñalver_propernoun
enclave_noun	enclavament_noun
reintegração_noun	reintegració_noun
bouvette_propernoun	bouvette_propernoun
busetto_propernoun	busetto_propernoun
cotruș_propernoun	cotruș_propernoun
kang_propernoun	kang_propernoun
cardano_propernoun	cardano_propernoun
morassut_propernoun	morassut_propernoun
scoccimarro_propernoun	scoccimarro_propernoun
farnsworth_propernoun	farnsworth_propernoun
céline_propernoun	céline_propernoun
rehel_propernoun	rehel_propernoun
holgado_propernoun	holgado_propernoun
holoédrico_adjective	holoèdric_adjective
giuliani_propernoun	giuliani_propernoun
pedagógico_adjective	pedagògic_adjective
reales_propernoun	reales_propernoun
fauteux_propernoun	fauteux_propernoun
irretroactividade_noun	irretroactivitat_noun
carreau_propernoun	carreau_propernoun
logli_propernoun	logli_propernoun
urrutia_propernoun	urrutia_propernoun
internar_verb	ingressar_verb
alomórfico_adjective	al·lomòrfic_adjective
cappello_propernoun	cappello_propernoun
grignaffini_propernoun	grignaffini_propernoun
radcliffe_propernoun	radcliffe_propernoun
morteiro_noun	morter_noun
palatalizar_verb	palatalitzar_verb
martin_propernoun	martin_propernoun
ministro_noun	ministre_noun
traçabilidade_noun	traçabilitat_noun
rațiu_propernoun	rațiu_propernoun
schnider_propernoun	schnider_propernoun
direcção-general_noun	direcció-general_noun
de-paz_propernoun	de-paz_propernoun
mckinley_propernoun	mckinley_propernoun
mutualismo_noun	mutualisme_noun
salival_adjective	salival_adjective
cea_propernoun	cea_propernoun
marginalização_noun	marginalització_noun
sisley_propernoun	sisley_propernoun
bringué_propernoun	bringué_propernoun
zverev_propernoun	zvérev_propernoun
augustal_adjective	augustal_adjective
selva_propernoun	selva_propernoun
legendário_adjective	llegendari_adjective
capitulação_noun	capitulació_noun
von-metternich_propernoun	von-metternich_propernoun
von-bayern_propernoun	von-bayern_propernoun
tisseur_propernoun	tisseur_propernoun
resposta_noun	resposta_noun
de-juan_propernoun	de-juan_propernoun
provinciano_adjective	provincià_adjective
angolano_noun	angolès_noun
abreviação_noun	abreviació_noun
reverberação_noun	reverberació_noun
romeno_adjective	romanès_adjective
schullian_propernoun	schullian_propernoun
otimista_adjective	optimista_adjective
chiovitti_propernoun	chiovitti_propernoun
von-der-goltz_propernoun	von-der-goltz_propernoun
fanatismo_noun	fanatisme_noun
ortologia_noun	ortologia_noun
mignon_propernoun	mignon_propernoun
fritar_verb	fregir_verb
aparador_noun	aparador_noun
valència_propernoun	valència_propernoun
sagué_propernoun	sagué_propernoun
alentejo_propernoun	alentejo_propernoun
incêndio_noun	incendi_noun
jianu_propernoun	jianu_propernoun
afabilidade_noun	afabilitat_noun
ullastret_propernoun	ullastret_propernoun
infiltrar_verb	infiltrar_verb
a-ponto-de_preposition	a-punt-de_preposition
presidencialmente_adverb	presidencialment_adverb
medicamente_adverb	mèdicament_adverb
circassiano_adjective	circassià_adjective
llardecans_propernoun	llardecans_propernoun
cubista_adjective	cubista_adjective
franche_propernoun	franche_propernoun
comănescu_propernoun	comănescu_propernoun
contracção_noun	contracció_noun
franco-maçonaria_noun	francmaçoneria_noun
escuder_propernoun	escuder_propernoun
radioativo_adjective	radioactiu_adjective
opinar_verb	opinar_verb
fayard_propernoun	fayard_propernoun
remordimento_noun	remordiment_noun
posto_noun	oficina_noun
golpista_noun	colpista_noun
justiçar_verb	ajusticiar_verb
sampietro_propernoun	sampietro_propernoun
escalonar_verb	escalonar_verb
disfónico_adjective	disfònic_adjective
termológico_adjective	termològic_adjective
canovelles_propernoun	canovelles_propernoun
gavarda_propernoun	gavarda_propernoun
mormone_propernoun	mormone_propernoun
consolidativo_adjective	consolidatiu_adjective
uzcai_propernoun	uzcai_propernoun
válvula_noun	vàlvula_noun
baratella_propernoun	baratella_propernoun
zarate_propernoun	zarate_propernoun
cardin_propernoun	cardin_propernoun
mosaico_noun	mosaic_noun
américa-do-norte_propernoun	amèrica-del-nord_propernoun
balint_propernoun	balint_propernoun
gurb_propernoun	gurb_propernoun
nogarin_propernoun	nogarin_propernoun
illán_propernoun	illán_propernoun
carnot_propernoun	carnot_propernoun
șerban_propernoun	șerban_propernoun
protagonista_adjective	protagonista_adjective
montroi_propernoun	montroi_propernoun
neonazismo_noun	neonazisme_noun
paleozóico_adjective	paleozoic_adjective
santificante_adjective	santificant_adjective
eletrocinético_adjective	electrocinètic_adjective
llobet_propernoun	llobet_propernoun
bouffard_propernoun	bouffard_propernoun
malgrat_propernoun	malgrat_propernoun
ronzulli_propernoun	ronzulli_propernoun
subtractivo_adjective	subtractiu_adjective
estático_adjective	estàtic_adjective
articulatório_adjective	articulatori_adjective
comprometer_verb	comprometre_verb
dessensibilização_noun	dessensibilització_noun
linden_propernoun	linden_propernoun
petrone_propernoun	petrone_propernoun
fassa_propernoun	fassa_propernoun
freire_noun	frare_noun
sandrini_propernoun	sandrini_propernoun
intriago_propernoun	intriago_propernoun
musolino_propernoun	musolino_propernoun
alvarado_propernoun	alvarado_propernoun
trépanier_propernoun	trépanier_propernoun
hillary_propernoun	hillary_propernoun
marrero_propernoun	marrero_propernoun
inguanta_propernoun	inguanta_propernoun
neodarwinismo_noun	neodarwinisme_noun
hawking_propernoun	hawking_propernoun
small_propernoun	small_propernoun
bastier_propernoun	bastier_propernoun
hausmann_propernoun	hausmann_propernoun
tiônico_adjective	tiònic_adjective
kohl_propernoun	kohl_propernoun
lamento_noun	lament_noun
bordéus_propernoun	bordeus_propernoun
sonhar_verb	somniar_verb
sbarbati_propernoun	sbarbati_propernoun
filipacchi_propernoun	filipacchi_propernoun
frota_noun	flota_noun
planalto_noun	altiplà_noun
lavínia_propernoun	lavínia_propernoun
heliocêntrico_adjective	heliocèntric_adjective
esferoidal_adjective	esferoidal_adjective
bertotti_propernoun	bertotti_propernoun
gema_noun	gemma_noun
contemporáneo_noun	contemporani_noun
conivência_noun	connivència_noun
borrel_propernoun	borrel_propernoun
manutenção_noun	manutenció_noun
imbeault_propernoun	imbeault_propernoun
leroy_propernoun	leroy_propernoun
oceânico_adjective	oceànic_adjective
baccarin_propernoun	baccarin_propernoun
amador_adjective	amateur_adjective
metabólico_adjective	metabòlic_adjective
peralbo_propernoun	peralbo_propernoun
dobragem_noun	doblatge_noun
ciccioli_propernoun	ciccioli_propernoun
dulles_propernoun	dulles_propernoun
móra-d'ebre_propernoun	móra-d'ebre_propernoun
st-louis_propernoun	st-louis_propernoun
otto_propernoun	otto_propernoun
mas-quiles_propernoun	mas-quiles_propernoun
canovas_propernoun	canovas_propernoun
rosetti_propernoun	rosetti_propernoun
eternização_noun	eternització_noun
aqui_adverb	aquí_adverb
inaplicado_adjective	inaplicat_adjective
tranquilidade_noun	tranquil·litat_noun
protestante_noun	protestant_noun
desnaturalização_noun	desnaturalització_noun
fabry_propernoun	fabry_propernoun
parsons_propernoun	parsons_propernoun
ranieri_propernoun	ranieri_propernoun
metano_noun	metà_noun
groulx_propernoun	groulx_propernoun
bonvalot_propernoun	bonvalot_propernoun
sinibaldi_propernoun	sinibaldi_propernoun
clouette_propernoun	clouette_propernoun
crimi_propernoun	crimi_propernoun
palmera_propernoun	palmera_propernoun
disciplinador_adjective	disciplinador_adjective
adolescência_noun	adolescència_noun
claridade_noun	claredat_noun
optimizar_verb	optimitzar_verb
finney_propernoun	finney_propernoun
módico_adjective	mòdic_adjective
canonizável_adjective	canonitzable_adjective
rende_propernoun	rende_propernoun
zamor_propernoun	zamor_propernoun
gori_propernoun	gori_propernoun
coagulável_adjective	coagulable_adjective
imprecatório_adjective	imprecatori_adjective
ar_noun	aire_noun
eco_noun	eco_noun
lacunar_adjective	lacunar_adjective
zanotelli_propernoun	zanotelli_propernoun
noor_propernoun	noor_propernoun
lisboeta_noun	lisboeta_noun
igualado_adjective	igualat_adjective
corresponder_verb	correspondre_verb
haftar_propernoun	haftar_propernoun
padrão_noun	patró_noun
discriminado_adjective	discriminat_adjective
xv_numeral	xv_numeral
esquema_noun	esquema_noun
buffet_propernoun	buffet_propernoun
virgilio_propernoun	virgilio_propernoun
la-mata-de-morella_propernoun	la-mata-de-morella_propernoun
interdependente_adjective	interdependent_adjective
wabanonik_propernoun	wabanonik_propernoun
tonelada_noun	tona_noun
nascente_adjective	naixent_adjective
rimbau_propernoun	rimbau_propernoun
moratal_propernoun	moratal_propernoun
coelho_propernoun	coelho_propernoun
rubió_propernoun	rubió_propernoun
balduzzi_propernoun	balduzzi_propernoun
fidanza_propernoun	fidanza_propernoun
quotidianamente_adverb	quotidianament_adverb
comando_noun	comando_noun
ônibus_noun	bus_noun
haines_propernoun	haines_propernoun
regeneração_noun	regeneració_noun
filialmente_adverb	filialment_adverb
fígado_noun	fetge_noun
phillips_propernoun	phillips_propernoun
llonch_propernoun	llonch_propernoun
atómico_adjective	atòmic_adjective
doping_noun	dopatge_noun
desfalcamento_noun	desfalcament_noun
von-isser_propernoun	von-isser_propernoun
histopatológico_adjective	histopatològic_adjective
ninfomaníaco_adjective	nimfòmana_adjective
viladomat_propernoun	viladomat_propernoun
férreo_adjective	ferri_adjective
osor_propernoun	osor_propernoun
carotti_propernoun	carotti_propernoun
fundição_noun	fundició_noun
direito-autoral_noun	dret-d'autor_noun
ampère_propernoun	ampère_propernoun
bellamy_propernoun	bellamy_propernoun
aposentadoria_noun	jubilació_noun
nathália_propernoun	nathália_propernoun
carol_propernoun	carol_propernoun
sindicalista_adjective	sindicalista_adjective
peso_noun	pes_noun
tráfego_noun	tràfic_noun
émard_propernoun	émard_propernoun
carburação_noun	carburació_noun
noua_propernoun	noua_propernoun
jeniffer_propernoun	jeniffer_propernoun
estreito_noun	estret_noun
jardim_noun	jardí_noun
farrell_propernoun	farrell_propernoun
derrocador_adjective	derrocador_adjective
san-segundo_propernoun	san-segundo_propernoun
ambrós_propernoun	ambrós_propernoun
verificador_adjective	verificador_adjective
aznar_propernoun	aznar_propernoun
começo_noun	començament_noun
oleaginoso_adjective	oleaginós_adjective
castellet-i-la-gornal_propernoun	castellet-i-la-gornal_propernoun
pratte_propernoun	pratte_propernoun
etano_noun	età_noun
thurairajah_propernoun	thurairajah_propernoun
impensável_adjective	impensable_adjective
d'alema_propernoun	d'alema_propernoun
strauss-kahn_propernoun	strauss-kahn_propernoun
história-aos-quadrinhos_noun	còmic_noun
thibodeau_propernoun	thibodeau_propernoun
racial_adjective	racial_adjective
lítio_noun	liti_noun
convergir_verb	convergir_verb
bolométrico_adjective	bolomètric_adjective
benavente_propernoun	benavente_propernoun
cataliticamente_adverb	catalíticament_adverb
alventosa_propernoun	alventosa_propernoun
peão_noun	vianant_noun
maldà_propernoun	maldà_propernoun
arsene_propernoun	arsene_propernoun
hubert_propernoun	hubert_propernoun
amparar_verb	emparar_verb
ambientar_verb	ambientar_verb
cispadano_adjective	cispadà_adjective
móvel_adjective	mòbil_adjective
preceptoral_adjective	preceptoral_adjective
neal_propernoun	neal_propernoun
quão_adverb	que_adverb
convecção_noun	convecció_noun
venusiano_adjective	venusià_adjective
suprimível_adjective	suprimible_adjective
desde-que_subordinatingconjunction	d'ençà-que_subordinatingconjunction
elipsoidal_adjective	el·lipsoidal_adjective
hassan_propernoun	hassan_propernoun
udrea_propernoun	udrea_propernoun
sérgio_propernoun	sérgio_propernoun
incobrável_adjective	incobrable_adjective
meu_possessivepronoun	meu_possessivepronoun
corrado_propernoun	corrado_propernoun
assírio_adjective	assiri_adjective
ameaça_noun	amenaça_noun
examinador_adjective	examinador_adjective
politeísta_noun	politeista_noun
magriñá_propernoun	magriñá_propernoun
sekli_propernoun	sekli_propernoun
bibi_propernoun	bibi_propernoun
baix-pallars_propernoun	baix-pallars_propernoun
dufort_propernoun	dufort_propernoun
hilary_propernoun	hilary_propernoun
edulcorante_adjective	edulcorant_adjective
