esclofollar_verb	éplucher_verb
d'hort_adjective	potager_adjective
sagunt_propernoun	sagunt_propernoun
enraonador_adjective	causant_adjective
diligent_propernoun	diligent_propernoun
esparadrap_noun	sparadrap_noun
anticòs_noun	anticorps_noun
numerador_noun	numérateur_noun
diminut_adjective	minuscule_adjective
rosegador_adjective	rongeur_adjective
aturada_noun	arrêt_noun
potença_noun	potence_noun
encebar_verb	amorcer_verb
li_propernoun	li_propernoun
blanchett_propernoun	blanchett_propernoun
etxeberria_propernoun	etxeberria_propernoun
comparèixer_verb	comparaître_verb
asin_propernoun	asin_propernoun
resistent_adjective	résistant_adjective
sylvia_propernoun	sylvia_propernoun
salt-d'alçada_noun	saut-en-hauteur_noun
anticàtode_noun	anticathode_noun
sir_noun	sir_noun
faula_noun	racontar_noun
afluent_adjective	affluent_adjective
senyor_noun	sire_noun
andréievitx_propernoun	andreïevitch_propernoun
tisnèr_propernoun	tisnèr_propernoun
càrstic_adjective	karstique_adjective
còmode_adjective	comfortable_adjective
dormició_noun	dormition_noun
comptat_adjective	compté_adjective
controlar_verb	chapeauter_verb
randall_propernoun	randall_propernoun
titubació_noun	titubation_noun
desparois_propernoun	desparois_propernoun
filera_noun	filière_noun
malagnino_propernoun	malagnino_propernoun
fortuna_propernoun	fortuna_propernoun
cavendish_propernoun	cavendish_propernoun
bidireccional_adjective	bidirectionnel_adjective
apostòlicament_adverb	apostoliquement_adverb
transparent_adjective	transparent_adjective
subjecte_noun	sujet_noun
per-xamba_adverb	par-miracle_adverb
evangeli_noun	évangile_noun
casals_propernoun	casals_propernoun
sotrac_noun	secousse_noun
espasa_propernoun	espasa_propernoun
shayen_propernoun	shayen_propernoun
turbulència_noun	turbulence_noun
fer-l'ullet_verb	cligner-l'œil_verb
comprometre_verb	embarrasser_verb
fatiga_noun	fatigue_noun
d'altra-banda_adverb	d'ailleurs_adverb
liquidar_verb	supprimer_verb
neutralitat_noun	neutralité_noun
cabré_propernoun	cabré_propernoun
nitrificació_noun	nitrification_noun
coletti_propernoun	coletti_propernoun
angelicalment_adverb	angéliquement_adverb
dure_propernoun	dure_propernoun
elegia_noun	élégie_noun
vestir_verb	affubler_verb
barthez_propernoun	barthez_propernoun
inflamació_noun	inflammation_noun
carrière_propernoun	carrière_propernoun
castigar_verb	brimer_verb
homògraf_noun	homographe_noun
mandy_propernoun	mandy_propernoun
onomatopeia_noun	onomatopée_noun
nassau_propernoun	nassau_propernoun
hoban_propernoun	hoban_propernoun
bala-de-canó_noun	boulet_noun
divers_adjective	divers_adjective
girardeau_propernoun	girardeau_propernoun
alduntzin_propernoun	alduntzin_propernoun
herrera_propernoun	herrera_propernoun
docent_adjective	d'enseignement_adjective
navarra_propernoun	navarre_propernoun
afrodita_propernoun	aphrodite_propernoun
ruta_propernoun	ruta_propernoun
desforestació_noun	déforestation_noun
telegènic_adjective	télégénique_adjective
noranta-set_numeral	quatre-vingt-dix-sept_numeral
geocronologia_noun	géochronologie_noun
carabiner_noun	gendarme_noun
chema_propernoun	chema_propernoun
matarrelli_propernoun	matarrelli_propernoun
increpar_verb	réprimander_verb
donno_propernoun	donno_propernoun
pertoldi_propernoun	pertoldi_propernoun
fortes_propernoun	fortes_propernoun
grilló_noun	manille_noun
burla_noun	gouaillerie_noun
elucubració_noun	élucubration_noun
strizzolo_propernoun	strizzolo_propernoun
captaire_noun	décheux_noun
tibantor_noun	raidissement_noun
piovani_propernoun	piovani_propernoun
athanasiu_propernoun	athanasiu_propernoun
atracament_noun	braquage_noun
birnbaum_propernoun	birnbaum_propernoun
aerobiosi_noun	aérobiose_noun
cianhídric_adjective	cyanhydrique_adjective
agregat_noun	agrégé_noun
collin_propernoun	collin_propernoun
d'aleshores-ençà_adverb	depuis-lors_adverb
von-erlach_propernoun	von-erlach_propernoun
agut_adjective	aigu_adjective
franc_adjective	franc_adjective
sols_adverb	seulement_adverb
robert_propernoun	robert_propernoun
de-cesare_propernoun	de-cesare_propernoun
espavilat_adjective	débrouillard_adjective
mitològicament_adverb	mythologiquement_adverb
palafolls_propernoun	palafolls_propernoun
raimunda_propernoun	raimunda_propernoun
victoriosament_adverb	victorieusement_adverb
deserció_noun	désertion_noun
sainet_noun	saynète_noun
liberal_noun	libéral_noun
saturable_adjective	saturable_adjective
labeaume_propernoun	labeaume_propernoun
altarriba_propernoun	altarriba_propernoun
nicaragüenc_noun	nicaraguayen_noun
preopinant_noun	préopinant_noun
narducci_propernoun	narducci_propernoun
capsaïcina_noun	capsaïcine_noun
electrònic_adjective	électronique_adjective
flexió_noun	flexion_noun
lazăr_propernoun	lazăr_propernoun
involuntàriament_adverb	involontairement_adverb
bentonita_noun	bentonite_noun
orourke_propernoun	orourke_propernoun
cantant-de-rock_noun	rockeur_noun
reducte_noun	bastion_noun
gallego_propernoun	gallego_propernoun
molló_propernoun	molló_propernoun
iñes_propernoun	iñes_propernoun
taulell_noun	comptoir_noun
germanar_verb	fraterniser_verb
destrossar_verb	catastropher_verb
odette_propernoun	odette_propernoun
bolígraf_noun	stylo_noun
massé_propernoun	massé_propernoun
multicine_noun	multicinéma_noun
boris_propernoun	boris_propernoun
insectari_noun	insectarium_noun
flagel·lació_noun	flagellation_noun
alins_propernoun	alins_propernoun
munguía_propernoun	munguía_propernoun
andouard_propernoun	andouard_propernoun
avidesa_noun	avidité_noun
cabarrocas_propernoun	cabarrocas_propernoun
linuesa_propernoun	linuesa_propernoun
lou-reed_propernoun	lou-reed_propernoun
von-hildebrandt_propernoun	von-hildebrandt_propernoun
cromosòmic_adjective	chromosomique_adjective
weierstrass_propernoun	weierstrass_propernoun
nihous_propernoun	nihous_propernoun
galipò_propernoun	galipò_propernoun
vint-i-cinquè_adjective	vingt-cinquième_adjective
erari_noun	trésor-public_noun
kwanza-sud_propernoun	kwanza-sud_propernoun
càsting_noun	casting_noun
nóvgorod_propernoun	novgorod_propernoun
rua_propernoun	rua_propernoun
monòlit_noun	monolithe_noun
gimnàstic_adjective	gymnastique_adjective
lafarga_propernoun	lafarga_propernoun
l'hospitalet_propernoun	hospitalet_propernoun
comaposada_propernoun	comaposada_propernoun
iotacisme_noun	iotacisme_noun
goniomètric_adjective	goniométrique_adjective
sequoia_noun	sequoia_noun
gràcies-a_preposition	grâce-à_preposition
champions_propernoun	champions_propernoun
airaudo_propernoun	airaudo_propernoun
conquistador_noun	conquérant_noun
referèndum_noun	référendum_noun
pino_propernoun	pino_propernoun
hains_propernoun	hains_propernoun
esplanada_noun	esplanade_noun
teleosaure_noun	téléosaure_noun
malparlar_verb	mal-parler_verb
acidificar_verb	acidifier_verb
sobirà_adjective	souverain_adjective
criteri_noun	critère_noun
cap-endarrera_adverb	en-arrière_adverb
irremeiablement_adverb	irrémédiablement_adverb
mair_propernoun	mair_propernoun
patinar_verb	patiner_verb
genealogia_noun	généalogie_noun
marniga_propernoun	marniga_propernoun
jardine_propernoun	jardine_propernoun
perna_propernoun	perna_propernoun
sociològicament_adverb	sociologiquement_adverb
joy_propernoun	joy_propernoun
samson_propernoun	samson_propernoun
adrián_propernoun	adrián_propernoun
pagés_propernoun	pagés_propernoun
miasmàtic_adjective	miasmatique_adjective
francès_adjective	français_adjective
arriscar_verb	aventurer_verb
nova-orleans_propernoun	nouvelle-orléans_propernoun
rayza_propernoun	rayza_propernoun
plujós_adjective	pluvieux_adjective
angrill_propernoun	angrill_propernoun
mellinger_propernoun	mellinger_propernoun
cagar_verb	chier_verb
miscibilitat_noun	miscibilité_noun
segarra_propernoun	segarra_propernoun
viduïtat_noun	douaire_noun
ventucci_propernoun	ventucci_propernoun
sadala_propernoun	sadala_propernoun
blundo_propernoun	blundo_propernoun
berteau_propernoun	berteau_propernoun
agençament_noun	agencement_noun
borell_propernoun	borell_propernoun
gaire_adverb	beaucoup_adverb
antitanc_adjective	antichar_adjective
alt-loira_propernoun	haute-loire_propernoun
coredactor_noun	corédacteur_noun
bitxo_noun	piment_noun
artificiosament_adverb	artificieusement_adverb
egocentrista_adjective	nombriliste_adjective
faus_propernoun	faus_propernoun
paraboloide_noun	paraboloïde_noun
athlon_propernoun	athlon_propernoun
amina_propernoun	amina_propernoun
matarredona_propernoun	matarredona_propernoun
seppia_propernoun	seppia_propernoun
verheugen_propernoun	verheugen_propernoun
cuando-cubango_propernoun	cuando-cubango_propernoun
aclarir_verb	expliquer_verb
intersexual_adjective	intersexuel_adjective
evacuació_noun	évacuation_noun
intel·lectualisme_noun	intellectualisme_noun
diferenciar_verb	différencier_verb
prepuci_noun	prépuce_noun
santander_propernoun	santander_propernoun
puericultor_noun	puériculteur_noun
reducte_noun	redoute_noun
pedestre_adjective	pédestre_adjective
connor_propernoun	connor_propernoun
mano_propernoun	mano_propernoun
do-guri_propernoun	do-guri_propernoun
cloutier_propernoun	cloutier_propernoun
egea_propernoun	egea_propernoun
suspendre_verb	suspendre_verb
ancestre_noun	ancêtre_noun
garcia-sanxes_propernoun	garcia_propernoun
pallavicini_propernoun	pallavicini_propernoun
prototip_noun	prototype_noun
acaule_adjective	acaule_adjective
cirurgia_noun	chirurgie_noun
ucraïnès_noun	ukrainien_noun
d'una-altra-manera_adverb	autrement_adverb
acústica_noun	acoustique_noun
ingúixia_propernoun	ingouchie_propernoun
posició_noun	position_noun
limburg_propernoun	limbourg_propernoun
waelsch_propernoun	waelsch_propernoun
juif_propernoun	juif_propernoun
obiol_propernoun	obiol_propernoun
admixtió_noun	admixtion_noun
buc_noun	navire_noun
mucina_noun	mucine_noun
predominar_verb	prédominer_verb
turbopropulsor_noun	turbopropulseur_noun
cuprat_noun	cuprate_noun
fisiològicament_adverb	physiologiquement_adverb
lodolini_propernoun	lodolini_propernoun
conscientment_adverb	sciemment_adverb
grierson_propernoun	grierson_propernoun
rosalia_noun	rosalie_noun
esbirro_noun	sbire_noun
barrinar_verb	saborder_verb
christophe_propernoun	christophe_propernoun
penitència_noun	pénitence_noun
supersimètric_adjective	supersymétrique_adjective
hipàtia_propernoun	hipàtia_propernoun
dorita_propernoun	dorita_propernoun
gorg_noun	gouffre_noun
calvete_propernoun	calvete_propernoun
harel_propernoun	harel_propernoun
atractiu_adjective	attirant_adjective
recalibrar_verb	recalibrer_verb
melanesi_noun	mélanésien_noun
mamarratxo_noun	charlot_noun
cosmologia_noun	cosmologie_noun
davinia_propernoun	davinia_propernoun
toluol_noun	toluol_noun
commercio_propernoun	commercio_propernoun
alcista_adjective	haussier_adjective
guinea_propernoun	guinée_propernoun
clausurar_verb	clôturer_verb
repatriació_noun	rapatriement_noun
rousseff_propernoun	rousseff_propernoun
moli_propernoun	moli_propernoun
moncayo_propernoun	moncayo_propernoun
balsa_noun	radeau_noun
stoppard_propernoun	stoppard_propernoun
maftei_propernoun	maftei_propernoun
monchamp_propernoun	monchamp_propernoun
fornaro_propernoun	fornaro_propernoun
belardi_propernoun	belardi_propernoun
estímul_noun	stimulus_noun
feculent_adjective	féculent_adjective
amb-calma_adverb	calmement_adverb
muntanyès_adjective	montagnard_adjective
atès-que_subordinatingconjunction	étant-donné-que_subordinatingconjunction
desindexar_verb	désindexer_verb
resistència_noun	endurance_noun
vanuatu_propernoun	vanuatu_propernoun
tonyina_noun	thon_noun
alexandrea_propernoun	alexandrea_propernoun
principiant_noun	débutant_noun
candice_propernoun	candice_propernoun
lainesse_propernoun	lainesse_propernoun
limón_propernoun	limón_propernoun
rapacitat_noun	rapacité_noun
mènsula_noun	support_noun
transgressió_noun	transgression_noun
dodecaedre_noun	dodécaèdre_noun
ulema_noun	ouléma_noun
claudicar_verb	claudiquer_verb
si-us-plau_interjection	s'il-vous-plaît_interjection
haynes_propernoun	haynes_propernoun
fort_adjective	fort_adjective
ambient_noun	entourage_noun
tapa_noun	couverture_noun
carles_propernoun	carles_propernoun
rengle_noun	file_noun
alvaro_propernoun	alvaro_propernoun
brugger_propernoun	brugger_propernoun
inextricablement_adverb	inextricablement_adverb
fernande_propernoun	fernande_propernoun
alginet_propernoun	alginet_propernoun
lemercier_propernoun	lemercier_propernoun
graells_propernoun	graells_propernoun
auxiliadora_propernoun	auxiliadora_propernoun
ulcerós_adjective	ulcéreux_adjective
nicolini_propernoun	nicolini_propernoun
rotacisme_noun	rhotacisme_noun
justesa_noun	justesse_noun
orgull_noun	orgueil_noun
philie_propernoun	philie_propernoun
alustiza_propernoun	alustiza_propernoun
bita_noun	bitte_noun
arlotti_propernoun	arlotti_propernoun
campió_noun	champion_noun
exercitar_verb	exercer_verb
nostàlgic_noun	nostalgique_noun
oïdi_noun	oïdium_noun
serrani_propernoun	serrani_propernoun
amandina_noun	amandine_noun
de-bakker_propernoun	de-bakker_propernoun
legítim_adjective	légitime_adjective
roché_propernoun	roché_propernoun
dessources_propernoun	dessources_propernoun
adverbial_adjective	adverbial_adjective
vaughan_propernoun	vaughan_propernoun
exotisme_noun	exotisme_noun
leanza_propernoun	leanza_propernoun
paisley_propernoun	paisley_propernoun
malenconia_noun	mélancolie_noun
vesprada_noun	après-midi_noun
antinarcòtic_adjective	antinarcotique_adjective
mesquinament_adverb	mesquinement_adverb
entretenir_verb	amuser_verb
samuels_propernoun	samuels_propernoun
birmània_propernoun	birmanie_propernoun
tulasne_propernoun	tulasne_propernoun
barata_noun	troc_noun
frontista_adjective	frontiste_adjective
vetrella_propernoun	vetrella_propernoun
prestigiós_adjective	prestigieux_adjective
anacíclic_adjective	anacyclique_adjective
precedent_noun	précédent_noun
balla_propernoun	balla_propernoun
ruta_noun	route_noun
gidoni_propernoun	gidoni_propernoun
raticida_adjective	raticide_adjective
antiestàtic_adjective	antistatique_adjective
calbetó_propernoun	calbetó_propernoun
ordenar_verb	ordonner_verb
públic_adjective	public_adjective
signori_propernoun	signori_propernoun
logocentrisme_noun	logocentrisme_noun
gavernera_propernoun	gavernera_propernoun
fullana_propernoun	fullana_propernoun
albufera_noun	lagune_noun
reduir_verb	enrayer_verb
catània_propernoun	catane_propernoun
estudillo_propernoun	estudillo_propernoun
abella_propernoun	abella_propernoun
zaccheo_propernoun	zaccheo_propernoun
epitafi_noun	épitaphe_noun
torçada_noun	entorse_noun
lemmon_propernoun	lemmon_propernoun
hidrogenoide_adjective	hydrogénoïde_adjective
quedar_verb	rester-à_verb
desiderata_noun	désidérata_noun
bruixeria_noun	sorcellerie_noun
diagrafia_noun	diagraphie_noun
tuvà_propernoun	touva_propernoun
embaràs_noun	grossesse_noun
zakaria_propernoun	zakaria_propernoun
denominar_verb	appeler_verb
solson_propernoun	solson_propernoun
peluffo_propernoun	peluffo_propernoun
isoèdric_adjective	isoédrique_adjective
monk_propernoun	monk_propernoun
spartà_propernoun	spartà_propernoun
subcomarca_noun	sous-comarque_noun
excés_noun	excès_noun
histèria_noun	hystérie_noun
gers_propernoun	gers_propernoun
pronosticació_noun	pronostication_noun
dantas_propernoun	dantas_propernoun
becassina_noun	bécassine_noun
conquista_noun	conquête_noun
agutzil_noun	huissier_noun
lachmann_propernoun	lachmann_propernoun
zulaica_propernoun	zulaica_propernoun
nigel_propernoun	nigel_propernoun
apollo_propernoun	apollo_propernoun
capó_noun	capot_noun
principal_adjective	principal_adjective
comissari_noun	commissaire_noun
brittney_propernoun	brittney_propernoun
bellafiore_propernoun	bellafiore_propernoun
hispanista_noun	hispaniste_noun
trimestralment_adverb	trimestriellement_adverb
goldbach_propernoun	goldbach_propernoun
antefixa_noun	antéfixe_noun
novi_propernoun	novi_propernoun
borrelli_propernoun	borrelli_propernoun
reimportar_verb	réimporter_verb
montgarri_propernoun	montgarri_propernoun
incivilment_adverb	incivilement_adverb
bard_propernoun	bard_propernoun
enturbantar_verb	enturbanner_verb
aiguat_noun	averse_noun
ofimàtica_noun	bureautique_noun
indígena_noun	indigène_noun
hiperactivitat_noun	hyperactivité_noun
multitubular_adjective	multitubulaire_adjective
període-d'entreguerres_noun	entre-deux-guerres_noun
no_adverb	ne_adverb
zahra_propernoun	zahra_propernoun
xv_adjective	xve_adjective
manresa_propernoun	manresa_propernoun
retroactiu_adjective	rétroactif_adjective
prelitoral_adjective	pré-littoral_adjective
gallet_propernoun	gallet_propernoun
vulnerari_adjective	vulnéraire_adjective
agrícola_adjective	agricole_adjective
casuista_noun	casuiste_noun
ecoregió_noun	écorégion_noun
dmitriy_propernoun	dmitriy_propernoun
moderable_adjective	modérable_adjective
caca_noun	caca_noun
folrar_verb	étoffer_verb
neoimpressionista_noun	néo-impressionniste_noun
amagrir_verb	amaigrir_verb
llimac_noun	limace_noun
surdu_propernoun	surdu_propernoun
séguin_propernoun	séguin_propernoun
angulós_adjective	anguleux_adjective
boza_propernoun	boza_propernoun
títol_noun	titre_noun
desallotjament_noun	délogement_noun
embussar_verb	encrasser_verb
paradell_propernoun	paradell_propernoun
martha_propernoun	martha_propernoun
tuberiforme_adjective	tubériforme_adjective
marchal_propernoun	marchal_propernoun
solter_adjective	célibataire_adjective
torracollons_noun	emmerdeur_noun
normalització_noun	standardisation_noun
prometre_verb	promettre_verb
verdu_propernoun	verdu_propernoun
apariar_verb	apparier_verb
fanfani_propernoun	fanfani_propernoun
miniatura_noun	miniature_noun
mula_propernoun	mula_propernoun
pontbriand_propernoun	pontbriand_propernoun
di-dio_propernoun	di-dio_propernoun
puga_propernoun	puga_propernoun
andantino_noun	andantino_noun
infinitesimal_adjective	infinitessimal_adjective
ansede_propernoun	ansede_propernoun
penney_propernoun	penney_propernoun
veu_noun	voix_noun
planejar_verb	planer_verb
lacustre_adjective	lacustre_adjective
fix_adjective	fixe_adjective
canfora_propernoun	canfora_propernoun
montfulleda_propernoun	montfulleda_propernoun
amable_adjective	gentil_adjective
torró_noun	nougat_noun
isopropílic_adjective	isopropylique_adjective
hiperventilar_verb	hyperventiler_verb
l'hospitalet_propernoun	l'hospitalet_propernoun
oneill_propernoun	oneill_propernoun
pratdesaba_propernoun	pratdesaba_propernoun
magisteri_noun	enseignement_noun
nastassia_propernoun	nastassia_propernoun
profund_adjective	profond_adjective
zelenski_propernoun	zelensky_propernoun
desconvolució_noun	déconvolution_noun
videoprojecció_noun	vidéoprojection_noun
coeducació_noun	coéducation_noun
il·limitable_adjective	illimitable_adjective
mango_noun	manguier_noun
magre_adjective	maigre_adjective
biogeogràfic_adjective	biogéographique_adjective
otaegi_propernoun	otaegi_propernoun
enfora_adverb	en-dehors_adverb
bonadonna_propernoun	bonadonna_propernoun
tidblad_propernoun	tidblad_propernoun
confiar_verb	confier_verb
amplitud_noun	amplitude_noun
desgràcia_noun	malheur_noun
bignami_propernoun	bignami_propernoun
tagal_adjective	tagal_adjective
cihărean_propernoun	cihărean_propernoun
cinematografia_noun	cinématographie_noun
pebre_noun	piment_noun
cabalós_adjective	riche_adjective
autoplàstia_noun	autoplastie_noun
accorinti_propernoun	accorinti_propernoun
vicelegació_noun	vice-légation_noun
allà-mateix_adverb	sur-place_adverb
fonació_noun	phonation_noun
saqueig_noun	pillage_noun
gravitatori_adjective	gravitatoire_adjective
insanitat_noun	insanité_noun
paleoclimatologia_noun	paléoclimatologie_noun
macovei_propernoun	macovei_propernoun
behaviorista_adjective	béhavioriste_adjective
videofonia_noun	vidéophonie_noun
llim_noun	limon_noun
tartrat_noun	tartrate_noun
cahill_propernoun	cahill_propernoun
carcassona_propernoun	carcassonne_propernoun
xxiii_numeral	xxiii_numeral
parpelleig_noun	clignotement_noun
vall-petita_noun	vallon_noun
regulable_adjective	régulable_adjective
efectiu_noun	cash_noun
mazarin_propernoun	mazarin_propernoun
minusvalidesa_noun	handicap_noun
maluc_noun	hanche_noun
dubitativament_adverb	dubitativement_adverb
phil_propernoun	phil_propernoun
mangànic_adjective	manganique_adjective
microbià_adjective	microbien_adjective
cayley_propernoun	cayley_propernoun
bădescu_propernoun	bădescu_propernoun
poli_propernoun	poli_propernoun
aiguamoll_noun	marais_noun
tuthmosis_propernoun	toutmosis_propernoun
julius_propernoun	julius_propernoun
salomó_propernoun	salomon_propernoun
rebel_noun	rebelle_noun
marfeo_propernoun	marfeo_propernoun
bruc_noun	bruyère_noun
interconnexió_noun	interconnection_noun
intercessor_noun	intercesseur_noun
grau_noun	degré_noun
distributiu_adjective	distributif_adjective
capritxós_adjective	fantasque_adjective
àustria_propernoun	autriche_propernoun
desfavorit_adjective	défavorisé_adjective
codificació_noun	codage_noun
rus_adjective	russe_adjective
pastura_noun	pâturage_noun
cataford_propernoun	cataford_propernoun
cavaterra_propernoun	cavaterra_propernoun
sanitàriament_adverb	sanitairement_adverb
cherio_propernoun	cherio_propernoun
culturalment_adverb	culturellement_adverb
mawassi_propernoun	mawassi_propernoun
compaginar_verb	concilier_verb
prepagar_verb	prépayer_verb
concertació_noun	concertation_noun
guix_propernoun	guix_propernoun
preclínic_adjective	préclinique_adjective
oval_noun	ovale_noun
halley_propernoun	halley_propernoun
millora_noun	amélioration_noun
metal·lògraf_noun	métallographe_noun
reinscripció_noun	réinscription_noun
inassimilable_adjective	inassimilable_adjective
coulombe_propernoun	coulombe_propernoun
farmàcia_noun	pharmacie_noun
prada_propernoun	prada_propernoun
mil·lenari_adjective	millénaire_adjective
jurament_noun	serment_noun
manual_adjective	manuel_adjective
giovannetta_propernoun	giovannetta_propernoun
utrecht_propernoun	utrecht_propernoun
esquerre_adjective	gauche_adjective
lía_propernoun	lía_propernoun
fetus_noun	fœtus_noun
castagnetti_propernoun	castagnetti_propernoun
scott_propernoun	scott_propernoun
publiinformació_noun	publiinformation_noun
zaragozá_propernoun	zaragozá_propernoun
uria_propernoun	uria_propernoun
dellà_adverb	delà_adverb
magdalena_propernoun	magdalena_propernoun
qureshi_propernoun	qureshi_propernoun
esteticista_noun	esthéticien_noun
infestar_verb	infester_verb
beatles_propernoun	beatles_propernoun
islamitzar_verb	islamiser_verb
winnicott_propernoun	winnicott_propernoun
estoic_adjective	stoïcien_adjective
el-haddad_propernoun	el-haddad_propernoun
almunia_propernoun	almunia_propernoun
maurane_propernoun	maurane_propernoun
barbitúric_adjective	barbiturique_adjective
brady_propernoun	brady_propernoun
imparidigitat_adjective	imparidigité_adjective
giarrusso_propernoun	giarrusso_propernoun
atlèticament_adverb	athlétiquement_adverb
barciela_propernoun	barciela_propernoun
preposició_noun	préposition_noun
beltrandi_propernoun	beltrandi_propernoun
bugié_propernoun	bugié_propernoun
anticodó_noun	anticodon_noun
ignició_noun	ignition_noun
georgià_adjective	géorgien_adjective
copercini_propernoun	copercini_propernoun
ciberguerra_noun	cyberguerre_noun
compromissori_adjective	compromissoire_adjective
port_noun	port_noun
cal·lígraf_noun	calligraphe_noun
farrán_propernoun	farrán_propernoun
abundància_noun	abondance_noun
ignasi_propernoun	ignasi_propernoun
helmintologia_noun	helminthologie_noun
césar_propernoun	césar_propernoun
isidoro_propernoun	isidoro_propernoun
fausta_propernoun	fausta_propernoun
downey_propernoun	downey_propernoun
pelchat_propernoun	pelchat_propernoun
pool_propernoun	pool_propernoun
port-moresby_propernoun	port-moresby_propernoun
terzi_propernoun	terzi_propernoun
galilea_propernoun	galilea_propernoun
heurístic_adjective	heuristique_adjective
actiu_adjective	agissant_adjective
albaladejo_propernoun	albaladejo_propernoun
poligonació_noun	polygonation_noun
nuta_propernoun	nuta_propernoun
palafrugell_propernoun	palafrugell_propernoun
migmatita_noun	migmatite_noun
aparellatge_noun	appareillage_noun
rancourt_propernoun	rancourt_propernoun
esmaralda_propernoun	esmaralda_propernoun
titos_propernoun	titos_propernoun
ampliar_verb	élargir_verb
santíssima-trinitat_propernoun	trinité_propernoun
lot_noun	lot_noun
ziober_propernoun	ziober_propernoun
acompanyant_adjective	accompagnateur_adjective
síria_propernoun	syrie_propernoun
alanna_propernoun	alanna_propernoun
censurable_adjective	censurable_adjective
buzzi_propernoun	buzzi_propernoun
receptiu_adjective	réceptif_adjective
concordatari_adjective	concordataire_adjective
rotund_adjective	net_adjective
guillat_adjective	timbré_adjective
plangger_propernoun	plangger_propernoun
trapero_propernoun	trapero_propernoun
danielle_propernoun	danielle_propernoun
proclític_noun	proclitique_noun
aixoplugar_verb	héberger_verb
de-broglie_propernoun	de-broglie_propernoun
triandre_adjective	triandre_adjective
extremunciar_verb	conférer-l'extrême-onction_verb
siniscalchi_propernoun	siniscalchi_propernoun
moceanu_propernoun	moceanu_propernoun
incrustar_verb	incruster_verb
brufau_propernoun	brufau_propernoun
bandit_noun	hors-la-loi_noun
ansiosament_adverb	anxieusement_adverb
calpúrnia_propernoun	calpurnie_propernoun
fidel-castro_propernoun	fidel-castro_propernoun
sindical_adjective	syndical_adjective
braghetto_propernoun	braghetto_propernoun
panís_noun	maïs_noun
hipnagògic_adjective	hypnagogique_adjective
furt_noun	maraudage_noun
acaronar_verb	câliner_verb
evaristo_propernoun	evaristo_propernoun
glomerulat_adjective	glomérulé_adjective
lotina_propernoun	lotina_propernoun
esturió_noun	esturgeon_noun
favorablement_adverb	favorablement_adverb
constant_adjective	soutenu_adjective
vinculant_adjective	contraignant_adjective
nombrós_adjective	nombreux_adjective
holyfield_propernoun	holyfield_propernoun
parquet_noun	parquet_noun
piroddi_propernoun	piroddi_propernoun
likud_propernoun	likoud_propernoun
col_noun	chou_noun
plaer_noun	plaisir_noun
electroteràpia_noun	électrothérapie_noun
quint_adjective	quint_adjective
buitoni_propernoun	buitoni_propernoun
dirigent_noun	dirigeant_noun
bech_propernoun	bech_propernoun
d'attorre_propernoun	d'attorre_propernoun
aquília_noun	achylie_noun
integralment_adverb	intégralement_adverb
villetti_propernoun	villetti_propernoun
liberti_propernoun	liberti_propernoun
annick_propernoun	annick_propernoun
xamanisme_noun	chamanisme_noun
adoració_noun	adoration_noun
pantògraf_noun	pantographe_noun
ingurgitació_noun	ingurgitation_noun
traslladar_verb	déplacer_verb
barbacoa_noun	barbecue_noun
papil·lós_adjective	papilleux_adjective
incomprensió_noun	incompréhension_noun
saucier_propernoun	saucier_propernoun
seductor_noun	séduisant_noun
revolt_noun	virage_noun
regular_verb	réguler_verb
serrats_propernoun	serrats_propernoun
brau_propernoun	brau_propernoun
hinojo_propernoun	hinojo_propernoun
curiositat_noun	curiosité_noun
calmant_adjective	calmant_adjective
que_subordinatingconjunction	que_subordinatingconjunction
arbitral_adjective	arbitral_adjective
melusina_noun	mélusine_noun
grànul_noun	granule_noun
festivitat_noun	festivité_noun
pinault_propernoun	pinault_propernoun
discapacitat_minusvalidesa_noun	handicap_noun
rioux_propernoun	rioux_propernoun
mantega_propernoun	mantega_propernoun
laguna_propernoun	laguna_propernoun
costa-blava_propernoun	côte-d'azur_propernoun
flabel·liforme_adjective	flabelliforme_adjective
lufthansa_propernoun	lufthansa_propernoun
orientació_noun	orientation_noun
flotació_noun	flottaison_noun
bellés_propernoun	bellés_propernoun
lila_noun	lilas_noun
retardar_verb	retarder_verb
safira_propernoun	safira_propernoun
plebiscitari_adjective	plébiscitaire_adjective
camí-ral_noun	grand-route_noun
macròfag_noun	macrophage_noun
comencini_propernoun	comencini_propernoun
fonocaptor_adjective	phonocapteur_adjective
natalici_noun	anniversaire_noun
zulmara_propernoun	zulmara_propernoun
lewisita_noun	lewisite_noun
cicle_noun	cycle_noun
angrignon_propernoun	angrignon_propernoun
magnètic_adjective	magnétique_adjective
malenconiosament_adverb	mélancoliquement_adverb
muniesa_propernoun	muniesa_propernoun
color_noun	couleur_noun
fidel_propernoun	fidel_propernoun
bernal_propernoun	bernal_propernoun
awad_propernoun	awad_propernoun
facial_adjective	facial_adjective
prompte_adjective	prompt_adjective
jacey_propernoun	jacey_propernoun
salvavides_noun	ceinture-de-sauvetage_noun
kassab_propernoun	kassab_propernoun
adelaide_propernoun	adelaide_propernoun
cuza_propernoun	cuza_propernoun
arteau_propernoun	arteau_propernoun
damila_propernoun	damila_propernoun
coeternitat_noun	coéternité_noun
clau-de-sol_noun	clef-de-sol_noun
angénieux_propernoun	angénieux_propernoun
