reformación_noun	réformation_noun
tratado_noun	traité_noun
espectacular_adjective	spectaculaire_adjective
sergueï_propernoun	sergueï_propernoun
amenizar_verb	égayer_verb
legible_adjective	lisible_adjective
tensionamiento_noun	tension_noun
quincuagésimo_adjective	cinquantième_adjective
discutible_adjective	discutable_adjective
coger_verb	rejoindre_verb
extremadura_propernoun	estrémadure_propernoun
lehman-brothers_propernoun	lehman-brothers_propernoun
grasa_noun	gras_noun
privado_adjective	privé_adjective
uagadugú_propernoun	ouagadougou_propernoun
aviación_noun	aviation_noun
halago_noun	flatterie_noun
magistrado_noun	magistrat_noun
mansión_noun	demeure_noun
petra_propernoun	petra_propernoun
lech-kaczynski_propernoun	lech-kaczynski_propernoun
jurar_verb	sacrer_verb
aizpitarte_propernoun	aizpitarte_propernoun
mp3_noun	mp3_noun
wimbledon_propernoun	wimbledon_propernoun
interrogar_verb	interroger_verb
andrógeno_noun	androgène_noun
abreu_propernoun	abreu_propernoun
intolerable_adjective	intolérable_adjective
initiative_propernoun	initiative_propernoun
desertar_verb	déserter_verb
tajada_noun	tranche_noun
pertinente_adjective	bien-fondé_adjective
comerciante_noun	marchand_noun
ramon_propernoun	ramon_propernoun
precipitación_noun	précipitation_noun
indistintamente_adverb	indistinctement_adverb
inquisición_noun	inquisition_noun
haika_propernoun	haika_propernoun
hacienda_noun	ferme_noun
travesaño_noun	longeron_noun
biológico_adjective	bio_adjective
pensamiento_noun	pensée_noun
repliegue_noun	repli_noun
absynthe_noun	absinthe_noun
amistosamente_adverb	amicalement_adverb
inesperadamente_adverb	de-façon-inattendu_adverb
etcétera_noun	et-cetera_noun
liderazgo_noun	leadership_noun
disponible_adjective	joignable_adjective
redactor_noun	rédacteur_noun
susaeta_propernoun	susaeta_propernoun
eurovisión_propernoun	eurovision_propernoun
melena_noun	chevelure_noun
acción-francesa_propernoun	l'action-française_propernoun
m_numeral	m_numeral
zengotitabengoa_propernoun	zengotitabengoa_propernoun
esperanza_noun	espérance_noun
joana_propernoun	joana_propernoun
perfectamente_adverb	parfaitement_adverb
liquidativo_adjective	liquidatif_adjective
chirivella_propernoun	chirivella_propernoun
intriga_noun	intrigue_noun
bergman_propernoun	bergman_propernoun
amortización_noun	amortissement_noun
biología_noun	biologie_noun
campos-elíseos_propernoun	champs-élysées_propernoun
catálogo_noun	catalogue_noun
adorar_verb	adorer_verb
colegio_noun	collège_noun
restar_verb	soustraire_verb
aermachi_propernoun	aermachi_propernoun
necrópolis_noun	nécropole_noun
establecer_verb	établir_verb
proseguir_verb	poursuivre_verb
áfrica-oriental-alemana_propernoun	afrique-orientale-allemande_propernoun
maquinaria_noun	machinerie_noun
isla-del-príncipe_propernoun	île-du-prince_propernoun
idoia-zenarruzabeitia_propernoun	idoia-zenarruzabeitia_propernoun
diligencia_noun	diligence_noun
demostración_noun	démonstration_noun
expedidor_noun	expéditeur_noun
propicio_adjective	propice_adjective
ernst_propernoun	ernst_propernoun
retaga_propernoun	retaga_propernoun
alcista_adjective	haussier_adjective
hèctor_propernoun	hèctor_propernoun
redinamización_noun	redynamisation_noun
eurocopa_propernoun	euro_propernoun
prohibición_noun	interdiction_noun
descuento_noun	rabais_noun
si-procede_subordinatingconjunction	s'il-y-a-lieu_subordinatingconjunction
favorecer_verb	avantager_verb
columnas-de-hércules_propernoun	colonnes-d'hercule_propernoun
vitoriano_adjective	de-vitoria_adjective
julià_propernoun	julià_propernoun
ebb_noun	ebb_noun
islas-malvinas_propernoun	îles-malouines_propernoun
volver-las-tornas_verb	renverser-la-vapeur_verb
tarde_adverb	tard_adverb
puede-ser_adverb	peut-être_adverb
irrevocable_adjective	irrévocable_adjective
urgentemente_adverb	urgentement_adverb
cabe-destacar_subordinatingconjunction	on-peut-signaler_subordinatingconjunction
esloras_noun	hiloires_noun
resumen_noun	compte-rendu_noun
aportar_verb	apporter_verb
cartelera_noun	affiche_noun
búfala_noun	bufflonne_noun
pez_noun	poisson_noun
fotogalería_noun	photogalerie_noun
john-howard_propernoun	john-howard_propernoun
jalalabad_propernoun	djalalabad_propernoun
fehaciente_adjective	irréfutable_adjective
la-meca_propernoun	la-mecque_propernoun
contributivo_adjective	contributif_adjective
tumba_noun	tombeau_noun
díaz_propernoun	díaz_propernoun
extensión-telefónica_noun	extension-téléphonique_noun
codear_verb	côtoyer_verb
monte-mitchell_propernoun	mont-mitchell_propernoun
cheque-sin-fondos_noun	chèque-sans-provision_noun
festival_noun	festival_noun
torcer_verb	corder_verb
juarista_adjective	juariste_adjective
entablar_verb	intenter_verb
imbot_propernoun	imbot_propernoun
britney-spears_propernoun	britney-spears_propernoun
anagonye_propernoun	anagonye_propernoun
nicolás-maquiavelo_propernoun	nicolas-machiavel_propernoun
gratuidad_noun	gratuité_noun
dragón_noun	dragon_noun
rodez_propernoun	rodez_propernoun
bernabéu_propernoun	bernabéu_propernoun
anthony_propernoun	anthony_propernoun
tarificación_noun	tarification_noun
ania_noun	ania_noun
transferencia_noun	transfert_noun
para_preposition	pour_preposition
giraud_propernoun	giraud_propernoun
peatón_noun	piéton_noun
tesoro-público_noun	trésor-public_noun
mula_propernoun	mula_propernoun
allary_propernoun	allary_propernoun
islas-baleares_propernoun	îles-baléares_propernoun
batasuna_propernoun	batasuna_propernoun
gimeno_propernoun	gimeno_propernoun
keops_propernoun	khéops_propernoun
valira_propernoun	valira_propernoun
cajasol_propernoun	cajasol_propernoun
mayoría-absoluta_noun	majorité-absolue_noun
malversación_noun	malversation_noun
aunque_subordinatingconjunction	bien-que_subordinatingconjunction
asediar_verb	assiéger_verb
comparecencia_noun	comparution_noun
batalla-de-abukir_propernoun	batailles-d'aboukir_propernoun
lo-antes-posible_subordinatingconjunction	le-plus-tôt-possible_subordinatingconjunction
tergiversación_noun	tergiversation_noun
talento_noun	talent_noun
autocelebración_noun	autocélébration_noun
soprano_noun	soprano_noun
minuto_noun	minute_noun
xavier_propernoun	xavier_propernoun
abbondanzieri_propernoun	abbondanzieri_propernoun
rastrillo_noun	râteau_noun
deteriorar_verb	endommager_verb
allí_adverb	là_adverb
maduración_noun	maturation_noun
alem_propernoun	alem_propernoun
históricamente_adverb	historiquement_adverb
albadalejo_propernoun	albadalejo_propernoun
alisios_adjective	alizés_adjective
psicólogo_noun	psychologue_noun
juan-caboto_propernoun	jean-cabot_propernoun
almeida_propernoun	almeida_propernoun
hablador_adjective	causant_adjective
reconstitución_noun	reconstitution_noun
intoxicar_verb	intoxiquer_verb
naval_adjective	naval_adjective
cirano-de-bergerac_propernoun	cyrano-de-bergerac_propernoun
osa-mayor_propernoun	grande-ourse_propernoun
los-hugonotes_propernoun	les-huguenots_propernoun
emprosal_propernoun	emprosal_propernoun
compatriota_noun	compatriote_noun
sri-lanka_propernoun	sri-lanka_propernoun
géminis_propernoun	gemeaux_propernoun
egaztea_propernoun	egaztea_propernoun
hargeisa_propernoun	hargeisa_propernoun
pepe_propernoun	pepe_propernoun
eusko-alkartasuna_propernoun	eusko-alkartasuna_propernoun
estar-en-ascuas_verb	être-sur-des-charbons-ardents_verb
álamo_noun	peuplier_noun
anjeles_propernoun	anjeles_propernoun
apeztegia_propernoun	apeztegia_propernoun
explosivo_adjective	explosif_adjective
lux_noun	lux_noun
afiliación_noun	filiation_noun
dejar-constancia_verb	laisser-un-témoignage_verb
ciclo_noun	cycle_noun
bajo_adjective	bas_adjective
amoroto_propernoun	amoroto_propernoun
patín_noun	patin_noun
episcopal_adjective	épiscopal_adjective
http_noun	http_noun
aficionado_noun	passionné_noun
charlie_propernoun	charlie_propernoun
persistencia_noun	persistance_noun
ricardo_propernoun	ricardo_propernoun
incompatibilidad_noun	incompatibilité_noun
telecomunicación_noun	télécommunication_noun
reactividad_noun	réactivité_noun
trinchera_noun	tranchée_noun
colaboración_noun	collaboration_noun
paramento_noun	ménage_noun
falcó_propernoun	falcó_propernoun
día_noun	jour_noun
almeriense_adjective	d'almería_adjective
señalar-con-el-dedo_verb	montrer-du-doigt_verb
hanói_propernoun	hanoï_propernoun
amortizar_verb	amortir_verb
desarrollador_adjective	de-développement_adjective
côtes-d'armor_propernoun	côtes-d'armor_propernoun
tenista_noun	joueur-de-tennis_noun
violador_noun	violateur_noun
hamilton_propernoun	hamilton_propernoun
federación_noun	federation_noun
delgado_adjective	maigre_adjective
iii_numeral	iii_numeral
laborioso_adjective	laborieux_adjective
secreción_noun	sécrétion_noun
marzio_propernoun	marzio_propernoun
áfrica-oriental-británica_propernoun	afrique-orientale-anglaise_propernoun
escritura_noun	écriture_noun
gucci_propernoun	gucci_propernoun
empresario_noun	employeur_noun
tutela_noun	tutelle_noun
olvido_noun	oubli_noun
segregar_verb	séparer_verb
aura_propernoun	aura_propernoun
entender_verb	piger_verb
terrible_adjective	terrible_adjective
cónyuge_noun	conjoint_noun
corrección_noun	correction_noun
disco_noun	disque_noun
hu-jintao_propernoun	hu-jintao_propernoun
instaurar_verb	instaurer_verb
aguilares_propernoun	aguilares_propernoun
expendedor_adjective	dépensier_adjective
prefectura_noun	préfecture_noun
antifranquista_adjective	antifranquiste_adjective
nuestro_adjective	à-nous_adjective
nuestro_possessivepronoun	à-nous_possessivepronoun
nuestro_adjective	à-nous_adjective
nuestro_adjective	à-nous_adjective
nuestro_pronoun	à-nous_pronoun
nuestro_determiner	à-nous_determiner
de-modo-que_subordinatingconjunction	de-sorte-que_subordinatingconjunction
obligadamente_adverb	obligatoirement_adverb
visitación_noun	visitation_noun
villafranca_propernoun	villafranca_propernoun
seto_noun	haie_noun
hebridas_propernoun	hébrides_propernoun
en-caso-de-que_subordinatingconjunction	par-le-cas-où_subordinatingconjunction
aciago_adjective	malheureux_adjective
social_adjective	social_adjective
alguno_pronoun	quelque_pronoun
alguno_determiner	quelque_determiner
golf_noun	golf_noun
bermeo_propernoun	bermeo_propernoun
astarloa_propernoun	astarloa_propernoun
herrero_propernoun	herrero_propernoun
apilar_verb	empiler_verb
madrileño_noun	madrilène_noun
teatralidad_noun	théâtralité_noun
homicida_noun	meurtrier_noun
medición_noun	mesure_noun
afueras_noun	banlieue_noun
anímico_adjective	animique_adjective
entre-la-espada-y-la-pared_adverb	entre-l'épée-et-le-mur_adverb
hilo_noun	fil_noun
taxista_noun	chauffeur-de-taxi_noun
electoralista_adjective	électoraliste_adjective
desoír_verb	faire-la-sourde-oreille_verb
cobro_noun	encaissement_noun
búlgaro_adjective	bulgare_adjective
particular_noun	particulier_noun
versalles_propernoun	versailles_propernoun
amainar_verb	faiblir_verb
ahorro-a-la-vista_noun	épargne-à-vue_noun
emulación_noun	émulation_noun
solabarrieta_propernoun	solabarrieta_propernoun
jema_propernoun	jema_propernoun
nancy_propernoun	nancy_propernoun
impopularidad_noun	impopularité_noun
inyección_noun	injection_noun
xenofobia_noun	xénophobie_noun
medida-cautelar_noun	mesure-préventive_noun
préstamo-con-avales_noun	prêt-avec-aval_noun
circular_noun	circulaire_noun
godella_propernoun	godella_propernoun
filipinas_propernoun	philippines_propernoun
impune_adjective	impuni_adjective
confiar_verb	confier_verb
limitar_verb	borner_verb
asunto_noun	affaire_noun
autócrata_noun	autocrate_noun
ezquerro_propernoun	ezquerro_propernoun
adicae_noun	adicae_noun
tarde_noun	après-midi_noun
convertible_adjective	convertible_adjective
camino-de-santiago_propernoun	pèlerinage-de-saint-jacques-de-compostelle_propernoun
proglio_propernoun	proglio_propernoun
cr_noun	cr_noun
wu-chen_propernoun	wou-tchen_propernoun
sistemáticamente_adverb	systématiquement_adverb
picasso_propernoun	picasso_propernoun
boiro_propernoun	boiro_propernoun
burocrático_adjective	bureaucratique_adjective
iniquidad_noun	iniquité_noun
certificación_noun	certification_noun
golem_propernoun	golem_propernoun
actualmente_adverb	à-l'heure-actuelle_adverb
incendiar_verb	incendier_verb
prebostes_propernoun	prebostes_propernoun
tratamiento_noun	traitement_noun
parís_propernoun	paris_propernoun
singularidad_noun	singularité_noun
xxi_numeral	xxi_numeral
medieval_adjective	médiéval_adjective
facultar_verb	autoriser_verb
musicalidad_noun	musicalité_noun
argaitz_propernoun	argaitz_propernoun
resfriado_noun	rhume_noun
noviembre_noun	novembre_noun
a-punto-de_preposition	sur-le-point-de_preposition
holcim_propernoun	holcim_propernoun
coleccionista_noun	collectionneur_noun
mutualidad_noun	mutualité_noun
supermartes_propernoun	super-mardi_propernoun
adherencia_noun	adhérence_noun
alarcia_propernoun	alarcia_propernoun
esforzar_verb	efforcer_verb
charleville-mézières_propernoun	charleville-mézières_propernoun
predecesor_noun	prédécesseur_noun
endeble_adjective	frêle_adjective
mediar_verb	intervenir_verb
bajo-rin_propernoun	bas-rhin_propernoun
philip_propernoun	philip_propernoun
galo_noun	français_noun
greater-london_propernoun	greater-london_propernoun
amoratar_verb	rendre-violacé_verb
tutankamón_propernoun	toutankhamon_propernoun
máximo_adjective	maximal_adjective
escándalo_noun	scandale_noun
potencialidad_noun	potentialité_noun
mío_adjective	mon_adjective
mío_pronoun	mon_pronoun
mío_determiner	mon_determiner
mío_possessivepronoun	mon_possessivepronoun
mío_determiner	mon_determiner
mío_adjective	mon_adjective
mío_pronoun	mon_pronoun
mío_possessivepronoun	mon_possessivepronoun
mío_determiner	mon_determiner
cumpleaños_noun	anniversaire_noun
relevar_verb	prendre-la-relève-de_verb
confraternidad_noun	confraternité_noun
albertini_propernoun	albertini_propernoun
historial_noun	historique_noun
por-último_adverb	finalement_adverb
supuesto_adjective	présumé_adjective
grigory-yevseyevich-radómislski_propernoun	grigori-ievseïevitch-radomylski_propernoun
na-129_propernoun	na-129_propernoun
amorebieta-etxano_propernoun	amorebieta-etxano_propernoun
mocteto_noun	moctet_noun
día-festivo_noun	jour-férié_noun
orgulloso_adjective	fier_adjective
élysée_propernoun	élysée_propernoun
latinoamérica_propernoun	amérique-latine_propernoun
mathias_propernoun	mathias_propernoun
carlo_propernoun	carlo_propernoun
batura-mobile-solutions_propernoun	batura-mobile-solutions_propernoun
nicholas_propernoun	nicholas_propernoun
alenia_propernoun	alenia_propernoun
razonamiento_noun	raisonnement_noun
zhang_propernoun	zhang_propernoun
streep_propernoun	streep_propernoun
adscribir_verb	attribuer_verb
para-su-presentación-donde-hubiere-lugar_subordinatingconjunction	à-présenter-où-il-faut_subordinatingconjunction
centímetro_noun	centimètre_noun
anwar_propernoun	anwar_propernoun
monnerais_propernoun	monnerais_propernoun
pilatos_propernoun	ponce-pilate_propernoun
estar-hecho-polvo_verb	être-sur-les-genoux_verb
interponer_verb	interposer_verb
gara_propernoun	gara_propernoun
terranova_propernoun	terre-neuve_propernoun
menudo_interrogativepronoun	menu_interrogativepronoun
ganar_verb	gagner_verb
amute_propernoun	amute_propernoun
idoneidad_noun	pertinence_noun
sustitución_noun	remplacement_noun
oficio_noun	métier_noun
cavar_verb	terrasser_verb
alojar_verb	loger_verb
solicitud-de-autorización_noun	demande-d'autorisation_noun
conferencia_noun	conférence_noun
depuración_noun	dépuration_noun
remesa-de-cheques_noun	livraison-de-chèques_noun
repercusión_noun	répercussion_noun
presunción_noun	présomption_noun
sincronismo_noun	synchronisme_noun
paseo_noun	balade_noun
propiciar_verb	favoriser_verb
satisfactorio_adjective	satisfaisant_adjective
king_propernoun	king_propernoun
sueño_noun	rêve_noun
vendaval_noun	vent-de-tempête_noun
snow_propernoun	snow_propernoun
cubo_noun	seau_noun
palpable_adjective	palpable_adjective
david_propernoun	david_propernoun
vivir_verb	habiter_verb
marcar_verb	marquer_verb
ffii_noun	ffii_noun
noreste_noun	nord-est_noun
geografía_noun	géographie_noun
almacén_noun	magasin_noun
geremek_propernoun	geremek_propernoun
elebila_propernoun	elebila_propernoun
esperanza_noun	espoir_noun
bici_noun	vélo_noun
maratón_noun	marathon_noun
d'anvers_propernoun	d'anvers_propernoun
si-fuera-necesario_adverb	le-cas-échéant_adverb
asta_noun	hampe_noun
herodoto_propernoun	hérodote_propernoun
kilimanjaro_propernoun	kilimandjaro_propernoun
plástico_noun	plastique_noun
torras_propernoun	torras_propernoun
adelardo_propernoun	adélard_propernoun
aplazamiento_noun	report_noun
entronización_noun	intronisation_noun
entrar_verb	entrer_verb
reconocer_verb	reconnaître_verb
caro_adjective	cher_adjective
condenable_adjective	condamnable_adjective
silúrico_adjective	silurien_adjective
akbar_propernoun	akbar_propernoun
prenda_noun	gage_noun
raúl_propernoun	raúl_propernoun
sinfín_noun	infinité_noun
psn_noun	psn_noun
abogacía_noun	barreau_noun
sebastopol_propernoun	sébastopol_propernoun
reír-a-mandíbula-batiente_verb	rire-à-gorge-déployée_verb
a-bombo-y-platillo_adverb	à-son-de-grosse-caisse-et-platerets_adverb
correos_noun	poste_noun
en-frente-de_preposition	devant_preposition
proteína_noun	protéine_noun
yahoo_propernoun	yahoo_propernoun
cena_noun	dîner_noun
irrigación_noun	irrigation_noun
adulterar_verb	dénaturer_verb
ypsilon_propernoun	ypsilon_propernoun
medible_adjective	mesurable_adjective
deshacer_verb	défaire_verb
cooperador_adjective	coopérateur_adjective
aparato_noun	agrès_noun
càrcer_propernoun	cárcer_propernoun
sierra_noun	scie_noun
surcar_verb	sillonner_verb
desafortunado_adjective	malheureux_adjective
guión_noun	scénario_noun
arabia_propernoun	arabie_propernoun
poner-en-el-ajo_verb	mettre-au-parfum_verb
minerva_propernoun	minerve_propernoun
aguirrezabalaga_propernoun	aguirrezabalaga_propernoun
aparisi_propernoun	aparisi_propernoun
wellington_propernoun	wellington_propernoun
ferroviario_adjective	ferroviaire_adjective
inmunización_noun	immunisation_noun
bnp_propernoun	bnp_propernoun
steria_propernoun	steria_propernoun
agirrezabal_propernoun	agirrezabal_propernoun
arrastrar_verb	traîner_verb
chileno_noun	chilien_noun
península-ibérica_propernoun	péninsule-ibérique_propernoun
asturiano_noun	asturien_noun
soledad_noun	solitude_noun
mínimo_adjective	minime_adjective
desasemblage_noun	désarchivage_noun
supermercado_noun	supermarché_noun
dubai_propernoun	dubaï_propernoun
baiona_propernoun	bayonne_propernoun
abuso_noun	abus_noun
pinchazo_noun	piqûre_noun
hundir-en-el-lodo_verb	être-enlise_verb
inseparable_adjective	inséparable_adjective
noticia_noun	dépêche_noun
cioni_propernoun	cioni_propernoun
clemenceau_propernoun	clemenceau_propernoun
casa-de-empeños_noun	maison-de-prêt-sur-gage_noun
viejo_noun	vieux_noun
angel_propernoun	angel_propernoun
grecia_propernoun	grèce_propernoun
paola_propernoun	paola_propernoun
arangiz_propernoun	arangiz_propernoun
bronislaw_propernoun	bronislaw_propernoun
toldo_noun	auvent_noun
aisha_propernoun	aisha_propernoun
hábil_adjective	adroit_adjective
anakyn_propernoun	anakyn_propernoun
canal_noun	canal_noun
abrams_propernoun	abrams_propernoun
gran-cañón_propernoun	grand-canyon_propernoun
común_adjective	commun_adjective
hernani_propernoun	hernani_propernoun
fecha-de-caducidad_noun	date-limite_noun
figaro_propernoun	figaro_propernoun
almorzar_verb	déjeuner_verb
gemelo_noun	jumeau_noun
puntero_noun	indicateur_noun
paja_noun	paille_noun
amalda_propernoun	amalda_propernoun
termópilas_propernoun	thermopyles_propernoun
usb_propernoun	usb_propernoun
sinergia_noun	synergie_noun
susper_propernoun	susper_propernoun
remobilización_noun	remobilisation_noun
negociador_noun	négociateur_noun
resto_noun	débris_noun
suyo_adjective	à-il_adjective
suyo_adjective	à-il_adjective
suyo_pronoun	à-il_pronoun
suyo_possessivepronoun	à-il_possessivepronoun
suyo_pronoun	à-il_pronoun
suyo_possessivepronoun	à-il_possessivepronoun
suyo_determiner	à-il_determiner
circunstancia_noun	circonstance_noun
constance_propernoun	constance_propernoun
mediodía_noun	midi_noun
standford_propernoun	standford_propernoun
ebra_propernoun	ebra_propernoun
inmovilidad_noun	immobilité_noun
lehendakaritza_noun	présidence-du-pays-basque_noun
albiol_propernoun	albiol_propernoun
altyn-tagh_propernoun	altyn-tagh_propernoun
rodriguez_propernoun	rodriguez_propernoun
kroes_propernoun	kroes_propernoun
pero_coordinatingconjunction	mais_coordinatingconjunction
trocar_verb	changer_verb
esquina_noun	coin_noun
quincy-jones_propernoun	quincy-jones_propernoun
hannover_propernoun	hanovre_propernoun
lente-de-cristal_noun	lentille-de-verre_noun
idear_verb	élaborer_verb
morbihan_propernoun	morbihan_propernoun
bettini_propernoun	bettini_propernoun
galatea_propernoun	galatée_propernoun
sandrine_propernoun	sandrine_propernoun
corredor-de-comercio_noun	agent-de-change_noun
rizar_verb	friser_verb
estrecho-de-mesina_propernoun	détroit-de-messine_propernoun
ruán_propernoun	rouen_propernoun
pincho_noun	amuse-gueule_noun
estacional_adjective	saisonnier_adjective
peris_propernoun	peris_propernoun
masivamente_adverb	massivement_adverb
tarjeta_noun	carte_noun
mundaka_propernoun	mundaka_propernoun
pantxo_propernoun	pantxo_propernoun
kanmen_propernoun	kanmen_propernoun
gargallo_propernoun	gargallo_propernoun
libertad_noun	liberté_noun
in-situ_subordinatingconjunction	in-situ_subordinatingconjunction
secador_noun	sèche-cheveux_noun
chino_adjective	chinois_adjective
arcachón_propernoun	arcachon_propernoun
desembocadura_noun	embouchure_noun
de-ninguna-de-las-maneras_adverb	à-aucun-titre_adverb
comprobado_adjective	vérifié_adjective
revalorizar_verb	revaloriser_verb
haití_propernoun	haïti_propernoun
lucien_propernoun	lucien_propernoun
franz_propernoun	franz_propernoun
llamamiento_noun	appel_noun
piterman_propernoun	piterman_propernoun
museo_noun	musée_noun
suceder_verb	succéder_verb
gerardo_propernoun	gerardo_propernoun
tapadera_noun	couvercle_noun
trasladar_verb	déplacer_verb
itoiz_propernoun	itoiz_propernoun
hasta-tal-punto-que_subordinatingconjunction	au-point-que_subordinatingconjunction
giro_noun	virement_noun
cuñada_noun	belle-soeur_noun
teología_noun	théologie_noun
dimisión_noun	démission_noun
évreux_propernoun	évreux_propernoun
embargar-bienes_verb	saisir-des-biens_verb
ribes_propernoun	ribes_propernoun
wilson_propernoun	wilson_propernoun
baldato_propernoun	baldato_propernoun
nota_noun	note_noun
abonar_verb	abonner_verb
aludir-a_verb	faire-allusion-à_verb
beethoven_propernoun	beethoven_propernoun
joséphine_propernoun	joséphine_propernoun
seguir-de-cerca_verb	talonner_verb
toledo_propernoun	tolède_propernoun
casualidad_noun	hasard_noun
desarrollar_verb	développer_verb
almandoz_propernoun	almandoz_propernoun
frío_adjective	froid_adjective
a-pesar-suyo_adverb	contre-son-gré_adverb
foix_propernoun	foix_propernoun
bratislava_propernoun	bratislava_propernoun
alegre_adjective	gai_adjective
templar_verb	tempérer_verb
psicología_noun	psychologie_noun
jean-marie_propernoun	jean-marie_propernoun
electorado_noun	électorat_noun
tel-aviv_propernoun	tel-aviv_propernoun
protocolario_adjective	protocolaire_adjective
helesponto_propernoun	hellespont_propernoun
tinerfeño_adjective	de-ténériffe_adjective
atravesar_verb	traverser_verb
cifra_noun	chiffre_noun
adinan_propernoun	adinan_propernoun
metropolitano_adjective	métropolitain_adjective
iv_numeral	iv_numeral
fotógrafo_noun	photographe_noun
inmovilizar_verb	immobiliser_verb
copa-libertadores_propernoun	coupe-libertadores_propernoun
monoplaza_adjective	monoplace_adjective
extenso_adjective	étendu_adjective
capilla-sixtina_propernoun	chapelle-sixtine_propernoun
hondamente_adverb	profondément_adverb
adánez_propernoun	adánez_propernoun
represalia_noun	représaille_noun
por-las-circunstancias_adverb	par-la-force-des-choses_adverb
comodidad_noun	confort_noun
zaratustra_propernoun	zarathoustra_propernoun
acequia_noun	rigole_noun
ceremonia_noun	cérémonie_noun
arbeo_propernoun	arbeo_propernoun
área_noun	aire_noun
vacuidad_noun	vacuité_noun
fegatello_propernoun	fegatello_propernoun
espanyol_propernoun	espanyol_propernoun
naturaleza_noun	nature_noun
trentin_propernoun	trentin_propernoun
scarlatti_propernoun	scarlatti_propernoun
mercado-de-valores_noun	marché-des-valeurs_noun
mecos_propernoun	mecos_propernoun
cultural_adjective	culturel_adjective
librar_verb	délivrer_verb
iriarte_propernoun	iriarte_propernoun
quincena_noun	quinzaine_noun
elorrio_propernoun	elorrio_propernoun
torrevieja_propernoun	torrevieja_propernoun
restructuración_noun	restructuration_noun
ii_adjective	iième_adjective
sagrado_adjective	sacré_adjective
expectativa_noun	expectative_noun
areeta_propernoun	areeta_propernoun
vacante_adjective	vacant_adjective
a-lo-mejor_adverb	peut-être_adverb
afligir_verb	affliger_verb
ferrando_propernoun	ferrando_propernoun
deducción-en-cuota_noun	réduction-d'impôt_noun
régimen-general-de-la-seguridad-social_noun	régime-général-de-sécurité-sociale_noun
talabardon_propernoun	talabardon_propernoun
colectivo_adjective	collectif_adjective
patrocinar_verb	sponsoriser_verb
desgravar_verb	déduire_verb
vaucluse_propernoun	vaucluse_propernoun
port-moresby_propernoun	port-moresby_propernoun
continuación_noun	suite_noun
eficaz_adjective	efficace_adjective
bilingüe_adjective	bilingue_adjective
inviolable_adjective	inviolable_adjective
rosendo_propernoun	rosendo_propernoun
porcentual_adjective	en-pourcentage_adjective
sesenta-y-uno_numeral	soixante-et-un_numeral
irremplazable_adjective	irremplaçable_adjective
antorcha_noun	torche_noun
macià_propernoun	macià_propernoun
contribución-urbana_noun	impôts-locaux_noun
procedimiento_noun	procédure_noun
oscuridad_noun	obscurité_noun
caminar_verb	marcher_verb
cronología_noun	chronologie_noun
inanidad_noun	inanité_noun
marquina_propernoun	marquina_propernoun
localización_noun	emplacement_noun
seña_noun	signal_noun
helen-clark_propernoun	helen-clark_propernoun
eco_noun	écho_noun
entonces_adverb	alors_adverb
de-un-lado-a-otro_adverb	d'un-côté-à-l'autre_adverb
aceptar_verb	agréer_verb
andreo_propernoun	andreo_propernoun
galdakao_propernoun	galdakao_propernoun
brutalmente_adverb	brutalement_adverb
julieta_propernoun	julieta_propernoun
en-detrimento-de_preposition	au-détriment-de_preposition
martiño_propernoun	martiño_propernoun
asociación_noun	association_noun
chechenia_propernoun	tchétchénie_propernoun
lorena_propernoun	lorraine_propernoun
nueva-delhi_propernoun	new-delhi_propernoun
consumo_noun	consommation_noun
abad_propernoun	abad_propernoun
zeberio_propernoun	zeberio_propernoun
aosta_propernoun	aosta_propernoun
factura-de-venta_noun	facture-de-vente_noun
vacacional_adjective	des-vacances_adjective
escalón_noun	échelon_noun
incubación_noun	incubation_noun
princesa-de-asturias_propernoun	princesse-des-asturies_propernoun
biblia_propernoun	bible_propernoun
siglo-de-las-luces_propernoun	siècle-des-lumières_propernoun
lolín_propernoun	lolín_propernoun
telefónico_adjective	théléphonique_adjective
krung-thep_propernoun	krung-thep_propernoun
imitación_noun	imitation_noun
antropométrico_adjective	anthropométrique_adjective
estúpido_adjective	stupide_adjective
preparador_noun	entraîneur_noun
cortante_adjective	coupant_adjective
penuria_noun	pénurie_noun
lópez_propernoun	lópez_propernoun
barril_noun	baril_noun
albrecht-altdorfer_propernoun	albrecht-altdorfer_propernoun
isla-de-pascua_propernoun	île-de-pâques_propernoun
tímpano_noun	tympan_noun
ubicar_verb	situer_verb
trayecto_noun	trajet_noun
moral_noun	morale_noun
adversidad_noun	adversité_noun
akelarre_noun	sabbat_noun
tae_noun	teg_noun
protesta_noun	protestation_noun
públicamente_adverb	publiquement_adverb
caballero_noun	cavalier_noun
fumador_noun	fumeur_noun
latitud_noun	latitude_noun
regateo_noun	marchandage_noun
anv_noun	anv_noun
combatividad_noun	combativité_noun
adicional_adjective	additionnel_adjective
rtl_noun	rtl_noun
anualidad_noun	annuité_noun
personal-eventual_noun	personnel-temporaire_noun
dispositivo_adjective	dispositif_adjective
líder_noun	leader_noun
salinas_propernoun	salinas_propernoun
artesano_adjective	artisan_adjective
desaprobación_noun	désapprobation_noun
círculo_noun	cercle_noun
casar_verb	marier_verb
alasdair_propernoun	alasdair_propernoun
derroche_noun	gaspillage_noun
logoroño_propernoun	logoroño_propernoun
causalidad_noun	causalité_noun
