cercania_noun	cercanía_noun
volumosamente_adverb	voluminosamente_adverb
avulsamente_adverb	sueltamente_adverb
coroa_noun	corona_noun
couro_noun	cuero_noun
observância_noun	observancia_noun
estándar_adjective	estándar_adjective
koweit_propernoun	kuwait_propernoun
maciço_adjective	macizo_adjective
galiza_propernoun	galicia_propernoun
quinzenalmente_adverb	quincenalmente_adverb
formalizar_verb	formalizar_verb
sustentabilidade_noun	sostenibilidad_noun
ao-que-parece_subordinatingconjunction	al-parecer_subordinatingconjunction
forcarnera_propernoun	forcarnera_propernoun
sensatez_noun	cordura_noun
rangel_propernoun	rangel_propernoun
colombo_propernoun	colombo_propernoun
assentamento_noun	asentamiento_noun
custo_noun	costo_noun
prismático_adjective	prismático_adjective
deserto_adjective	desierto_adjective
satisfatoriamente_adverb	satisfactoriamente_adverb
incorretamente_adverb	incorrectamente_adverb
grego_noun	griego_noun
reestreia_noun	reestreno_noun
actualidade_noun	actualidad_noun
ponteiro_noun	señalador_noun
remédio_noun	remedio_noun
sensibilização_noun	sensibilización_noun
precariedade_noun	precariedad_noun
saudavelmente_adverb	saludablemente_adverb
irromper_verb	irrumpir_verb
cambiavelmente_adverb	cambiablemente_adverb
rastreamento_noun	rastreo_noun
próximo-de_preposition	próximo-a_preposition
prévio_adjective	previo_adjective
trihalometano_noun	trihalometano_noun
linha-de-base_noun	línea-base_noun
focar_verb	enfocar_verb
penalizar_verb	penalizar_verb
fotojornalismo_noun	fotoperiodismo_noun
como_relativepronoun	como_relativepronoun
vodafone_propernoun	vodafone_propernoun
ineditamente_adverb	inéditamente_adverb
louco_adjective	loco_adjective
jornalisticamente_adverb	periodísticamente_adverb
abstratamente_adverb	abstractamente_adverb
hipocloroso_adjective	hipocloroso_adjective
pilha_noun	pila_noun
efetivação_noun	efectivación_noun
trocar_verb	canjear_verb
acostumar_verb	acostumbrar_verb
plutônio_noun	plutonio_noun
guerreiro_noun	guerrero_noun
recorrer_verb	recurrir_verb
malha_noun	entramado_noun
recém_adverb	recién_adverb
com-a-condição-de-que_subordinatingconjunction	con-tal-que_subordinatingconjunction
cenografia_noun	escenografía_noun
criminoso_adjective	criminal_adjective
com-frequência_adverb	a-menudo_adverb
transgênico_adjective	transgénico_adjective
juridicamente_adverb	jurídicamente_adverb
atum_noun	atún_noun
islândia_propernoun	islandia_propernoun
tutela_noun	tutela_noun
tédio_noun	tedio_noun
inventário_noun	inventario_noun
pioneiro_noun	pionero_noun
macacão_noun	mono_noun
bissetriz_noun	bisectriz_noun
falhar_verb	fallar_verb
fascinar_verb	fascinar_verb
irão_propernoun	irán_propernoun
diplomaticamente_adverb	diplomáticamente_adverb
fritar_verb	freír_verb
combinar-com_verb	quedar-con_verb
borbulha_noun	burbuja_noun
retificar_verb	rectificar_verb
irmão_noun	hermano_noun
dedutivo_adjective	deductivo_adjective
estandardização_noun	estandarización_noun
afogar_verb	ahogar_verb
sala_noun	sala_noun
enquadrar_verb	enquadrar_verb
terminologia_noun	terminología_noun
famintamente_adverb	hambrientamente_adverb
lamentável_adjective	lamentable_adjective
tecido_noun	tejido_noun
translúcido_adjective	traslúcido_adjective
vôlei_noun	voleibol_noun
rendimento_noun	rendimiento_noun
orçamento_noun	presupuesto_noun
verdade_noun	verdad_noun
alfandegário_adjective	aduanero_adjective
carbono_noun	carbono_noun
subcomponente_noun	subcomponente_noun
logicamente_adverb	lógicamente_adverb
inicial_adjective	iniciático_adjective
perigosamente_adverb	peligrosamente_adverb
nicho_noun	nicho_noun
peça_noun	pieza_noun
maio_noun	mayo_noun
baldiamente_adverb	baldíamente_adverb
são_adjective	sano_adjective
ingresso_noun	ingreso_noun
mit_propernoun	mit_propernoun
sedento_adjective	sediento_adjective
ocultação_noun	ocultación_noun
observatório_noun	observatorio_noun
avarentamente_adverb	avaramente_adverb
primeiramente_adverb	de-entrada_adverb
coitado_adjective	desgraciado_adjective
encarregar_verb	encargar_verb
macho_noun	macho_noun
conduta_noun	conducta_noun
leque_noun	abanico_noun
missa_noun	misa_noun
condição_noun	condición_noun
cidadela_noun	ciudadela_noun
filme_noun	peli_noun
delegacia_noun	comisaría_noun
admissão_noun	admisión_noun
decisivo_adjective	decisor_adjective
logaritmo_noun	logaritmo_noun
mão_noun	mano_noun
enquanto_subordinatingconjunction	mientras-tanto_subordinatingconjunction
imigração_noun	inmigración_noun
dimensional_adjective	dimensional_adjective
flamejantemente_adverb	flamantemente_adverb
reabilitar_verb	rehabilitar_verb
pão_noun	pan_noun
valorizar_verb	valorar_verb
logo_subordinatingconjunction	luego_subordinatingconjunction
medicina_noun	medicina_noun
pixel_noun	píxel_noun
intosai_propernoun	intosai_propernoun
subitamente_adverb	súbitamente_adverb
irado_adjective	airado_adjective
aids_noun	sida_noun
no-máximo_adverb	a-lo-sumo_adverb
produto_noun	producto_noun
chuváchia_propernoun	chuvashia_propernoun
momento_noun	rato_noun
pó_noun	polvo_noun
dfe_propernoun	dfe_propernoun
retificação_noun	rectificación_noun
grampo_noun	presilla_noun
arqueologia_noun	arqueología_noun
aflição_noun	aflicción_noun
ter-vontade-de_verb	tener-ganas-de_verb
gradativamente_adverb	gradualmente_adverb
aberto_adjective	abierto_adjective
delimitar_verb	delimitar_verb
questionário_noun	cuestionario_noun
godinho_propernoun	godinho_propernoun
qualificar_verb	tipificar_verb
telejornal_noun	telediario_noun
rossio_propernoun	rossio_propernoun
expor_verb	exponer_verb
copiar_verb	copiar_verb
interrogadamente_adverb	encuestadamente_adverb
farmacêutico_adjective	farmacéutico_adjective
l_noun	l_noun
tampa_noun	tapa_noun
sensatamente_adverb	cuerdamente_adverb
maltratar_verb	ajar_verb
quadrático_adjective	cuadrático_adjective
efeito_noun	efecto_noun
evidencia_noun	evidencia_noun
floculado_adjective	floculado_adjective
luxemburguês_adjective	luxemburgués_adjective
pouco_adverb	poco_adverb
atividade_noun	actividad_noun
autenticamente_adverb	auténticamente_adverb
perna_noun	pierna_noun
juiz_noun	juez_noun
acessibilidade_noun	accesibilidad_noun
estritamente_adverb	estrictamente_adverb
cruzeiro_noun	crucero_noun
croft_propernoun	croft_propernoun
emagrecer_verb	adelgazar_verb
embalagem_noun	envase_noun
enganar_verb	engañar_verb
extração_noun	extracción_noun
autenticação_noun	autenticación_noun
byte_noun	byte_noun
alípio_propernoun	alípio_propernoun
faixa_noun	gama_noun
mentor_noun	mentor_noun
bilhete_noun	pasaje_noun
táctico_adjective	táctico_adjective
em-matéria-de_adverb	en-cuestión-de_adverb
previsível_adjective	predecible_adjective
raio_noun	rayo_noun
adeus_interjection	adiós_interjection
precioso_adjective	preciado_adjective
otimizar_verb	optimizar_verb
autenticar_verb	autenticar_verb
otimistamente_adverb	optimistamente_adverb
suíço_adjective	suizo_adjective
status_noun	estatus_noun
erradicação_noun	erradicación_noun
estoril_propernoun	estoril_propernoun
cá_noun	ka_noun
inatividade_noun	inactividad_noun
borboleta_noun	mariposa_noun
cavilha_noun	clavija_noun
quinzenal_adjective	quincenal_adjective
renome_noun	renombre_noun
acção_noun	acción_noun
quantificação_noun	cuantificación_noun
borges_propernoun	borges_propernoun
per_propernoun	per_propernoun
desempenhar_verb	desempeñar_verb
neurónio_noun	neurona_noun
caraíbas_propernoun	caribe_propernoun
obrigatoriamente_adverb	obligatoriamente_adverb
recentemente_adverb	recientemente_adverb
desterro_noun	destierro_noun
progressão_noun	progresión_noun
esquerdista_adjective	izquierdista_adjective
marcação_noun	marcaje_noun
incriminar_verb	incriminar_verb
desconhecimento_noun	desconocimiento_noun
sair_verb	salir_verb
sanguíneo_adjective	sanguíneo_adjective
leão_noun	león_noun
lupa_noun	lupa_noun
granular_adjective	granular_adjective
bidireccional_adjective	bidireccional_adjective
obtenção_noun	obtención_noun
ugt_noun	ugt_noun
delimitado_adjective	delimitado_adjective
neve_noun	nieve_noun
kuait_propernoun	kuwait_propernoun
revestimento_noun	revestimiento_noun
shopping-center_noun	centro-comercial_noun
apinhar_verb	apiñar_verb
fuzil_noun	fusil_noun
suíça_propernoun	suiza_propernoun
gordon_propernoun	gordon_propernoun
desconto_noun	descuento_noun
infecção_noun	infección_noun
ruralidade_noun	ruralidad_noun
bem-longe_adverb	muy-lejos_adverb
sessão_noun	sesión_noun
h_noun	h_noun
geológico_adjective	geológico_adjective
acampamento_noun	campamento_noun
distorção_noun	distorción_noun
declinação_noun	declinación_noun
rouxinol_noun	ruiseñor_noun
valentia_noun	valentía_noun
ónus_noun	carga_noun
sabedoria_noun	sabiduría_noun
bissecção_noun	bisección_noun
beira_noun	riba_noun
agir_verb	actuar_verb
adicto_noun	adicto_noun
atribuição_noun	atribución_noun
nocturno_adjective	nocturno_adjective
apreensivo_adjective	aprensivo_adjective
protecção_noun	protección_noun
império_noun	imperio_noun
calibre_noun	calibre_noun
jamie_propernoun	jamie_propernoun
aparência_noun	apariencia_noun
vértice_noun	vértice_noun
publicitário_adjective	publicitario_adjective
castelhano_noun	castellano_noun
outubro_noun	octubre_noun
continental_adjective	continental_adjective
destruir_verb	derruir_verb
goulão_propernoun	goulão_propernoun
spielberg_propernoun	spielberg_propernoun
cosmicamente_adverb	cósmicamente_adverb
grampeado_adjective	grapado_adjective
telefonar_verb	telefonear_verb
cara-ou-coroa_adverb	cara-o-cruz_adverb
maciamente_adverb	blandamente_adverb
campesinato_noun	campesinado_noun
zuckerberg_propernoun	zuckerberg_propernoun
sufixo_noun	sufijo_noun
listra_noun	raya_noun
necessário_adjective	necesario_adjective
simples_adjective	simple_adjective
reintegrar_verb	reintegrar_verb
episódio_noun	episodio_noun
carbônico_adjective	carbónico_adjective
lynne_propernoun	lynne_propernoun
normalização_noun	normalización_noun
bandagem_noun	vendaje_noun
assessoria_noun	asesoría_noun
não-obstante_subordinatingconjunction	no-obstante_subordinatingconjunction
imprescindível_adjective	imprescindible_adjective
londrino_adjective	londinense_adjective
aniversário_noun	cumpleaños_noun
bem-vindo_adjective	bienvenido_adjective
contribuição_noun	aportación_noun
pai_noun	padre_noun
contudo_coordinatingconjunction	pero_coordinatingconjunction
parapente_noun	parapente_noun
inteligência_noun	inteligencia_noun
hexágono_noun	hexágono_noun
vinculação_noun	vinculación_noun
ocorrer_verb	ocurrir_verb
cmc_propernoun	cmc_propernoun
conectividade_noun	conectividad_noun
cativeiro_noun	cautiverio_noun
battelle_propernoun	battelle_propernoun
recobrir_verb	recubrir_verb
actualização_noun	actualización_noun
incontrolavelmente_adverb	incontrolablemente_adverb
oxigênio_noun	oxígeno_noun
vinte-e-seis_numeral	veintiséis_numeral
homenagear_verb	homenajear_verb
rtr_propernoun	rtr_propernoun
projetar_verb	proyectar_verb
recorte_noun	recorte_noun
diabo_noun	diablo_noun
lembrar_verb	acordar_verb
configurável_adjective	configurable_adjective
pessimista_noun	pesimista_noun
agüentar_verb	aguantar_verb
envergonhar_verb	avergonzar_verb
sheila_propernoun	sheila_propernoun
calor_noun	calentura_noun
impossível_adjective	imposible_adjective
ventre_noun	vientre_noun
exitoso_adjective	exitoso_adjective
curvatura_noun	curvatura_noun
ascensão_noun	ascenso_noun
sobrevivência_noun	pervivencia_noun
reprodutoramente_adverb	reproductoramente_adverb
determinante_adjective	determinante_adjective
fartura_noun	abundancia_noun
ontem-à-noite_adverb	anoche_adverb
sinusoidal_adjective	sinusoidal_adjective
telescópio_noun	telescopio_noun
pressionar_verb	presionar_verb
risco_noun	riesgo_noun
estranhamente_adverb	extrañamente_adverb
reembolso_noun	reembolso_noun
definição_noun	definición_noun
protetorado_noun	protectorado_noun
propositalmente_preposition	a-sabiendas_preposition
reforço_noun	refuerzo_noun
polímero_noun	polímero_noun
história_noun	historia_noun
em-forte-alta_adverb	fuertemente-al-alza_adverb
exclusividade_noun	singularidad_noun
vaia_noun	abucheo_noun
terciário_adjective	terciario_adjective
atp_noun	atp_noun
aquém_adverb	de-este-lado_adverb
satisfazer_verb	satisfacer_verb
daí_subordinatingconjunction	de-ahí_subordinatingconjunction
quanto-mais_subordinatingconjunction	mientras-más_subordinatingconjunction
neto_noun	nieto_noun
geralmente_adverb	generalmente_adverb
algébrico_adjective	algebraico_adjective
multinacional_adjective	transnacional_adjective
drenagem_noun	drenaje_noun
agora_adverb	ahora_adverb
mafra_propernoun	mafra_propernoun
ainda_adverb	aun_adverb
submenu_noun	submenu_noun
edição_noun	edición_noun
por-um-fio_adverb	por-los-pelos_adverb
masmorra_noun	mazmorra_noun
transacional_adjective	transaccional_adjective
calefação_noun	calefacción_noun
unificação_noun	unificación_noun
contabilizar_verb	contabilizar_verb
apagar_verb	borrar_verb
porto_propernoun	oporto_propernoun
esgotar_verb	agotar_verb
fotograficamente_adverb	fotográficamente_adverb
renda_noun	renta_noun
aip_propernoun	aip_propernoun
submergir_verb	sumergir_verb
protecionista_adjective	proteccionista_adjective
anulação_noun	anulación_noun
correção_noun	corrección_noun
viga_noun	vigueta_noun
horrível_adjective	horrible_adjective
indesculpavelmente_adverb	indesculpablemente_adverb
atuação_noun	actuación_noun
hierarquicamente_adverb	jerárquicamente_adverb
inconsolavelmente_adverb	inconsolablemente_adverb
cronicamente_adverb	crónicamente_adverb
calvície_noun	calvicie_noun
azaradamente_adverb	desdichadamente_adverb
reconversão_noun	reconversión_noun
viga_noun	viga_noun
convencional_adjective	convencional_adjective
singapura_propernoun	singapur_propernoun
responsabilidade_noun	responsabilidad_noun
monarquicamente_adverb	monárquicamente_adverb
arquivamento_noun	archivado_noun
quanto_adverb	cuánto_adverb
quanto_relativepronoun	cuánto_relativepronoun
cochichar_verb	cuchichear_verb
votação_noun	votación_noun
imortalidade_noun	inmortalidad_noun
com-exceção-de_preposition	con-la-salvedad-de_preposition
sozinho_adjective	solo_adjective
banir_verb	proscribir_verb
donzela_noun	doncella_noun
nova-iorquino_adjective	neoyorquino_adjective
haiti_propernoun	haití_propernoun
esquerdamente_adverb	izquierdamente_adverb
paródia_noun	parodia_noun
detetive_noun	detective_noun
sustentar_verb	sostener_verb
moscovo_propernoun	moscú_propernoun
carteira-de-motorista_noun	permiso-de-conducir_noun
sangüíneo_adjective	sanguíneo_adjective
você_pronoun	usted_pronoun
correcção_noun	corrección_noun
compactar_verb	comprimir_verb
salvaguarda_noun	salvaguarda_noun
helminte_noun	helminto_noun
teia-de-aranha_noun	telaraña_noun
encerramento_noun	cierre_noun
contrapor_verb	contraponer_verb
faf_propernoun	faf_propernoun
cocktail_noun	cóctel_noun
ataque-de-cólera_adverb	arranque-de-cólera_adverb
fuzilar_verb	fusilar_verb
exibição_noun	exhibición_noun
aposentação_noun	jubilación_noun
catolicamente_adverb	católicamente_adverb
polêmico_adjective	polémico_adjective
modalidade_noun	modalidad_noun
distintivo_noun	distintivo_noun
florestal_adjective	forestal_adjective
harmoniosamente_adverb	armoniosamente_adverb
selo_noun	precinto_noun
tripulação_noun	tripulación_noun
plasticidade_noun	plasticidad_noun
pioneiramente_adverb	pioneramente_adverb
sensato_adjective	cuerdo_adjective
poliesportivo_noun	polideportivo_noun
longinquamente_adverb	lejanamente_adverb
envio_noun	envío_noun
espetáculo_noun	espectáculo_noun
peñarroya_propernoun	peñarroya_propernoun
parapentista_noun	parapentista_noun
domicílio_noun	domicilio_noun
caixa_noun	cajero_noun
acreditar_verb	creer_verb
estrutura_noun	estructura_noun
desabafar_verb	desahogar_verb
dobrar_verb	doblar_verb
família_noun	familia_noun
coclear_adjective	coclear_adjective
muito_adverb	muy_adverb
rouco_adjective	ronco_adjective
alternante_adjective	alternante_adjective
casal_noun	pareja_noun
revalorização_noun	revalorización_noun
spanair_propernoun	spanair_propernoun
ingestão_noun	ingestión_noun
combinação_noun	combinación_noun
em-longo-prazo_adverb	a-largo-plazo_adverb
adjudicação_noun	adjudicación_noun
pressionar_verb	agobiar_verb
desacreditar_verb	desacreditar_verb
procuradoria_noun	procuraduría_noun
socioeconômico_adjective	socioeconómico_adjective
em-ligeira-queda_adverb	ligeramente-a-la-baja_adverb
acompanhar_verb	acompañar_verb
surpreendente_adjective	sorprendente_adjective
conectado_adjective	conectado_adjective
wally_propernoun	wally_propernoun
eletricidade_noun	electricidad_noun
importantíssimo_adjective	muy-importante_adjective
seleção_noun	selección_noun
afinal_adverb	finalmente_adverb
penalidade_noun	penalidad_noun
detalhar_verb	detallar_verb
consentimento_noun	consentimiento_noun
ditoso_adjective	dichoso_adjective
ptos_noun	ptos_noun
implicitamente_adverb	implícitamente_adverb
relacionamento_noun	relacionamiento_noun
irrefutavelmente_adverb	irrefutablemente_adverb
colector_adjective	colector_adjective
medal_propernoun	medal_propernoun
balança_noun	balanza_noun
amnistia_noun	amnistía_noun
tommy-hilfiger_propernoun	tommy-hilfiger_propernoun
colégio_noun	colegio_noun
inexpugnavelmente_adverb	inexpugnablemente_adverb
democraticamente_adverb	democráticamente_adverb
quadrado_adjective	cuadrado_adjective
femininamente_adverb	femeninamente_adverb
âmbito_noun	ámbito_noun
paciência_noun	paciencia_noun
infreqüente_adjective	infrecuente_adjective
insuficiência_noun	insuficiencia_noun
compativelmente_adverb	compatiblemente_adverb
percurso_noun	recorrido_noun
autoalinhado_adjective	autoalineado_adjective
polpa_noun	pulpa_noun
especificamente_adverb	específicamente_adverb
adversário_adjective	adversario_adjective
estorvar_verb	estorbar_verb
pôr_verb	poner_verb
abertamente_adverb	abiertamente_adverb
idem_adverb	ídem_adverb
sensivelmente_adverb	sensiblemente_adverb
pacificamente_adverb	pacíficamente_adverb
aluno_noun	alumno_noun
aconselhável_adjective	aconsejable_adjective
revolucionário_adjective	revolucionario_adjective
euribor_propernoun	euribor_propernoun
primário_adjective	primario_adjective
ateu_noun	ateo_noun
tendo-em-vista_adverb	con-miras-a_adverb
orkut_propernoun	orkut_propernoun
estoirar_verb	estallar_verb
alargar_verb	ensanchar_verb
lombardi_propernoun	lombardi_propernoun
qualidade_noun	cualidad_noun
atraentemente_adverb	atractivamente_adverb
antessala_noun	antesala_noun
parêntese_noun	paréntesis_noun
coordenação_noun	coordinación_noun
cenho_noun	ceño_noun
realizável_adjective	realizable_adjective
gerir_verb	gestionar_verb
pré-tensionado_adjective	pretensado_adjective
equatoriano_noun	ecuatoriano_noun
porca_noun	tuerca_noun
órfão_noun	huérfano_noun
cooper_propernoun	cooper_propernoun
corrupção_noun	corrupción_noun
triangular_adjective	triangular_adjective
sms_propernoun	sms_propernoun
porta-voz_noun	vocero_noun
reparar_verb	notar_verb
aproximação_noun	acercamiento_noun
bordello_propernoun	bordello_propernoun
de-fora-para-dentro_adverb	de-fuera-a-adentro_adverb
possibilidade_noun	posibilidad_noun
xérox_noun	fotocopia_noun
rull_propernoun	rull_propernoun
cardiacamente_adverb	cardíacamente_adverb
voluntário_noun	voluntario_noun
garcia_propernoun	garcia_propernoun
parafuso_noun	tornillo_noun
telefone_noun	teléfono_noun
casualidade_noun	casualidad_noun
burton_propernoun	burton_propernoun
bc_propernoun	bc_propernoun
fracção_noun	fracción_noun
por-mal_adverb	por-las-malas_adverb
regulamento_noun	normativa_noun
de-rua_adjective	callejero_adjective
embalado_adjective	envasado_adjective
sortudo_noun	afortunado_noun
significância_noun	significancia_noun
predecessor_noun	predecesor_noun
arquiteto_noun	arquitecto_noun
abundar_verb	abundar_verb
lodo_noun	cieno_noun
com-licença_adverb	con-permiso_adverb
recrutar_verb	reclutar_verb
elogio_noun	loa_noun
desportivo_adjective	deportivo_adjective
incremental_adjective	incremental_adjective
metalicamente_adverb	metálicamente_adverb
pneu_noun	neumático_noun
radiano_noun	radián_noun
hectare_noun	hectárea_noun
temporário_adjective	temporal_adjective
gold_propernoun	gold_propernoun
costumar_verb	acostumbrar_verb
serra_noun	sierra_noun
canadiano_adjective	canadiense_adjective
jerusalém_propernoun	jerusalén_propernoun
média_noun	media_noun
pejo_noun	pudor_noun
engenharia_noun	ingeniería_noun
unir_verb	ligar_verb
governabilidade_noun	gobernabilidad_noun
rapariga_noun	muchacho_noun
caetano_propernoun	caetano_propernoun
resignação_noun	resignación_noun
descendentemente_adverb	descendientemente_adverb
amostragem_noun	muestreo_noun
desvinculado_adjective	desenlazado_adjective
digitalizado_adjective	digitalizado_adjective
conformação_noun	conformación_noun
injúria_noun	injuria_noun
hipótese_noun	hipótesis_noun
eventualidade_noun	eventualidad_noun
esmeralda_propernoun	esmeralda_propernoun
papandreu_propernoun	papandreu_propernoun
pertinente_adjective	pertinente_adjective
luva_noun	guante_noun
válvula_noun	válvula_noun
belém_propernoun	belén_propernoun
substituir_verb	reemplazar_verb
terça_noun	tercera_noun
demolhar_verb	remojar_verb
debaixo-de_preposition	bajo_preposition
licitação_noun	licitación_noun
morto_noun	muerto_noun
turbina_noun	turbina_noun
dobradeira_noun	plegadora_noun
zeloso_adjective	celoso_adjective
remodelagem_noun	remodelación_noun
nuamente_adverb	desnudamente_adverb
consultor_noun	consultor_noun
tapete_noun	alfombra_noun
queimadura_noun	quemadura_noun
transplantar_verb	trasplantar_verb
b_noun	b_noun
revisor_noun	revisor_noun
escorregadiamente_adverb	escurridizamente_adverb
madrilenho_adjective	madrileño_adjective
rede_noun	red_noun
vetor_noun	vector_noun
irônico_adjective	irónico_adjective
chihuahua_propernoun	chihuahua_propernoun
termicamente_adverb	térmicamente_adverb
atalhar_verb	atajar_verb
quarta-feira_noun	miércoles_noun
pente_noun	peine_noun
tradutor_noun	traductor_noun
peixe_noun	pez_noun
volumoso_adjective	voluminoso_adjective
teu_possessivepronoun	tuyo_possessivepronoun
teu_determiner	tuyo_determiner
autocarro_noun	bus_noun
concreto_noun	hormigón_noun
removível_adjective	extraíble_adjective
jurisdicional_adjective	jurisdiccional_adjective
encher_verb	llenar_verb
carteira_noun	bolsa_noun
sorriso_noun	sonrisa_noun
suposto_adjective	presunto_adjective
caiar_verb	encalar_verb
limpo_adjective	limpio_adjective
emissor_noun	emisor_noun
basileia_propernoun	basileia_propernoun
marcação_noun	marcación_noun
desacelerar_verb	desacelerar_verb
esse_determiner	ese_determiner
mala_noun	maleta_noun
intercalar_verb	intercalar_verb
ditosamente_adverb	dichosamente_adverb
estrutura_noun	bastidor_noun
preso_adjective	convicto_adjective
estreitar_verb	estrechar_verb
metodología_noun	metodologia_noun
dd/mm/aaaa_noun	dd/mm/aaaa_noun
ronaldo_propernoun	ronaldo_propernoun
com-uma-mão-na-frente-e-outra-atrás_adverb	con-una-mano-atrás-y-otra-delante_adverb
azarado_adjective	desdichado_adjective
corvo_noun	cuervo_noun
reactivação_noun	reactivación_noun
subscrever_verb	subscribir_verb
intangível_adjective	intangible_adjective
inutilizado_adjective	inutilizado_adjective
poço_noun	pozo_noun
mercenário_noun	mercenario_noun
canalhamente_adverb	canallamente_adverb
projectar_verb	proyectar_verb
transportar_verb	trasportar_verb
talha_noun	talla_noun
correia_noun	correa_noun
trans-fronteiriço_adjective	transfronterizo_adjective
melhoria_noun	mejoría_noun
claridade_noun	claridad_noun
enfermaria_noun	enfermería_noun
condenação_noun	condena_noun
ilicitamente_adverb	ilícitamente_adverb
estrutural_adjective	estructural_adjective
noivo_noun	novio_noun
categoria_noun	categoría_noun
irlandês_adjective	irlandés_adjective
lello_propernoun	lello_propernoun
microfone_noun	micrófono_noun
nacionalidade_noun	nacionalidad_noun
o-seu_possessivepronoun	el-suyo_possessivepronoun
o-seu_determiner	el-suyo_determiner
facilidade_noun	facilidad_noun
caminal_propernoun	caminal_propernoun
rescisório_adjective	rescisorio_adjective
viajante_noun	viajero_noun
vício_noun	vicio_noun
formação_noun	formación_noun
democratamente_adverb	demócratamente_adverb
pá_noun	pala_noun
black_propernoun	black_propernoun
conferir_verb	conferir_verb
bernardo_propernoun	bernardo_propernoun
decimal_noun	decimal_noun
bonde_noun	tranvía_noun
vigiar_verb	vigilar_verb
é-por-isso-que_subordinatingconjunction	por-eso-es-por-lo-que_subordinatingconjunction
si_pronoun	sí_pronoun
inatacavelmente_adverb	inatacablemente_adverb
noticiário_noun	informativo_noun
odm_propernoun	mdm_propernoun
implacável_adjective	implacable_adjective
ondulação_noun	ondulación_noun
basco_adjective	vasco_adjective
desassociar_verb	disociar_verb
socioeconomicamente_adverb	socioeconómicamente_adverb
volkswagen_propernoun	volkswagen_propernoun
arranhar_verb	arañar_verb
bombardeio_noun	bombardeo_noun
angular_adjective	angular_adjective
cabelo_noun	pelo_noun
outro_adjective	otro_adjective
oficina_noun	taller_noun
conselho_noun	consejo_noun
bessa_propernoun	bessa_propernoun
ciberocupação_noun	ciberocupación_noun
porquê_noun	porqué_noun
regresso_noun	regreso_noun
oval_adjective	oval_adjective
especificação_noun	especificación_noun
sobretudo_adverb	sobre-todo_adverb
solidariedade_noun	solidaridad_noun
adega_noun	bodega_noun
estoque_noun	stock_noun
aljazeera_propernoun	aljazeera_propernoun
festa_noun	fiesta_noun
banqueiro_noun	banquero_noun
progressivo_adjective	progresivo_adjective
articulador_adjective	articulador_adjective
dimensão_noun	dimensión_noun
em-grande-parte_adverb	en-gran-medida_adverb
comunicação_noun	comunicación_noun
indisponível_adjective	indisponible_adjective
indexação_noun	indexación_noun
lousa_noun	losa_noun
registral_adjective	registral_adjective
elogio_noun	cumplido_noun
escavar_verb	excavar_verb
solto_adjective	suelto_adjective
saída_noun	salida_noun
limão_noun	limón_noun
sustentação_noun	sustentación_noun
das-aves_adjective	aviar_adjective
banhar_verb	bañar_verb
maiúsculo_adjective	mayúsculo_adjective
vettel_propernoun	vettel_propernoun
obsessivamente_adverb	obsesivamente_adverb
bahia_propernoun	bahía_propernoun
espanha_propernoun	españa_propernoun
monstro_noun	monstruo_noun
contradizer_verb	contradecir_verb
regulador_noun	regulador_noun
entalhar_verb	acodar_verb
sócio_noun	asociado_noun
yield_propernoun	yield_propernoun
manipulador_noun	manipulador_noun
lòria_propernoun	lòria_propernoun
partidário_noun	partidário_noun
selecionável_adjective	seleccionable_adjective
estavelmente_adverb	establemente_adverb
comissário_noun	comisario_noun
genericamente_adverb	genéricamente_adverb
oca_noun	cueva_noun
off-line_adjective	off-line_adjective
sob_preposition	bajo_preposition
ilusão_noun	ilusión_noun
patogénico_adjective	patógeno_adjective
central_noun	centralita_noun
santuário_noun	santuario_noun
morcego_noun	murciélago_noun
joana_propernoun	joana_propernoun
giardia_noun	giardia_noun
obter_verb	obtener_verb
quantiosamente_adverb	cuantiosamente_adverb
inundação_noun	inundación_noun
pinheiro_noun	abeto_noun
paixão_noun	pasión_noun
demônio_noun	demonio_noun
ca_propernoun	ca_propernoun
planeamento_noun	planificación_noun
escolher_verb	escoger_verb
desencadear_verb	desencadenar_verb
mássico_adjective	másico_adjective
london_propernoun	london_propernoun
pelo-jeito-que_subordinatingconjunction	por-la-manera-en-que_subordinatingconjunction
conselheiro_noun	consejero_noun
caso_noun	asunto-de-faldas_noun
descomposição_noun	descomposición_noun
primeiramente_adverb	primeramente_adverb
colega-de-turma_noun	compañero-de-clase_noun
açoitar_verb	azotar_verb
profeticamente_adverb	proféticamente_adverb
olhador_noun	mirador_noun
zeus_propernoun	zeus_propernoun
sistema-operacional_noun	sistema-operativo_noun
coliforme_adjective	coliforme_adjective
meio_noun	entorno_noun
liberalização_noun	liberalización_noun
rançosamente_adverb	ranciamente_adverb
desordem_noun	desorden_noun
psp_propernoun	psp_propernoun
selecionar_verb	seleccionar_verb
medes_propernoun	medes_propernoun
subchave_noun	subclave_noun
fraude_noun	timo_noun
vento_noun	viento_noun
sequestrar_verb	secuestrar_verb
veterinário_noun	veterinario_noun
surpresa_noun	sorpresa_noun
humidade_noun	humedad_noun
versus_preposition	versus_preposition
órgão_noun	órgano_noun
russell_propernoun	russell_propernoun
normalmente_adverb	corrientemente_adverb
canárias_propernoun	canarias_propernoun
competidor_noun	competidor_noun
apaixonadamente_adverb	apasionadamente_adverb
demarcado_adjective	bordeado_adjective
qual-o-motivo_adverb	cuál-es-el-motivo_adverb
